名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/07(金) 21:44:00.77 ID:8dWA6wXM0<> でゃまれ！ <>かわ余 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:16.42 ID:j9UypLg10<> 　　　　　　　　　　　　　　　　　　　　　　　　ﾉ <br>  <br> 　　　　　　　　　　　　　　　　　ﾉ <br> 　　　　　　　　　　彡　ノ　　　　　きらきらっと輝こうか　抜けてしまっても大丈夫 <br> 　　　　　　　　ノ　　　　　　　　　　　できないことできるようになれるよ　先は長いから <br> 　　　　　ﾉノ　　　ミ <br> 　　　〆⌒ ヽ彡　　　　　　　　　　疲れちゃったら止まろうか　少し眠ったら元通り <br> 　　　( ^)o(^ )　　　　　　　　　　　　　したいこと　したいようにしなくちゃ　あたしじゃないでしょう？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:17.41 ID:6NlUL7nO0<> <a href="../test/read.cgi/livemegami/1680871440/482" rel="noopener noreferrer" target="_blank">&gt;&gt;482</a> <br> 可愛すぎるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:18.04 ID:m3Y2EqWm0<> <a href="../test/read.cgi/livemegami/1680871440/481" rel="noopener noreferrer" target="_blank">&gt;&gt;481</a> <br> たぁがいる分FPSの方が全然マシやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:56:18.37 ID:EQ3IjxbX0<> <a href="../test/read.cgi/livemegami/1680871440/483" rel="noopener noreferrer" target="_blank">&gt;&gt;483</a> <br> こくじん！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:18.70 ID:q8Iuz9SN0<> <a href="../test/read.cgi/livemegami/1680871440/460" rel="noopener noreferrer" target="_blank">&gt;&gt;460</a> <br> やっぱりみこちは箱推しの姫だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:19.98 ID:VfWEKO/B0<> ござる1129です <br>  <br> いいおにくです・・・ふるさと納税でいいお肉が届きました・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:23.49 ID:R/3h3tpZ0<> <a href="../test/read.cgi/livemegami/1680871440/442" rel="noopener noreferrer" target="_blank">&gt;&gt;442</a> <br> WAOはぼっさんの曲だしおとQはセリフばっかだし・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:25.25 ID:RAkyw01v0<> ケツ振りどりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:26.00 ID:yFR+ufNt0<> なんかみこちが配信してるときだけやたら対立煽りないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:26.38 ID:BEFStv030<> ビエラも塩っ子から一味になっちまったんだよなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:27.37 ID:meAgwEAq0<> <a href="../test/read.cgi/livemegami/1680871440/492" rel="noopener noreferrer" target="_blank">&gt;&gt;492</a> <br> これでもかなり上手くなったんだ <br> これ以上は求めないよ俺は <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/07(金) 21:56:27.98 ID:A52s9dg80<> みこち昔頑張る歌枠とかいってよく歌ってたけどいつの間にかやらなくなったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:56:29.15 ID:ciHbZ9W10<> みこちのケツ振り見せろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:56:29.51 ID:CU/oP5Uc0<> <a href="../test/read.cgi/livemegami/1680871440/458" rel="noopener noreferrer" target="_blank">&gt;&gt;458</a> <br> ホロライブにもっと興味持てよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:30.22 ID:PSaGypb20<> <a href="../test/read.cgi/livemegami/1680871440/497" rel="noopener noreferrer" target="_blank">&gt;&gt;497</a> <br> 誰が歌うねんw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:56:31.30 ID:hpjetVeq0<> それはsou <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:31.69 ID:sf2bUII80<> ここ田園 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:32.14 ID:POxmHDmt0<> そりゃそうじゃｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:33.63 ID:henamj+s0<> プリプリタイムだああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:34.21 ID:CLE/+AjE0<> 　　　 ／）（　ヽ　　　　　 　　　　　　　　　　　　　 　　　　　　　　　　　　　　　　　／）（ ヽ　　　　　 <br> 　　　|∧＿∧ |　　　　　 　 　∧,＿∧　　　　　　 　　 ∧＿∧　　　　　　　　　/ ∧＿∧ 〉　　　　 <br> 　 　 （^)o(^　）| 　A！！　　 ( ^)o(^ )　　　　　　 　('（,, ^)o(^）')　　　　　　 　 |（　^)o(^）|　A！！ <br> 　　 　 〉　　　｜　　　　 .　　 (　つ　ヽ、　 Q！！　 ヽ　 　　 ノ　 U！！　　　ヽ　　　　丿　　　　 <br> 　　　 ノ　　　 〈　　　　　.　　　〉 とノ　)　　　　　　　　｜　 ｌ ｜　　　　　 　　 　ﾉ　　　　ヽ　　　　 <br> 　 　 （＿_「＼＿）　　　　　　（__ノ^(＿)　　　　　　　　（＿__）__）　　　　　.　　 （＿)⌒ (＿）　　　　 <br> https://i.imgur.com/4mqPJHR.jpg <br>  <br> YES　AQUA　FOR　THE　WIN <br> 　　　r-､ｎ　∧＿∧ <br> 　　　.＼ヽ　( ^)o(^ ) <br> 　　　　 ＼ Y　　　ヽ ∩ <br> 　　　　 　 ＼ 　 　 |／/ <br> 　　　　　　　（　　　|ー'　 <br> 　　　　　　　（ ⌒） | <br> 　　　　　 　　し |　 | <br> 　　　　　　　　　（＿） <br> https://i.imgur.com/JIsYFNR.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:34.20 ID:QFs2QN2j0<> <a href="../test/read.cgi/livemegami/1680871440/482" rel="noopener noreferrer" target="_blank">&gt;&gt;482</a> <br> っぱこれだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:34.55 ID:TitJru2J0<> みこちけっこう歌えるようになってきたしソロライブいけるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:35.40 ID:FMowOarG0<> けつふれみこち <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:35.77 ID:g4cyfKcS0<> <a href="../test/read.cgi/livemegami/1680871440/505" rel="noopener noreferrer" target="_blank">&gt;&gt;505</a> <br> 昔はぺこらが19000くらいでみこちはそのくらいだったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:37.22 ID:Tjf6YBgP0<> <a href="../test/read.cgi/livemegami/1680871440/482" rel="noopener noreferrer" target="_blank">&gt;&gt;482</a> <br> これすこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:37.54 ID:x/YXJhJz0<> ステラーステラーはまだか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:40.37 ID:RAkyw01v0<> 田園きたあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:43.68 ID:BEFStv030<> https://i.imgur.com/vDeu2r8.gif <br> 　　　∧＿∧ <br> 　　　(　　　) <br> 　　＜＼　　＼＞ <br> 　ﾌﾟﾘﾝ（(　Y　)）ﾌﾟﾘﾝ <br> 　　　　 し⌒Ｊ <br>  <br> 　　　 ∧＿∧ <br> 　　∩( ^)o(^ ) <br> 　　　　と＿⌒) )) <br> 　　　　　　 (_ﾉﾉ <br>  <br>  <br> 　　　　　∧＿∧ <br> 　　　　　(　　　) <br> 　　　　＜/　　/＞ <br> 　ﾌﾟﾘﾝ（(　Y　)）ﾌﾟﾘﾝ <br> 　　　　　し⌒Ｊ　 <br>  <br> 　　∧＿∧ <br> 　　( ^)o(^ )∩ <br> 　　/ ,　 つ <br> （（（_(＿r ) <br> 　　 しし′ <br>  <br> 　　∩∧∧∩ <br> 　　 `(^)o(^,)ノ <br> 　　　/　　/ <br> 　　 （　　⌒l <br> 　　　 ヽ) ∪ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:44.26 ID:+VtrHkc30<> みこちずっと高い数字キープしてるから質あったんやろな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:56:44.86 ID:CU/oP5Uc0<> あくたんAA多すぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:45.30 ID:XhArp1KR0<> いーきーてーいーるーんだー <br> そーれーでーいーいーんだー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:47.40 ID:R/3h3tpZ0<> <a href="../test/read.cgi/livemegami/1680871440/525" rel="noopener noreferrer" target="_blank">&gt;&gt;525</a> <br> GAMEON <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:48.72 ID:U+NlaM1m0<> <a href="../test/read.cgi/livemegami/1680871440/477" rel="noopener noreferrer" target="_blank">&gt;&gt;477</a> <br> 全部デイヴ・フィローニにやらせりゃ良いのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:56:49.42 ID:/ai+C2X70<> マジで田園 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:50.31 ID:5wZqoAt70<> あてぃし色 <br> とんちき <br> 海藻 <br> きらきら <br> 質曲ばかりあくたん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:54.42 ID:HpLdr8KO0<> <a href="../test/read.cgi/livemegami/1680871440/517" rel="noopener noreferrer" target="_blank">&gt;&gt;517</a> <br> 江越があるよね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:57.31 ID:sho4pVzp0<> <a href="../test/read.cgi/livemegami/1680871440/520" rel="noopener noreferrer" target="_blank">&gt;&gt;520</a> <br> 配信しないからしゃーない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:58.59 ID:5rpGbHCy0<> ここ田園 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:56:59.07 ID:wfZtadG00<> ここ田園 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:00.04 ID:nbWStirG0<> 　　　　　 　 ＿＿＿○＿＿＿ <br> 　 　　 　 ／───┬───＼　　　　　　　　　海想列車　ほんの少しだけ怖いけれど <br> 　　　　／.　　 　 　 ┃ 　∧∧　＼ <br> 　　 ／ 　／　／ 　 ｜　(^)o(^)　　＼　　　　　　　走り出した夢はもう止まらない <br> 　　|￣￣￣￣￣￣￣￣￣￣￣￣￣| <br> 　　|　 　 　 　 　 　 　 　 　 　 　 　 　 |　　　　　　正解なんて考えてみてもわからないから <br> 　　|　＝＝ 　　　 ＿＿_ 　 　 ＝＝　 | <br> 　　| 　 　 　 　　　＼||／　　　　　　　 |　　　　　　目の前に広がるこの景色を見ていたい <br> 　　|＿①　　　＿＿下＿＿　　　＿＿| <br> 　　|─○|　　 |　　　　　　　|　　.|○─| <br> 　　|─ 　|　　 |.. あてぃし ...|　　.|　 ─| <br> 　　|─●|　 　|　　　　　　　|　　.|●─| <br> 　 　|￣￣　 　￣￣￣￣￣　 　 ￣￣|　　　　　　 　 ∩∩ <br> 　　　|__＿＿＿＿＿＿＿＿＿＿＿_|　　　　　　　　 (' ω')／） <br> 　 　　│　　　 　┃[=.=］ | 　　　　　|　　　　　　　　　O┬　　) <br> 　 　　└──────────┘　　　　　　　　◎┴し'-◎ ≡ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:57:00.05 ID:sxZTFtfL0<> ころさんこれだけホロ愛強いのに、多分活動の限界がくるのは他のホロメンよりも早いんだよな…… <br> なんかそう考えると涙が込み上げて来た <br> 俺の寿命あげるから、10年後も20年後も活動してて欲しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:57:00.54 ID:h3+G9iAq0<> <a href="../test/read.cgi/livemegami/1680871440/505" rel="noopener noreferrer" target="_blank">&gt;&gt;505</a> <br> 去年の8月ごろは13000とかだぞ <br> マジで倍増してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:57:01.84 ID:KzX43bXM0<> みこちかわいすぎるんだよ <br>  <br> 俺を惑わさないでくれ&#129394; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:04.53 ID:+07TLMBG0<> <a href="../test/read.cgi/livemegami/1680871440/519" rel="noopener noreferrer" target="_blank">&gt;&gt;519</a> <br> むしろ平和だろずっと配信してて欲しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:04.48 ID:hZJWKeRo0<> 田園定期 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:07.93 ID:meAgwEAq0<> ここ田園 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:08.39 ID:hbdb/nfG0<> <a href="../test/read.cgi/livemegami/1680871440/477" rel="noopener noreferrer" target="_blank">&gt;&gt;477</a> <br> ポリコレウォーズ&#129318;&#127999;&#8205;♂ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:10.52 ID:fnYNLXcT0<> <a href="../test/read.cgi/livemegami/1680871440/523" rel="noopener noreferrer" target="_blank">&gt;&gt;523</a> <br> https://i.imgur.com/W48rqNe.gif <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:10.68 ID:RAkyw01v0<> ここ田園 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:12.96 ID:6NlUL7nO0<> 田園は草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:14.05 ID:pChA1IVF0<> <a href="../test/read.cgi/livemegami/1680871440/522" rel="noopener noreferrer" target="_blank">&gt;&gt;522</a> <br> メン限に逃げてた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:14.21 ID:L+u27qec0<> ( ^)o(^ )ここ田園 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:15.87 ID:j8Egj+cg0<> <a href="../test/read.cgi/livemegami/1680871440/491" rel="noopener noreferrer" target="_blank">&gt;&gt;491</a> <br> あばナイト！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:15.98 ID:1cvMHjXI0<> そういやサトシのピカチュウが特別な理由って回収した？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:16.66 ID:R/3h3tpZ0<> <a href="../test/read.cgi/livemegami/1680871440/546" rel="noopener noreferrer" target="_blank">&gt;&gt;546</a> <br> 何その三振しそうな曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:18.17 ID:fLxfUKBB0<> ぺこみこ大戦争エグいな <br> 今日はぺっさんのターンか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:19.16 ID:KB3xnP8e0<> <a href="../test/read.cgi/livemegami/1680871440/520" rel="noopener noreferrer" target="_blank">&gt;&gt;520</a> <br> ふぁんでっどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:19.58 ID:4AOWv39/0<> あくあのオリソン良曲しかないな！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:20.98 ID:APYY7LdT0<> 　　　　 ∧＿∧　　　　　　手を上げて <br> 　ﾋﾟｭｰ (　^)o(^ ） 　　　　　CLAP YOUR HANDS　海の向こうまで <br> 　　＝〔~∪￣￣〕　　　　　CLAP YOUR HANDS　届きますように <br> 　　＝ ◎――◎ 　　　　　手を叩こう　手を叩こう　ほら一緒に <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:22.17 ID:hz7bSDlG0<> サバカレーで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:24.05 ID:QQrxZa/d0<> <a href="../test/read.cgi/livemegami/1680871440/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> 10箱と30箱セットしかないのが狙って売ってるで <br> 6000円か18000円や… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:29.48 ID:/okGpsTd0<> みこちのぷりぷりの尻&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:29.58 ID:FvgXn4GU0<> <a href="../test/read.cgi/livemegami/1680871440/477" rel="noopener noreferrer" target="_blank">&gt;&gt;477</a> <br> 最近の映画ヤバかったのに大丈夫かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:33.82 ID:/AcgC1+M0<> <a href="../test/read.cgi/livemegami/1680871440/472" rel="noopener noreferrer" target="_blank">&gt;&gt;472</a> <br> 30個セットがあるからな <br> 実際30個セットを1000人が買えばそれだけで3万 <br> 実質2000人しか買えない可能性すらある <br>  <br> ライブより抽選率高いかも <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:34.89 ID:HsWj1Cku0<> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) <br>  <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) <br>  <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) <br>  <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:37.18 ID:eq5giRZV0<> まつりってなんで人気ないの？ <br> 一軍レベルはないとしても割とトークおもろくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:37.61 ID:zseXqOyi0<> 　　　（⌒⌒⌒) <br> 　　　 |＿i＿i_|　　　海想列車　ほんの少しだけ怖いけれど <br> 　　　(； ^)o(^） <br> 　　　/　　 ｏ⊂|￣￣￣|⊃ <br> 　　　しー-Ｊ　 |＿＿＿| <br>  <br>  <br> 　　　（⌒⌒⌒) <br> 　　　 |＿i＿i_| 　　　　走り出した夢はもう止まらない <br> 　　　(； ^)o(^）⊃/）） <br> 　 　 /　　 ｏ⊂|￣￣￣|⊃ <br> 　　　しー-Ｊ(( |＿＿＿| ）） <br>  <br>  <br> 　　　（⌒⌒⌒)て 　　　　 ,,''⌒'ヽ、 <br> 　　　 |＿i＿i_| て 　　　／／⌒'ヽヽ　　正解なんて考えてみてもわからないから <br> 　　　(； ^)o(^）⊃/）） ///　　　･､i i i　｡o <br> 　 　 /　　 ｏ⊂|￣￣￣|⊃･ﾟ｡ヾυζλ/ ﾟ｡ベシャァ <br> 　　　しー-Ｊ(( |＿＿＿| ））oﾟ､ζ;;;;;;;;;;;;ξ･｡ <br> 　　　　　　　　　　　　　　　　　　 ~～～~ <br>  <br>  <br> 　　　（⌒⌒⌒) <br> 　　　 |＿i＿i_|　　　　　目の前に広がるこの景色を見ていたい <br> 　　　( ^)o(^ ） <br> 　 　 /　　 ｏ⊂|￣￣￣|⊃　　　υζλ/ <br> 　　　しー-Ｊ(( |＿＿＿|　　　oﾟ､ζ;;;;;;;;;;;;ξ･｡ <br> 　　　　　　　　　　　　　　　　　　 ~～～~ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:39.96 ID:ACP0XiwK0<> ニコニコ臭えよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:40.15 ID:h+XzqqdN0<> 　　　　　　　＿人人人人人人人人人人人人人人人＿ <br> 　　　　　　　＞　スーパーあてぃしタイム！！！！　＜ <br> 　　　　　　　￣Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y^Y￣ <br> 　 　 　 　 　　　　　　　　　　　　　　　　　　　　　　　　　　/)(＼ <br> 　 　 　 　　　　　　　　　　　　　　　　　　　　　　　　　　　／:::＼ <br> 　 　 　 　　　Ｖ　　　　　　　　　　　　　　　　　　　　　ヽ/(＾)o(＾)ヽノ <br> 　 　　／＼ (^)o(^)／＼.　 　(V)　 _,,..,,,,_. (V).　 　　　.|:―――:| <br> 　 　_＿＿＿//.　 　 　 　 　 　ヽ/ ^)o(^ ヽﾉ.　 　 　 &lt;|:::::::::|:::::::::|&gt; <br> 　 ＜＿＿＿/へ　 　 　 　 　 ニl　 　 　 　lニ　 　　　.|:::::::::|:::::::::| <br> 　 　 　／＼へ　　　　　　　　　./`'ｰ---‐ヘ..　　　..┌ヽ:::::::|::::::/┐ <br> 　 　 　 　　　　　　　　　　　　　　　　　　　　　　　　　　　￣ ￣ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:57:41.45 ID:ciHbZ9W10<> <a href="../test/read.cgi/livemegami/1680871440/558" rel="noopener noreferrer" target="_blank">&gt;&gt;558</a> <br> みちこ～&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:48.78 ID:YUzGEhgt0<> テトリス界隈は主語デカいだろ <br> あめみや以外にシュバってきてる奴いるんか？ <br> それとも倶楽部が主語デカくしてんのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:49.90 ID:zseXqOyi0<> 　　　　ｶﾞﾀﾝｺﾞﾄﾝ　　　　　　　　　　　　　　ｶﾞﾀﾝｺﾞﾄﾝ <br> ======||＼　l二二二二二l　／||===================== <br> ￣.[].￣||　 |￣￣￣|￣￣￣|　 ||￣[]￣￣[]￣￣[]￣￣[]￣￣ <br> 　 △￣||　 |.|￣￣| | |￣￣|.|　 || | △/￣△ ￣ △ ￣ △￣　　　海想列車　ほんの少しだけ怖いけれど <br> 　 　 　 ||　 |.| 　 　| | |　 　 |.|　 || | //　　 <br> ＿＿＿||　 |.|＿＿| | |＿＿|.|　 || |_彡⌒ ミ 彡⌒ ミ 彡⌒ ミ　　　　走り出した夢はもう止まらない <br> 　 　 　 ||／| 　　 　 |　 　 　 |＼||　( ^)o(^ )( ^)o(^ )( ^)o(^ ) <br> 　 　 　 || 　| 　 　　 |　 　 　 |　 ||__（ つ と) （ つ と)（ つ と)___　　　正解なんて考えてみてもわからないから <br> ───||／|＿＿＿|＿＿＿|＼||─ Ｏ-Ｏ─‐Ｏ-Ｏ─Ｏ-Ｏ─ <br> ≡≡≡||／ 　　　 　 　　　　 ＼|| ≡≡≡≡≡≡≡≡≡≡≡　　　　目の前に広がるこの景色を見ていたい <br> ￣￣￣　　　　　　　　　　　　　 ￣￣￣￣￣￣￣￣￣￣￣￣ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:57:50.26 ID:YY5iHhn60<> <a href="../test/read.cgi/livemegami/1680871440/524" rel="noopener noreferrer" target="_blank">&gt;&gt;524</a> <br> 配信は好きだけど歌はどうでもいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:57:50.80 ID:h3+G9iAq0<> <a href="../test/read.cgi/livemegami/1680871440/460" rel="noopener noreferrer" target="_blank">&gt;&gt;460</a> <br> どりゃあああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:53.52 ID:qgDJTXdm0<> ころさんとみこちどっちがぺこらんだむ歌うの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:57:55.75 ID:KzX43bXM0<> みこちかわい&#12316;です&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:58.22 ID:L+u27qec0<> ( ^)o(^ )やくそくだよー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:58.66 ID:iOCExdcw0<> ♪　 　　　　♪ <br> 　　 ( ^)o(^) )) <br> 　(( (　つ　ヽ、　　　♪　ﾗﾋﾞｭﾗﾋﾞｭｵｱｯｱｯｵｰｗｗｗｗｗｗｗｗｗｗｗ <br> 　　　〉 とノ　))) <br> 　　（__ノ^(＿) <br>  <br> 　　　　　　♪ <br> 　 (( （^)o(^ ）)) <br> ♪　 / ⊂　) ))　♪ｱｲﾗﾋﾞｭｵｱｯｱｯｵｰｗｗｗｗｗｗｗｗｗｗｗｗｗ <br> 　　((( ヽつ 〈 <br> 　　 (＿)^ヽ__） <br>  <br> ♪　 　　　　♪ <br> 　　 ( ^)o(^) )) <br> 　(( (　つ　ヽ、　　　♪　ﾗﾋﾞｭﾗﾋﾞｭｵｱｯｱｯｵｰｗｗｗｗｗｗｗｗｗｗｗ <br> 　　　〉 とノ　))) <br> 　　（__ノ^(＿) <br>  <br> 　　　　　　♪ <br> 　 (( （^)o(^ ）)) <br> ♪　 / ⊂　) ))　♪ｱｰｗｗｗｗｗｗｗｗｗｱｲﾗｰﾋﾞｭーｿｰﾏｯﾁｗｗｗｗｗｗｗｗｗ <br> 　　((( ヽつ 〈 <br> 　　 (＿)^ヽ__） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:57:59.55 ID:RAkyw01v0<> やくそくだよー！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/07(金) 21:58:00.89 ID:CJjm5o280<> <a href="../test/read.cgi/livemegami/1680871440/495" rel="noopener noreferrer" target="_blank">&gt;&gt;495</a> <br> みこち終わったらどっか行くよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/07(金) 21:58:01.76 ID:dXME53MZ0<> 2期生ってゴミだな首になればいいのにな&#128534;全員お前らなら潰れるしな <>
