名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/09/18(月) 22:49:57.60 ID:slfn4o3X0<> なんてこったぁ <>コメントチラチラ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:41.43 ID:Gn5cdr5f0<> 最近クッソワロタのは <br> ねねちのネｪン！とモコちゃんのそうめがね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:43.37 ID:2DLrxnqn0<> かなでそ、楽勝です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:57:44.14 ID:uXyRr5X30<> りりーか歌枠やってるじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:57:45.20 ID:NAS5bfff0<> かなでそ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:43.61 ID:Vx/h8Fjx0<> オラァ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:45.64 ID:ZK1d2mv90<> かなーでは初学者ではないってことだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:46.09 ID:CVDImo2u0<> 明日の午前中に済ませたいからみんな助けてくれよ&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:46.04 ID:7kReaR4p0<> <a href="../test/read.cgi/livemegami/1695044997/450" rel="noopener noreferrer" target="_blank">&gt;&gt;450</a> <br> 大学は日本なんじゃないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:57:47.73 ID:56WNDdOG0<> りりーかとらでんコラボいくつ出た？2万くらい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:50.88 ID:3UdUzLps0<> 「ちょうどいい」とか表のコメ欄も外人なの前提になってきたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:50.32 ID:PSHWknxo0<> RDR2はやめとけ長すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:50.48 ID:RXbU6Aa90<> で、ぺっさんなにかうん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:53.35 ID:OpbS3UVW0<> https://i.imgur.com/MRAKnoL.gif <br>  <br> コメントチラーミィ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:54.69 ID:/qrsN7rJ0<> ぺっさんRDR2しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:54.01 ID:ximOqg540<> <a href="../test/read.cgi/livemegami/1695044997/297" rel="noopener noreferrer" target="_blank">&gt;&gt;297</a> <br> この中で雑談枠で5000出りゃ上等だろ <br> 固定以外はアーカイブ勢だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:57:56.32 ID:vPclgvnq0<> かなでそ、漢字キングです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:57.39 ID:tvIJz6X70<> かなでそ口は悪いけど邪気が無いからひたすら可愛いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:55.70 ID:dVlUXJVi0<> <a href="../test/read.cgi/livemegami/1695044997/446" rel="noopener noreferrer" target="_blank">&gt;&gt;446</a> <br> 一番やばかったのはポルカのとこだと思う <br> 1人カギ括弧つけて正答率めちゃくちゃ高い人がいてポルカが全部それ拾ってた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:58.89 ID:S0sXypu30<> すいちゃんって絶対自分のエロ絵でオナってると思うんだけどどう思う？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:59.03 ID:Y3qUpvsG0<> 打つのはや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:57:58.32 ID:tc5vpVz20<> ウーバー物資！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:57:59.32 ID:5WhK9baN0<> かなでそ二十歳です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:02.49 ID:+O7AntBk0<> はたち？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:01.26 ID:q0zWEGek0<> <a href="../test/read.cgi/livemegami/1695044997/297" rel="noopener noreferrer" target="_blank">&gt;&gt;297</a> <br> 今ホロJP16万被りだぞ <br> そこで一人だけ雑談したらそりゃそうなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:03.47 ID:Zs7tJeVZ0<> <a href="../test/read.cgi/livemegami/1695044997/450" rel="noopener noreferrer" target="_blank">&gt;&gt;450</a> <br> 海外にある日本の高校の分校 <br> 補習校 <br> 色々あるわ <br> 英語の授業って言ってるから日本語学校の線はないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:03.86 ID:3+zOIt2q0<> <a href="../test/read.cgi/livemegami/1695044997/386" rel="noopener noreferrer" target="_blank">&gt;&gt;386</a> <br> 葛葉がストグラやり始めたらホロもう終わりだよなこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:04.78 ID:1AnJPO3y0<> かなで二十歳です！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:04.22 ID:VZGF3cCI0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:06.00 ID:j1fL0Sq30<> <a href="../test/read.cgi/livemegami/1695044997/428" rel="noopener noreferrer" target="_blank">&gt;&gt;428</a> <br> イオン草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:05.28 ID:PH72+D4N0<> RDR2は絶対投げる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:07.98 ID:EfIxrFuI0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:09.82 ID:k97NzSQX0<> でもぺっさんって結局数字でなそうだとやらねえからなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:08.32 ID:e+stNDWX0<> ぺっさんRDR2やれ&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:12.52 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/522" rel="noopener noreferrer" target="_blank">&gt;&gt;522</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:12.85 ID:EBwZeu7N0<> 二十歳です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:12.61 ID:/eoDCGR50<> おしお家はいつ実現するのか <br> https://i.imgur.com/Sf2Jah3.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:14.37 ID:3l7VIJ8m0<> すまん、誰推す？ <br>  <br> かなでその処女率：96.8% <br> https://imgur.com/ZsBBStq.png <br> 25歳以上ジャップ女の処女率：38.8%以下 <br> https://honkawa2.sakura.ne.jp/images/2462.gif <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:14.37 ID:SsHLddZ60<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:17.01 ID:U3dWh87O0<> かなーで20歳らしいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:16.61 ID:cweFxjLv0<> 1軍を追われそうなぺこみこがコンビ復活する展開まだか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:15.43 ID:QqkGGs+80<> アーニャさんアイリスとかなでそどっちが日本語読めるんやろか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:16.62 ID:Vy1iPfyF0<> 宿儺～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:16.97 ID:61ogxdB20<> お前らマジで頼む <br>  <br>  <br> 俺のおかゆ見てくれ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:19.23 ID:qyuM4hti0<> 奏「なめてんのかこるるぁぁ」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:17.52 ID:roejGS3t0<> らでん行くわ <br> 3万は欲しい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:19.12 ID:VZGF3cCI0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:21.32 ID:j4oPADtX0<> rdr2はぺっさん向き <br> 長すぎるということを除けば <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:21.54 ID:56WNDdOG0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> びゅん！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:19.52 ID:nTU4jWrY0<> <a href="../test/read.cgi/livemegami/1695044997/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 諦めよう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:21.85 ID:Bq1sSKWp0<> 今かなでそ白痴って <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:21.25 ID:yKLglj3W0<> <a href="../test/read.cgi/livemegami/1695044997/324" rel="noopener noreferrer" target="_blank">&gt;&gt;324</a> <br> とりあえず通報してみたよ <br> ch潰れたら面白いんだけどなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:22.51 ID:P43Y2wa80<> <a href="../test/read.cgi/livemegami/1695044997/339" rel="noopener noreferrer" target="_blank">&gt;&gt;339</a> <br> なんかえらい下山してね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:24.00 ID:TjumvuVP0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:25.82 ID:WMOGQzGM0<> 今日質配信あり過ぎてやばいな <br> 毎日こんくらいお祭りだったら良いのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:26.43 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/540" rel="noopener noreferrer" target="_blank">&gt;&gt;540</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:26.62 ID:vPclgvnq0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> 可愛すぎてすき <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:27.72 ID:MmIW6Hd10<> <a href="../test/read.cgi/livemegami/1695044997/427" rel="noopener noreferrer" target="_blank">&gt;&gt;427</a> <br> そうなのか <br> にじはあんまり知らないんだすまない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:26.89 ID:YY403TE60<> ゲーム探す枠って普通面白いインディーゲーを探すものだよな <br> ぺこらはなぜか有名な作品しか見ないからつまらんわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:27.50 ID:e+stNDWX0<> <a href="../test/read.cgi/livemegami/1695044997/524" rel="noopener noreferrer" target="_blank">&gt;&gt;524</a> <br> みことぐら投げたよな&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:29.33 ID:E8ymSBNX0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> かわいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:32.30 ID:x6riuDr/0<> <a href="../test/read.cgi/livemegami/1695044997/379" rel="noopener noreferrer" target="_blank">&gt;&gt;379</a> <br> こんなもんニュースにしてるからマスコミは終わんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:34.56 ID:Y3qUpvsG0<> かなでそ実年齢言ってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:35.93 ID:A3G5qu0J0<> かなでそ <br> 20歳？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>　<>2023/09/18(月) 22:58:35.47 ID:ImQm5n9p0<> <a href="../test/read.cgi/livemegami/1695044997/454" rel="noopener noreferrer" target="_blank">&gt;&gt;454</a> <br> それ自演してんじゃねえの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:36.00 ID:Vy1iPfyF0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> いいぬ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:38.75 ID:ZPo5gyqh0<> <a href="../test/read.cgi/livemegami/1695044997/537" rel="noopener noreferrer" target="_blank">&gt;&gt;537</a> <br> グロ <br> イカスミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:38.78 ID:2DLrxnqn0<> <a href="../test/read.cgi/livemegami/1695044997/493" rel="noopener noreferrer" target="_blank">&gt;&gt;493</a> <br> アイリスより読めてるのマジ？もっとアイリス読めると思ってた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:36.93 ID:RoqHiiOV0<> かなでっちノーマルくらいが丁度いいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:41.05 ID:S0sXypu30<> <a href="../test/read.cgi/livemegami/1695044997/324" rel="noopener noreferrer" target="_blank">&gt;&gt;324</a> <br> あわわ、お前消えるのか…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:40.86 ID:moW96SfK0<> かなでそ1時間でおなかいっぱいだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:41.84 ID:Gn5cdr5f0<> ぺさん登山しまくってるのスゲーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:41.20 ID:tQsvgrji0<> 小学生レベルの問題で <br>  <br> 奏「かなで２０歳だからね～ｗ」 <br>  <br> ２７歳で森林が読めなかった人への張り手か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:43.75 ID:gAu6kpYs0<> るしあのフォールガイズ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:45.53 ID:EBwZeu7N0<> <a href="../test/read.cgi/livemegami/1695044997/531" rel="noopener noreferrer" target="_blank">&gt;&gt;531</a> <br> 最初から奏ですけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:46.81 ID:z+88yepk0<> <a href="../test/read.cgi/livemegami/1695044997/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> 自己紹介見てりゃ誰でも察してるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:44.99 ID:sb5nfLkK0<> <a href="../test/read.cgi/livemegami/1695044997/446" rel="noopener noreferrer" target="_blank">&gt;&gt;446</a> <br> https://i.imgur.com/KEoJEfz.png <br> スバ友には精鋭がいるんだが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:47.11 ID:RNUp6TxV0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:48.68 ID:vPclgvnq0<> かなでそ簡単な問題は目が泳がないの質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:46.80 ID:znpV8HuK0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a>  <br> 質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:46.89 ID:wOdDentX0<> ID:nHWVFIfS0 <br>  <br> なにこれ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:47.56 ID:PoVm+WKl0<> 漢字でGO見る限り <br> 奏＞＞＞＞＞＞＞＞EN勢 <br> くらいの漢字力の差はある <br> アーニャさんはやってくれないから分からん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:48.38 ID:Ttb12ztu0<> チワ街後で見たいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:50.82 ID:xMKp9tRU0<> お前らってかなでそぐらいの娘がいてもおかしくない歳だよね？&#128580; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:50.11 ID:Vy1iPfyF0<> かなでっち草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:50.18 ID:oSVNQJo40<> 仕事終わったから青はじのアーカイブ見るけどもちろん質あったよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:51.95 ID:AOFYb/AG0<> ばかにしてる！？どりゃああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:52.98 ID:Gyfc66Mk0<> らでん行くからポルカのとこにみっこより以外が来たら教えてくれな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:52.07 ID:VZGF3cCI0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:54.73 ID:wQwi8n4b0<> <a href="../test/read.cgi/livemegami/1695044997/339" rel="noopener noreferrer" target="_blank">&gt;&gt;339</a> <br> ちゃんぽん取らないとな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:55.64 ID:2OpUs/Yg0<> <a href="../test/read.cgi/livemegami/1695044997/468" rel="noopener noreferrer" target="_blank">&gt;&gt;468</a> <br> 障害者で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:53.74 ID:ug8lC8ed0<> <a href="../test/read.cgi/livemegami/1695044997/324" rel="noopener noreferrer" target="_blank">&gt;&gt;324</a> <br> あーあホロアンで宣伝したばかりに <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:57.25 ID:NAS5bfff0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:59.29 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/582" rel="noopener noreferrer" target="_blank">&gt;&gt;582</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:58:58.32 ID:N0b8p7KZ0<> <a href="../test/read.cgi/livemegami/1695044997/552" rel="noopener noreferrer" target="_blank">&gt;&gt;552</a> <br> これな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:58.78 ID:tJpimaCr0<> らでんくるのにかなーでもまだ見たい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:00.88 ID:2Tb8T+He0<> 奏コメントにキレてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:58:59.00 ID:BDQ1QUv+0<> <a href="../test/read.cgi/livemegami/1695044997/156" rel="noopener noreferrer" target="_blank">&gt;&gt;156</a> <br> しらけん封印したら他誰来るんだろな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:01.63 ID:ksLC5Xc00<> <a href="../test/read.cgi/livemegami/1695044997/489" rel="noopener noreferrer" target="_blank">&gt;&gt;489</a> <br> マイクラの話になって噂聞きつけた野次馬が来て登山ですよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:03.80 ID:2DLrxnqn0<> かなでそ全問正解どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:02.56 ID:Q89utxKE0<> すいちゃん歌ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:05.46 ID:Kd75glza0<> <a href="../test/read.cgi/livemegami/1695044997/526" rel="noopener noreferrer" target="_blank">&gt;&gt;526</a> <br> ぺこらは他の一軍と違って数字でないゲームも結構やってね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:06.09 ID:uhAxV4yv0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)ガン見してるからもうどうでもよくない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:07.65 ID:nTU4jWrY0<> <a href="../test/read.cgi/livemegami/1695044997/566" rel="noopener noreferrer" target="_blank">&gt;&gt;566</a> <br> そんな奴いたの？障害者やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:07.74 ID:TvwiJcVY0<> FIFAとか毎年出てんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:09.97 ID:RNUp6TxV0<> イキってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:08.81 ID:5YpcvW4x0<> <a href="../test/read.cgi/livemegami/1695044997/340" rel="noopener noreferrer" target="_blank">&gt;&gt;340</a> <br> ◆最近掘られた110 伊東ニコ生時代の発言集（110公認リスナーによる書き起こし履歴） <br>  <br> みたいなのとか、ぷるあきと110の動画とかがここでよく言われている110のエピソードの元ネタだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:10.55 ID:WN9cASlm0<> 当たり前だろはまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:11.48 ID:FLQ9urBC0<> こうなってくると７期生でよくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:10.08 ID:EJ9arjsy0<> かなでっちとふわもこのコラボ見てぇ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:12.65 ID:pFGUgfdC0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> でゅん！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:10.70 ID:VZGF3cCI0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:12.67 ID:W9zGyxX40<> 久々にぺこちゃん見たけどやっぱお前が1番楽しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:12.98 ID:UMXymISY0<> かなでそ日本人だろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:13.05 ID:1AnJPO3y0<> さて、キリいいしみこち行くか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:13.70 ID:SsHLddZ60<> かなでそおもしれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:16.63 ID:r0TkHhjv0<> 読めて当たり前だろは草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:17.91 ID:Z+hQGhqh0<> じゃあ俺らでたそ行くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:19.57 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/605" rel="noopener noreferrer" target="_blank">&gt;&gt;605</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:18.09 ID:kZ1E7ai40<> <a href="../test/read.cgi/livemegami/1695044997/552" rel="noopener noreferrer" target="_blank">&gt;&gt;552</a> <br> 勘違いしてるけど今steamの歴史振り返ってるだけだから <br> 有名ゲーしか出てきてないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:19.06 ID:uhAxV4yv0<> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)らでん行くぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:22.29 ID:4IBiHqK/0<> <a href="../test/read.cgi/livemegami/1695044997/507" rel="noopener noreferrer" target="_blank">&gt;&gt;507</a> <br> かゅん！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:22.42 ID:utzK1krJ0<> <a href="../test/read.cgi/livemegami/1695044997/575" rel="noopener noreferrer" target="_blank">&gt;&gt;575</a> <br> 日本住んでたんじゃね <br> 日本のことに詳しすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:22.56 ID:sOn/7nDM0<> すいちゃん壊れちゃった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:59:21.28 ID:giKUYbJp0<> <a href="../test/read.cgi/livemegami/1695044997/564" rel="noopener noreferrer" target="_blank">&gt;&gt;564</a> <br> それな <br> 長時間配信は向いてない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:26.37 ID:MmIW6Hd10<> こうして見ると俺も結構ゲーム捨ててるわ <br> 案外ホロメンを責められないな <br> お前らも実はそうだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:59:26.87 ID:mkrAittL0<> 若いハーランドおって草 <>
