名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/05/21(日) 20:02:38.56 ID:ao3u7ckt0<> ですですわ～ <>サロメオリ曲お披露目 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:44.78 ID:52Q750gG0<> ぺっさんゴミみたいなゲームやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:46.03 ID:Z8Tqnmnt0<> <a href="../test/read.cgi/livemegami/1684666958/463" rel="noopener noreferrer" target="_blank">&gt;&gt;463</a> <br> 自転車持ってないけど買ったらそこ走るのも良さそうやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:46.13 ID:FwRJkkfE0<> <a href="../test/read.cgi/livemegami/1684666958/464" rel="noopener noreferrer" target="_blank">&gt;&gt;464</a> <br> 同じゲーム続けてやるのと色々やってちょっとずつしか進まないのとどっちがいいんだろな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:18:46.46 ID:ON4Dc1ag0<> 毎日投稿毎日配信はマジで大事 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:50.77 ID:QsqneKO30<> 毎月配信も出来ない子って <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:51.15 ID:5H4skZZt0<> <a href="../test/read.cgi/livemegami/1684666958/491" rel="noopener noreferrer" target="_blank">&gt;&gt;491</a> <br> なんで急にみこの悪口言ったの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:50.80 ID:PtgZJ5T80<> <a href="../test/read.cgi/livemegami/1684666958/464" rel="noopener noreferrer" target="_blank">&gt;&gt;464</a> <br> よっぽどスパチャ読むのが嫌なんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:52.57 ID:r5rM8qX30<> 錦鯉の渡辺じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:54.94 ID:2Fb2VL650<> &#128007;「毎日配信は大事」 <br> &#128007;「ファンに好かれるよね」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:18:58.52 ID:6BdjWZbj0<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> 今月はこより勝ちでいいとおもうがなぁ <br> これで負けたら心折れるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:00.30 ID:ClyCnsXD0<> <a href="../test/read.cgi/livemegami/1684666958/494" rel="noopener noreferrer" target="_blank">&gt;&gt;494</a> <br> アカはコレコレ信者だから近付かない方がいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:03.30 ID:Y5anIWHw0<> ござるとルイとクロヱの配信頻度が減りまくってる理由知ってる人いる？ついこの間までみんな頑張ってたのに全く配信しなくなったけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:06.09 ID:Uk1EzXz80<> <a href="../test/read.cgi/livemegami/1684666958/495" rel="noopener noreferrer" target="_blank">&gt;&gt;495</a> <br> でもお前毎日は配信しないじゃん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:09.03 ID:yOpKryyr0<> 仕事なんてないが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:09.25 ID:0sYNfp+60<> 同接ソード <br> マネちゃんシールド <br>  <br> に変更して <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:16.83 ID:VvaMgdJC0<> ぺこらって大会やるようになってから自分でゲーム探さなくなったよな <br> 大会だの古戦場だのより新しいゲーム探してほしいわ <br> バフゲーだけ後追いされるのが辛いのかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:22.50 ID:5+Mc3cb80<> <a href="../test/read.cgi/livemegami/1684666958/462" rel="noopener noreferrer" target="_blank">&gt;&gt;462</a> <br> 突然どうした？こわいぞお前 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:23.45 ID:LTBb8JEx0<> 【急募】アルランディスチャイカ世界にありがちなこと <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:23.99 ID:mRtIAI+w0<> こよアンジャンヌダルク <br>  <br> 初代：カエラ・コヴァルスキア <br> 二代目：五十嵐梨花 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:27.31 ID:6ABzASXR0<> https://i.imgur.com/zpq7e8i.jpg <br> これレッドカードじゃないってマジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:29.22 ID:HQkoQzca0<> ぺこーらコレ案件？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:30.32 ID:AgYq3EX40<> 一味！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:30.33 ID:ex7WgETB0<> かなたそ……帰ってきて……&#128557; <br> https://i.imgur.com/EEinZKp.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:34.13 ID:ON4Dc1ag0<> 一味さぁ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:34.65 ID:IM8UDRhp0<> <a href="../test/read.cgi/livemegami/1684666958/514" rel="noopener noreferrer" target="_blank">&gt;&gt;514</a> <br> ルイは配信してるじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:36.39 ID:N4Vo+dQz0<> しゅきしゅきしゅき！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:36.70 ID:etYCwQ/Q0<> 一味！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:39.03 ID:+Jic7aSg0<> <a href="../test/read.cgi/livemegami/1684666958/494" rel="noopener noreferrer" target="_blank">&gt;&gt;494</a> <br> 推しの子はアイドルは皆本当は裏でやる事やってるって論調だからホロリスの敵だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:41.02 ID:Tzqtidtc0<> 一味浮気です… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:41.08 ID:NDcYAj7x0<> ぺこーら、質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:44.17 ID:8MRm4yUw0<> <a href="../test/read.cgi/livemegami/1684666958/514" rel="noopener noreferrer" target="_blank">&gt;&gt;514</a> <br> 忙しい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:49.89 ID:vR9h5R8H0<> 一味浮気してます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:50.62 ID:gydwNf1t0<> ぺこら今日マイクラやってたら5万でたのにな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:54.32 ID:UhDbQoj00<> <a href="../test/read.cgi/livemegami/1684666958/464" rel="noopener noreferrer" target="_blank">&gt;&gt;464</a> <br> 夜更かし企画53分で終わってるけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:55.30 ID:XIB/ALHU0<> <a href="../test/read.cgi/livemegami/1684666958/522" rel="noopener noreferrer" target="_blank">&gt;&gt;522</a> <br> 強風オールバックやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:57.25 ID:dAvmFLIg0<> 一味発狂 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:57.94 ID:uNfZLGzj0<> そもそもあの感動するバケモノどうこうのゲームはどうしたんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:19:58.65 ID:qC+EIltu0<> 一味きっしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:19:59.84 ID:g2momt1k0<> 　　　　┌────ありがちゅ～ ───┐ <br> 　　　　↓　　　　　　　　　　　　　　　　　     ｜ <br> 　- - - - - - - - - - -裏- - - - - - - - - - - - <br> ┌──────┐　 　 　 　 ┌──────┐ <br> │  ルーナイト   ├─忠誠→│  姫森ルーナ  │ <br> └──────┘　 　 　 　 └───┬──┘ <br> 　 　 　 ↑ 　 　 　 　 　 　 　 　　 　  　 　 │ <br> 　     質・癒し　　　　　　　　　　　　　　  建築 <br> 　 　 　 │ 　 　 　 　 　 　 　 　　 　 　 　  ↓ <br> ┌──┴───────────────┐ <br> │　　　　　　　　　ん な 電 鉄　　 　　 　 　 　 　 │ <br> └──────────────────┘ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:00.32 ID:aostyUqU0<> みこち戻ってきてくれ･･･ <br> この時間帯虚無すぎてやばいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:00.69 ID:pLE81tSF0<> <a href="../test/read.cgi/livemegami/1684666958/513" rel="noopener noreferrer" target="_blank">&gt;&gt;513</a> <br> ヤバい人じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:05.55 ID:Tg8xCB8w0<> 一味かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:05.99 ID:7quLh+Mb0<> <a href="../test/read.cgi/livemegami/1684666958/260" rel="noopener noreferrer" target="_blank">&gt;&gt;260</a> <br> 元ネタはパクス・ロマーナ <br> 意味はローマによる平和 <br> https://ja.m.wikipedia.org/wiki/%E3%83%91%E3%82%AF%E3%82%B9%E3%83%BB%E3%83%AD%E3%83%9E%E3%83%BC%E3%83%8A <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:06.72 ID:UwyJwoNW0<> <a href="../test/read.cgi/livemegami/1684666958/494" rel="noopener noreferrer" target="_blank">&gt;&gt;494</a> <br> 暴露系界隈 <br> すとぷり界隈 <br> 推しの子界隈 <br>  <br> これには近寄らなくていいらしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:13.09 ID:+Jic7aSg0<> <a href="../test/read.cgi/livemegami/1684666958/494" rel="noopener noreferrer" target="_blank">&gt;&gt;494</a> <br> 赤坂アカは暴露系youtuberを正義の味方のように描写してるからダメだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:13.81 ID:plheajzt0<> どうせ質です質です言って下山するパターンだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:14.03 ID:R+d70+Uz0<> これじゃあmidでノーチ擦りまくって負けたt1がバカみたいじゃん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:15.47 ID:b6fxUuoP0<> やべぇぺこらどつきてー <br> 音の調整しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:21.64 ID:/sREd+TP0<> ほしいも乞食 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:23.59 ID:Tzqtidtc0<> <a href="../test/read.cgi/livemegami/1684666958/541" rel="noopener noreferrer" target="_blank">&gt;&gt;541</a> <br> これすき <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:25.25 ID:XvweOPBI0<> ぺっさんマジでネタ切れなんか？ <br> 流石にこれはクソゲーすぎてつまらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:31.02 ID:MO9/voAX0<> <a href="../test/read.cgi/livemegami/1684666958/328" rel="noopener noreferrer" target="_blank">&gt;&gt;328</a> <br> ネタスレにも程があんだろ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:31.25 ID:OxEUB4Lu0<> ぺこら草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:33.03 ID:4uoqkTBJ0<> ぺっさんクソゲーを楽しそうにやる天才やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:34.41 ID:2Fb2VL650<> 欲しい物乞食はやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:38.41 ID:vOf31qm20<> <a href="../test/read.cgi/livemegami/1684666958/525" rel="noopener noreferrer" target="_blank">&gt;&gt;525</a> <br> ぺこら主催、司会かなたそでダクソ駅伝やろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:39.24 ID:PDcQejMO0<> ほしい物リストはまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:44.87 ID:39YX/Yw90<> <a href="../test/read.cgi/livemegami/1684666958/537" rel="noopener noreferrer" target="_blank">&gt;&gt;537</a> <br> レッド出た瞬間終わったワ <br>  <br> て？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:47.09 ID:wwS+OAfh0<> ぺこら欲しいものありません <br> 全て手に入れました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:48.80 ID:LNkNrakF0<> ぺこちゃん、登録者でしょ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:50.04 ID:dxQNTiNg0<> 全然配信できない仲間も居るのにな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:50.52 ID:b6fxUuoP0<> <a href="../test/read.cgi/livemegami/1684666958/553" rel="noopener noreferrer" target="_blank">&gt;&gt;553</a> <br> そういうネタゲーだろ&#128580; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:51.50 ID:X2sihIqn0<> <a href="../test/read.cgi/livemegami/1684666958/465" rel="noopener noreferrer" target="_blank">&gt;&gt;465</a> <br> いや、それは採用基準じゃないの？ <br>  <br> ホロメンのやりたいことと <br> リスナー、ファンが望むものはズレてて当たり前で <br> そのすり合わせみたいのは常に求められる <br>  <br> ホロメンが完全に自分がやりたいことをやってもいいし <br> リスナーに寄り添って自分のやりたいことを抑えるでも <br> 落とし所を考えてチャレンジしてみるというのも <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:51.87 ID:NaUYYmu80<> これはなかなか実況力が試されるタイトル釣りの虚無ゲーの気配 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:53.59 ID:ei7mGbhC0<> https://i.imgur.com/O0kRa96.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:20:57.31 ID:Vd4MTrGO0<> <a href="../test/read.cgi/livemegami/1684666958/525" rel="noopener noreferrer" target="_blank">&gt;&gt;525</a> <br> なんだこれ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:20:57.82 ID:NDcYAj7x0<> ぺこーら、欲しいものありません <br> 満たされてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:00.04 ID:I2ZziBbl0<> ニチ夜が弱い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:03.23 ID:2Fb2VL650<> そりゃホロメンは金で買えるもの問題ないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:04.23 ID:rZHv1Q3m0<> アンチ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:05.25 ID:G2KQ/5QU0<> <a href="../test/read.cgi/livemegami/1684666958/514" rel="noopener noreferrer" target="_blank">&gt;&gt;514</a> <br> さかまたはこの前まで生誕で忙しい <br> ルイござは来月生誕だからこれから忙しくなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:05.28 ID:7+WAK6S+0<> <a href="../test/read.cgi/livemegami/1684666958/561" rel="noopener noreferrer" target="_blank">&gt;&gt;561</a> <br> 徳川家康かな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:08.25 ID:OxEUB4Lu0<> 昔は干し芋やってる女なんてクソほど叩かれたのに <br> 今じゃ当たり前のように受け入れられてるから資本主義って怖いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:09.27 ID:AD+CuOmv0<> クソガキアンチ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:09.31 ID:iYa7B0py0<> パックスパックスって連呼するとちょっとえっちだよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:09.55 ID:kjA3a+R/0<> 前にぺこらの口から毎日配信は大切って聞いたな <br> 昇天ちゃんのやつだっけか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:10.08 ID:SlLL5KPv0<> https://i.imgur.com/0NnUllV.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:10.53 ID:r1GHmVGG0<> <a href="../test/read.cgi/livemegami/1684666958/525" rel="noopener noreferrer" target="_blank">&gt;&gt;525</a> <br> パリィへの自信が失われたのとゲーム慣れによる成長がある程度ひと段落ついてから <br> クリアへの快感が減ってるのは感じる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:11.20 ID:vOf31qm20<> <a href="../test/read.cgi/livemegami/1684666958/553" rel="noopener noreferrer" target="_blank">&gt;&gt;553</a> <br> エペまつり終わり待ちだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:14.36 ID:Tld8rNE/0<> 開示ソードとガイドラインアーマーは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:14.36 ID:dAFa7MU/0<> 改行ガイジ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:15.87 ID:h2Jlq13B0<> 改行！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:18.02 ID:WN/rMavn0<> <a href="../test/read.cgi/livemegami/1684666958/107" rel="noopener noreferrer" target="_blank">&gt;&gt;107</a> <br> 正論しか言ってないのにアンチ認定とか酷いな山信 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:20.50 ID:TMmKBvrH0<> ゲーム音全くないのにみんな誰も言わないけどどーなってんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:22.02 ID:Z8Tqnmnt0<> <a href="../test/read.cgi/livemegami/1684666958/494" rel="noopener noreferrer" target="_blank">&gt;&gt;494</a> <br> どっちも嫌いだからつきたくねえわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:23.76 ID:XIB/ALHU0<> 改行！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:23.93 ID:I2ZziBbl0<> 改行！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:24.58 ID:7ZBm5cR/0<> 推しの子派少ないんやな <br> やっぱ&#129412;が一番！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:25.13 ID:XVzhRNl60<> <a href="../test/read.cgi/livemegami/1684666958/525" rel="noopener noreferrer" target="_blank">&gt;&gt;525</a> <br> これ好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:25.63 ID:B2pB2csM0<> <a href="../test/read.cgi/livemegami/1684666958/545" rel="noopener noreferrer" target="_blank">&gt;&gt;545</a> <br> 百万点の笑顔で世界を笑顔にしたいということでしゅか&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:24.30 ID:CGpE38Zx0<> 改行！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:27.05 ID:y5mkioX50<> 改行！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:26.52 ID:+5IDmPsE0<> 改行ガイジ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:27.42 ID:DP60zOfA0<> 改行！？！？！？！？！？！？！？！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:27.42 ID:L+l84+3Q0<> <a href="../test/read.cgi/livemegami/1684666958/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> ミオしゃはスバルの小林バレした直後にもゲリラ歌枠で激エモアイネクライネ歌ったからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:31.66 ID:7yYQ+0Ws0<> ほらな？ <br> 毎日配信は大事って言ったろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:32.25 ID:ZHgtdw7X0<> 改行！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:32.87 ID:ON4Dc1ag0<> YouTubeよういるよなこのタイプ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:34.49 ID:Tld8rNE/0<> 改行！？？？？！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:34.68 ID:+h3FRfvk0<> 何この配信 <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> 最高かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:35.35 ID:5+Mc3cb80<> <a href="../test/read.cgi/livemegami/1684666958/578" rel="noopener noreferrer" target="_blank">&gt;&gt;578</a> <br> だれだよ超天ちゃんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:35.30 ID:mwxj2aKM0<> 改行ガイジどりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:35.74 ID:ClyCnsXD0<> サロメの曲ちょっと微妙だな <br> 金は相当かかってそうだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:37.57 ID:39YX/Yw90<> 改行ガイジじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:38.83 ID:iGgLFGCR0<> ヤれそう点呼してる中にあれだけ沸いてたサロメ書き込みしてた奴一切混じってないのおかしいだろw <br> 1人で何役やってるんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:39.74 ID:cHiWjaGJ0<> 改行はマズイ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:42.51 ID:oubeljKg0<> 改行は草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:44.31 ID:4lipd5FX0<> ちんちんにむしゃぶりつかれたら <br>  <br> 1分で射精しそうなホロメン教えて？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:45.05 ID:wCU44b5Y0<> 774.inc <br> めと…同接最強だっためとがぶいすぽへ行ってしまいます <br> パトラ…総師匠時間最強だったパトラが個人になってしまいます <br>  <br> やっぱ許してくれへんだったのか？ <br> 内部でも意見割れてそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:48.90 ID:5+Mc3cb80<> 改行！？！？！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:50.35 ID:rZHv1Q3m0<> <a href="../test/read.cgi/livemegami/1684666958/525" rel="noopener noreferrer" target="_blank">&gt;&gt;525</a> <br> かなたそはもっと強くなれる好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:50.10 ID:MKlnn1tQ0<> アルおじ、スト鯖行ったら絶対見つかってたよな <br> こんなにコメントと向き合いながらRUSTしてる人そうそういない <br> https://i.imgur.com/tsKviYj.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:52.45 ID:JPZS1WOF0<> 野うさぎはほんと音量調整に何も言わないからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:53.35 ID:/JSCotHt0<> 改行野うさぎいたってマジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:53.74 ID:mRtIAI+w0<> <a href="../test/read.cgi/livemegami/1684666958/513" rel="noopener noreferrer" target="_blank">&gt;&gt;513</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:54.08 ID:QsqneKO30<> 何このスレ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> &#129299; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:56.24 ID:8NkW9jTE0<> <a href="../test/read.cgi/livemegami/1684666958/610" rel="noopener noreferrer" target="_blank">&gt;&gt;610</a> <br> かなたそ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:21:56.19 ID:KyJNkaGf0<> 切り抜きで見たけどお絵描きコラボ質あったっぽいのな <br> EN混ざると意思の疎通できなくなってつまんねーだろうなあと見なかったわ <br> リアタイで見れば良かった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:59.15 ID:m5DIoaHS0<> <a href="../test/read.cgi/livemegami/1684666958/586" rel="noopener noreferrer" target="_blank">&gt;&gt;586</a> <br> こんなゲームの音聴きたいか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:21:59.76 ID:7+WAK6S+0<> でも改行は開示されたじゃん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:22:04.30 ID:dxQNTiNg0<> <a href="../test/read.cgi/livemegami/1684666958/597" rel="noopener noreferrer" target="_blank">&gt;&gt;597</a> <br> 仲間への配慮ってことね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:22:04.13 ID:QyjDVSUr0<> <a href="../test/read.cgi/livemegami/1684666958/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> それ聴きたいから貼って <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:22:04.12 ID:U/jJq4nL0<> <a href="../test/read.cgi/livemegami/1684666958/542" rel="noopener noreferrer" target="_blank">&gt;&gt;542</a> <br> コレ信でるーちゃんネタ2回も使ってる敵だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:22:06.01 ID:YAAMSW1/0<> なに今日のぺこら <br>  <br>  <br> 最高かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:22:08.51 ID:iYa7B0py0<> <a href="../test/read.cgi/livemegami/1684666958/610" rel="noopener noreferrer" target="_blank">&gt;&gt;610</a> <br> そりゃあ…ミオしゃでしょ <>
