名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/18(金) 23:40:31.05 ID:qqFV2MvU0<> &#128003; <>牛 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:15.86 ID:54z3k8YC0<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> バリスレはホロ実況OKだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:17.79 ID:5c+spiNl0<> <a href="../test/read.cgi/livemegami/1692369631/313" rel="noopener noreferrer" target="_blank">&gt;&gt;313</a> <br> 2期来るのオワコン感ヤバかったからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:18.52 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/478" rel="noopener noreferrer" target="_blank">&gt;&gt;478</a> <br> ジジイさあ&#129315;&#129315;&#129315; <br>  <br>  <br>  <br> 俺もだよ&#129315;&#129315;&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:19.95 ID:AYoOA+/q0<> <a href="../test/read.cgi/livemegami/1692369631/463" rel="noopener noreferrer" target="_blank">&gt;&gt;463</a> <br> これもう放射性物質だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:21.73 ID:PaLjPGRp0<> <a href="../test/read.cgi/livemegami/1692369631/464" rel="noopener noreferrer" target="_blank">&gt;&gt;464</a> <br> 野心に溢れるところが好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:21.94 ID:Re0Q7yyv0<> <a href="../test/read.cgi/livemegami/1692369631/464" rel="noopener noreferrer" target="_blank">&gt;&gt;464</a> <br> のびるな&#128548; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:22.92 ID:UfIowPxV0<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> 婆さんにツノ&#129412;あるんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:25.17 ID:QXL7t8c50<> みこちテント買いました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:25.90 ID:dflrS/9u0<> くっそ上手いわ <br> すいちゃんの用意した道使えばＶの歌姫になれるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:30.73 ID:HOd2WxBh0<> <a href="../test/read.cgi/livemegami/1692369631/495" rel="noopener noreferrer" target="_blank">&gt;&gt;495</a> <br> 揺らぎ一択 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:32.11 ID:AEPcfIdw0<> ばりうむは来年にはずぷでも4桁安定するくらいには成長して欲しい <br> 10000とかはいらん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:32.90 ID:cOb5b9/u0<> <a href="../test/read.cgi/livemegami/1692369631/411" rel="noopener noreferrer" target="_blank">&gt;&gt;411</a> <br> 俺も旧譜の方がノリよくて好きだがthis is whyも味があって良い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:33.17 ID:352Jyk0L0<> <a href="../test/read.cgi/livemegami/1692369631/473" rel="noopener noreferrer" target="_blank">&gt;&gt;473</a> <br> あれはぺこらが悪い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:33.51 ID:/AQUearD0<> ういママ2周目 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:35.50 ID:tSDDB3ut0<> さかまたの映画これよく作ろうってなったな。同時視聴向きではあったけどw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:36.82 ID:N/af/onE0<> バリガイってホロ豚崩れだからやっぱ持ち上げる歌Vのレベルも低いんだよなぁ <br> 奏みみとか聞いたら腰抜かすんじゃねぇの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:36.82 ID:9NoqoQNT0<> <a href="../test/read.cgi/livemegami/1692369631/183" rel="noopener noreferrer" target="_blank">&gt;&gt;183</a> <br> 正直歌枠界隈は花に亡霊・ただ君に晴れ・だから僕は音楽を辞めたばっかりで腹一杯だからその辺も歌ってくれるなら嬉しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:39.03 ID:z2ZQgRWc0<> <a href="../test/read.cgi/livemegami/1692369631/313" rel="noopener noreferrer" target="_blank">&gt;&gt;313</a> <br> そんなに終わってたのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:40.73 ID:479KDGOD0<> お前らも中学生の頃カゲプロハマったよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:43.02 ID:QRKBN2+S0<> 1100どりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:43.16 ID:ij3UMDcc0<> <a href="../test/read.cgi/livemegami/1692369631/317" rel="noopener noreferrer" target="_blank">&gt;&gt;317</a> <br> ぶっちゃけそんなの無意味だぞ <br> 活動に求められるキャパシティが段違い過ぎて今のバリウムメンバーは付いていけないし、6期が誰が入っても箱のバランスが崩れて不和箱になる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:45.01 ID:+QOXsh3D0<> <a href="../test/read.cgi/livemegami/1692369631/473" rel="noopener noreferrer" target="_blank">&gt;&gt;473</a> <br> 野うさぎさぁ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:47.18 ID:onHgFAt60<> 1100どりゃああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:47.71 ID:G2QvTo+b0<> 1100どりゃああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:48.42 ID:Re0Q7yyv0<> 1100どりゃあああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:48.32 ID:f3xLJ+lL0<> <a href="../test/read.cgi/livemegami/1692369631/400" rel="noopener noreferrer" target="_blank">&gt;&gt;400</a> <br> それ自演だぞ <br> 純真なやつだなお前 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:50.11 ID:Xul9Oq0J0<> MTG修正しました <br>  <br> 兎田ぺこら&#128111;&#8205;♀ホロライブ3期生 @usadapekora (2023/08/18 23:50:18) <br> &#127775;&#128013; 配信告知 &#128013;&#127775; <br>  <br> 明日8/19(土)21:00から <br> 【MGS3/メタルギアソリッド３】 <br>  <br> 作戦開始ぺこ！！！！！！！！！！ <br>  <br> ▽待機所▽ <br> https://youtu.be/p6816sGXcEw http://twitter.com/i/web/status/1692549487137529997 <br> https://pbs.twimg.com/media/F30f7PLbgAANVA6.jpg <br> http://twitter.com/usadapekora/status/1692549487137529997 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:49.99 ID:Ef+JhKR60<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> 19時からずっとバリウムスレだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:50.36 ID:06ZAardy0<> キャンプとかレイプされそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:51.77 ID:IgzRXNlr0<> <a href="../test/read.cgi/livemegami/1692369631/497" rel="noopener noreferrer" target="_blank">&gt;&gt;497</a> <br> ホロアン民の濃度濃すぎるからぶいすぽで良いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:51.84 ID:fmN9IM9i0<> <a href="../test/read.cgi/livemegami/1692369631/293" rel="noopener noreferrer" target="_blank">&gt;&gt;293</a> <br> この雰囲気の良さエグい <br> なんでいつもは緊張感あるんだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:52.03 ID:V+5Ri3vI0<> 若いとこんな声違うんだな <br> もうホロ聞けないかも俺 <br> 20離れてそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:52.18 ID:8SzSDAuR0<> セレックス1100.0000000どりゃあああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:52.54 ID:Bw1/pMNS0<> <a href="../test/read.cgi/livemegami/1692369631/344" rel="noopener noreferrer" target="_blank">&gt;&gt;344</a> <br> キメラみたいに混ぜていくならあの声も映えると思うけど <br> それ一本にされるとなんか違うなとはなるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:52.62 ID:K8ryG+1k0<> 1100 <br> どりゃあああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:53.82 ID:ng3WkupI0<> セレちゃん1100どりゃああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:54.15 ID:zHRlaBNi0<> <a href="../test/read.cgi/livemegami/1692369631/481" rel="noopener noreferrer" target="_blank">&gt;&gt;481</a> <br> ポルカのカズーがないやり直し <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:54.20 ID:4CS0EbUw0<> セレちゃん、知ってる曲で登山してます！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:55.77 ID:OsSqe7+R0<> <a href="../test/read.cgi/livemegami/1692369631/307" rel="noopener noreferrer" target="_blank">&gt;&gt;307</a> <br> 今日客先のマダムが叶ゼウスデスクに並べてたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:57.51 ID:luDH107Y0<> <a href="../test/read.cgi/livemegami/1692369631/464" rel="noopener noreferrer" target="_blank">&gt;&gt;464</a> <br> うめち好きだ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:50:58.28 ID:vdxyQBiF0<> 1100どりゃあああああ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:58.31 ID:TS+n7nFX0<> 悲報 <br>  <br> みこちキャンプ用にテントを買っていた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:50:57.60 ID:8ejyZj1P0<> セレ１１０１きたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:00.75 ID:bFQRUieM0<> こういう曲歌えるならもっとRADWIMPSとか知られてる曲歌えるのに・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:01.54 ID:Ht6cF5h/0<> <a href="../test/read.cgi/livemegami/1692369631/386" rel="noopener noreferrer" target="_blank">&gt;&gt;386</a> <br> それはない <br> ホロが1万越えるようになったのはココがARK持ち込んでから <br> そういう核弾頭級のインパクトが必要 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:02.39 ID:ykh+HoMW0<> 1108どりゃあああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:02.91 ID:Qrr0OavM0<> <a href="../test/read.cgi/livemegami/1692369631/473" rel="noopener noreferrer" target="_blank">&gt;&gt;473</a> <br> サロメは悪く無いと思うぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:02.55 ID:oEtmEWqi0<> <a href="../test/read.cgi/livemegami/1692369631/473" rel="noopener noreferrer" target="_blank">&gt;&gt;473</a> <br> ぺこらの準備不足のせい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:03.29 ID:6cpoFkz00<> でも今日やってたハチとヨミの歌コラボみてたの俺だけだったよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:05.29 ID:jcvRsUKo0<> <a href="../test/read.cgi/livemegami/1692369631/395" rel="noopener noreferrer" target="_blank">&gt;&gt;395</a> <br> バリウムの作詞作曲はにぃな担当だから・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:06.30 ID:z2ZQgRWc0<> 1100.0どりゃあああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:07.53 ID:fHOdH6Vr0<> 1100どりゃああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:08.93 ID:Pug2r+Qk0<> <a href="../test/read.cgi/livemegami/1692369631/523" rel="noopener noreferrer" target="_blank">&gt;&gt;523</a> <br> ここにいる奴らはアンチだったろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:11.00 ID:vjIMEQFf0<> セレちゃん見つかったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:12.11 ID:J8ywmuKV0<> <a href="../test/read.cgi/livemegami/1692369631/450" rel="noopener noreferrer" target="_blank">&gt;&gt;450</a> <br> だから上手いって思うのはいいって言ってんだよ <br> そこから「ホロに落ちたのはすいちゃんがいるから～」とか「ホロだったら人気出てた～」とかよく分からんこと言うアホばっかだからだね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:13.32 ID:8SzSDAuR0<> 1100とかバリウム最強か？？？？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:13.28 ID:ArMZBQOh0<> <a href="../test/read.cgi/livemegami/1692369631/514" rel="noopener noreferrer" target="_blank">&gt;&gt;514</a> <br> 聴いてみるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:13.38 ID:CJPTR48Q0<> お前らってわりとしっかりバリウム追ってたんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:15.22 ID:Ef+JhKR60<> セレちゃん <br>  <br>  <br> 最強 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:16.36 ID:3ZsZ5qy60<> <a href="../test/read.cgi/livemegami/1692369631/313" rel="noopener noreferrer" target="_blank">&gt;&gt;313</a> <br> ホロも3期から軌道に乗った感あるからなあ <br> バリウム運営は3期はいい親連れてこいよ <br> るるどてんてーとか引きできたら覇権やぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:16.70 ID:ySZx7Cph0<> みこち二人用のテント持ってます <br> なんで？&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:17.00 ID:fQ95xsKu0<> 1100どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:17.59 ID:cOb5b9/u0<> <a href="../test/read.cgi/livemegami/1692369631/390" rel="noopener noreferrer" target="_blank">&gt;&gt;390</a> <br> tim heckerの新しいやつはかなり穏やかなミニマルアンビエントで聴いてて心地いいよ <br> anoyo konoyo路線が一番好きだったけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:18.13 ID:0898bIAV0<> 1100どりゃああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:18.13 ID:xF2T9dH90<> みこちさあ、女のソロキャンブとかレイプに備えてコンドームとアフターピル持ってかないといけない現状なんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:18.76 ID:qWHt+rdb0<> メカクシ完了&#128526; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:19.55 ID:HOd2WxBh0<> 1110どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:21.08 ID:dK+W3eUa0<> 1110どりゃあああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:21.78 ID:aikppi1s0<> 知ってる曲だと上がるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:21.43 ID:4U/vR3Cx0<> sm42121206 <br>  <br> サロメのシコシコボイスすぐに消す <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:24.12 ID:aOm6ehhG0<> テントとか買っても置き場がない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:24.91 ID:H9Xpqj+B0<> セレちゃん1100どりゃああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:24.91 ID:8uCzGY8M0<> なあ… <br> どう考えてもレムの方がいいよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:25.82 ID:2YGbHGgL0<> 1100どりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:26.37 ID:dflrS/9u0<> もうこいつを星街すいせいって紹介して <br> 歌わせた方が金になりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:26.66 ID:tJ1WXnDR0<> 誰か卒業したら歌ってほしい歌だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:27.90 ID:luDH107Y0<> <a href="../test/read.cgi/livemegami/1692369631/550" rel="noopener noreferrer" target="_blank">&gt;&gt;550</a> <br> 新たなばりうむの王 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:28.20 ID:9dKIy8EF0<> 【悲報】ここまでセレちゃん知ってる曲無し <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:29.92 ID:jcvRsUKo0<> あの <br>  <br> セレちゃんの曲ひとつも知らないです・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:30.50 ID:I+/q3cut0<> 1100どりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:31.04 ID:yeSHMmqU0<> 1100000どりゃああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:31.25 ID:vdxyQBiF0<> <a href="../test/read.cgi/livemegami/1692369631/401" rel="noopener noreferrer" target="_blank">&gt;&gt;401</a> <br> もう二回くらいやったぞ <br> アーカイブあるから聞いてこい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:32.00 ID:VRs+pwtx0<> 1100どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:33.12 ID:2IWTeaG60<> <a href="../test/read.cgi/livemegami/1692369631/460" rel="noopener noreferrer" target="_blank">&gt;&gt;460</a> <br> そもそもすいちゃんはリスと大分差があるやろ <br> にじはENのEnnaとかいうやつが一番上手いと思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:33.03 ID:8gcYnaNn0<> &#127800;「テント買ったんだ」 <br> &#128293;「何人用？しらけんみんな入れる？」 <br> &#127800;「………」 <br>  <br> これどういうこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:33.05 ID:A3/4AAGQ0<> 正直MGS4が出来ないのがいちばん悔やまれる <br> いちばん同接盛れそうな上に一番盛り上がるのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:34.52 ID:Odyxvk5+0<> バ <br> リガ <br> イし <br> ね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:34.83 ID:IFvom6jk0<> <a href="../test/read.cgi/livemegami/1692369631/530" rel="noopener noreferrer" target="_blank">&gt;&gt;530</a> <br> まぁ自演というか工作はしてそうだよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:34.91 ID:Qrr0OavM0<> 1109うおおおあおー！！ <br> セレちゃんうおおおおおーーーーー！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:34.93 ID:IeOURkdW0<> <a href="../test/read.cgi/livemegami/1692369631/523" rel="noopener noreferrer" target="_blank">&gt;&gt;523</a> <br> むしろそのあたりから聞かなくなった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:37.46 ID:pN4hRDIC0<> にゃにゃせが得意な曲多いな潰しにいってるんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:38.57 ID:5Q6VeMQC0<> <a href="../test/read.cgi/livemegami/1692369631/473" rel="noopener noreferrer" target="_blank">&gt;&gt;473</a> <br> ぺこらが失礼なことしたとか騒いでたやんしらんけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:38.61 ID:gvPsv6RA0<> 1100どりゃあああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:39.15 ID:Re0Q7yyv0<> <a href="../test/read.cgi/livemegami/1692369631/386" rel="noopener noreferrer" target="_blank">&gt;&gt;386</a> <br> 1万は海外勢巻き込まんとキツイぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:40.75 ID://wk+wMZ0<> セレちゃん1100どりゃああああああああああああああああああああ <br> 新大台突破どりゃああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:41.69 ID:E/WCOSMU0<> 質の登&#9968; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:42.08 ID:T+R2oHiX0<> <a href="../test/read.cgi/livemegami/1692369631/512" rel="noopener noreferrer" target="_blank">&gt;&gt;512</a> <br> オガワか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:46.98 ID:6SWYKja60<> <a href="../test/read.cgi/livemegami/1692369631/478" rel="noopener noreferrer" target="_blank">&gt;&gt;478</a> <br> ﾃﾞﾋｬｯﾋｬｯﾋｬｯﾋｬｯﾋｬｯﾋｬｯwwww&#129315;&#129315;&#129315;&#129315;&#129315;&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:46.98 ID:gyKN2g5J0<> <a href="../test/read.cgi/livemegami/1692369631/531" rel="noopener noreferrer" target="_blank">&gt;&gt;531</a> <br> OGEY <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:50.94 ID:2YGbHGgL0<> 超　　え　　て　　い　　く　　バ　　リ　　ウ　　ム <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:51.72 ID:X2cAR4m40<> 110,000うおおおおおおおおおおおおおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:53.66 ID:jcvRsUKo0<> <a href="../test/read.cgi/livemegami/1692369631/579" rel="noopener noreferrer" target="_blank">&gt;&gt;579</a> <br> 来るのか？ <br> “二代目”が・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:54.12 ID:gMpU7YRV0<> <a href="../test/read.cgi/livemegami/1692369631/257" rel="noopener noreferrer" target="_blank">&gt;&gt;257</a> <br> やっぱあれってのぞむとの決別だったのかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:55.05 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/569" rel="noopener noreferrer" target="_blank">&gt;&gt;569</a> <br> それって襲われたらゴム付けてって差し出すの？&#128549; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:51:57.26 ID:Odyxvk5+0<> ダンクするわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:51:59.78 ID:Xul9Oq0J0<> <a href="../test/read.cgi/livemegami/1692369631/590" rel="noopener noreferrer" target="_blank">&gt;&gt;590</a> <br> ルーナがやってくれるんちゃうのしらんけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:00.89 ID:CBIM2HP30<> 何かちょっと思ってしまったけど配信的にはしらけんってポルカ要らないんじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:02.12 ID:io9G4B910<> セレナーデだけライドリ不参加って忌引が原因かと思ってたけど違うの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:03.30 ID:VF/EikyX0<> 他のホロメンも10クローバーフィールドレーン同時視聴してほしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:03.30 ID:nSPnak/20<> バリウムがどんどん見つかってくこの感じたまんねえなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:52:03.83 ID:pK503mKo0<> じゃあお前ら逆に何歌ってほしいの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:03.96 ID:tJ1WXnDR0<> 1111どりゃああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:03.30 ID:d1UtMHDS0<> <a href="../test/read.cgi/livemegami/1692369631/589" rel="noopener noreferrer" target="_blank">&gt;&gt;589</a> <br> あっ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:04.94 ID:blItJstc0<> 図工？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/18(金) 23:52:05.38 ID:xc4jlzxl0<> バリウム公式のタレント紹介見てみたけどバリメンって人間1人しかいないんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:06.12 ID:SygzOmVa0<> 雰囲気完全にこなれてきた感じするっっ <br> 染み渡る～～～～～～～～～～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:52:06.25 ID:AEPcfIdw0<> ぺこらって急にコラボ相手を自分のフィールドに引きずり込んで面白くないイメージつけちゃうとこあるよな <br> ぺこら自身は才能あるのは確かだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:05.99 ID:xR2Z6O8B0<> <a href="../test/read.cgi/livemegami/1692369631/582" rel="noopener noreferrer" target="_blank">&gt;&gt;582</a> <br> <a href="../test/read.cgi/livemegami/1692369631/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> ジジイも見てます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:52:06.41 ID:PXxODalX0<> <a href="../test/read.cgi/livemegami/1692369631/478" rel="noopener noreferrer" target="_blank">&gt;&gt;478</a> <br> チョンモメンさぁ… <br>  <br> 俺も分からん <>
