名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/28(火) 19:21:31.57 ID:qov6fbHX0<> たそ&#128546; <>カズさん質です 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:24.42 ID:uqCBTc1I0<> チームだと異様に日和だすなぺこらは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:25.26 ID:kFSfyUOf0<> <a href="../test/read.cgi/livemegami/1679998891/476" rel="noopener noreferrer" target="_blank">&gt;&gt;476</a> <br> 効いてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:25.02 ID:+8PdqZT+0<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> マジで不快だわ <br> つうかスレで盛り上がってるやつら全員婆さんだろこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:25.76 ID:68JmKrA50<> かなたそマイクオフ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:25.89 ID:MT/ejHf20<> かなたそずっと黙ってるのに <br> なんで山田は配慮できないの？？ <br> そういうの一切分からない子なの？ <br> それともわざと？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:25.92 ID:1NuLO1zQ0<> <a href="../test/read.cgi/livemegami/1679998891/382" rel="noopener noreferrer" target="_blank">&gt;&gt;382</a> <br> お前がおっさんなだけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:26.38 ID:n5zuHvhP0<> 夏祭りの時にぺっさんとぼっさんとマイクラやってた時みたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:26.58 ID:vGkoW7wa0<> 山田のおかげで面白くなったわ <br> ずっと農業してる時はマジでつまらなかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:28.15 ID:lqK9XNDS0<> はやすんぎ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:28.01 ID:C3lgU0Il0<> ふつうに男と絡むメンツで提出すりゃよかっただけだなこれ <br> かなた巻き込んだらそらこうなるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:28.18 ID:Dtii7ckG0<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> 割とゾッとした <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:28.77 ID:XjsOQSO/0<> <a href="../test/read.cgi/livemegami/1679998891/437" rel="noopener noreferrer" target="_blank">&gt;&gt;437</a> <br> 相手にしてても仕方ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:28.81 ID:KqaGh5Jc0<> カズさんの貞操がまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:29.42 ID:q3BkmBj40<> <a href="../test/read.cgi/livemegami/1679998891/437" rel="noopener noreferrer" target="_blank">&gt;&gt;437</a> <br> これ <br> アモアスのときはトワが声かけてたけどそういうことするやつもいねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:30.80 ID:7ByDSumb0<> つまりどういうことや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:31.26 ID:67lh3rzq0<> これはうますぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:31.88 ID:FoEizzkz0<> かなたそマジで愛おしいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:32.31 ID:qqcXCsTE0<> 緑つよすぎいいいいいいいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:34.12 ID:bR5wRSI00<> 緑でりゃあああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:34.40 ID:HuXYC3fb0<> <a href="../test/read.cgi/livemegami/1679998891/432" rel="noopener noreferrer" target="_blank">&gt;&gt;432</a> <br> 仕事はちゃんとこなせよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:34.67 ID:TCWZ8Nrw0<> たそはモブ討伐も資材も頑張ってるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:36.06 ID:MYDq0E8r0<> やっぱ女って男の道具だなって思った <br>  <br>  <br> 女はどうやっても男に勝てねえよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:36.27 ID:KdY9yLwA0<> <a href="../test/read.cgi/livemegami/1679998891/423" rel="noopener noreferrer" target="_blank">&gt;&gt;423</a> <br> 田園うたいそう感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:36.13 ID:ESjxePZC0<> かなたその霊圧が消えた・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:36.62 ID:R5WmRq1r0<> <a href="../test/read.cgi/livemegami/1679998891/358" rel="noopener noreferrer" target="_blank">&gt;&gt;358</a> <br> あくぺこの顔出してるの賢しいなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:36.90 ID:VLVSXJr20<> 緑チームが強すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:37.06 ID:ERdSwAIY0<> かなたそ喋って <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:37.30 ID:rn5luK1+0<> <a href="../test/read.cgi/livemegami/1679998891/427" rel="noopener noreferrer" target="_blank">&gt;&gt;427</a> <br> それはそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:37.79 ID:DVSoy/9u0<> <a href="../test/read.cgi/livemegami/1679998891/332" rel="noopener noreferrer" target="_blank">&gt;&gt;332</a> <br> しゃかまたにコーンとか都市伝説かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:38.00 ID:veVcWt5F0<> 緑強すぎて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:38.11 ID:S5yCzmPg0<> <a href="../test/read.cgi/livemegami/1679998891/448" rel="noopener noreferrer" target="_blank">&gt;&gt;448</a> <br> ジョンソンイライラで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:39.32 ID:LtKgFZZa0<> かなたそ&#128557; <br> 初手ミスったばかりにこんな事になるとは&#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:39.59 ID:1XZ1spjk0<> <a href="../test/read.cgi/livemegami/1679998891/416" rel="noopener noreferrer" target="_blank">&gt;&gt;416</a> <br> いいね <br> 事実だから訴えられないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:40.19 ID:KGz6P1w+0<> 草 <br> https://i.imgur.com/EyfJgK7.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:40.91 ID:IIG6Veqb0<> マリン関係性じゃん。みこちの負けですこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:41.20 ID:7PvEVH6T0<> エンドラゲーのクソゲーだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:41.52 ID:jmgFOgTJ0<> 緑空気読め <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:41.66 ID:eLYUhVEs0<> マジで山田評価してる流れ気持ち悪すぎる <br> ホロには合ってないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:41.97 ID:I+tS/laF0<> <a href="../test/read.cgi/livemegami/1679998891/370" rel="noopener noreferrer" target="_blank">&gt;&gt;370</a> <br> それはそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:42.15 ID:uxZSJwNn0<> かなたそグループディスカッションで喋れなくなるタイプや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:42.98 ID:Ni/X+DDE0<> <a href="../test/read.cgi/livemegami/1679998891/502" rel="noopener noreferrer" target="_blank">&gt;&gt;502</a> <br> でゃまれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:42.85 ID:/HZsJ2sa0<> なあかなた <br> その手に大事に抱えてるゴミさ <br> 捨てちまえよ&#129396; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:43.57 ID:oByU4qmQ0<> 落ち着いてください <br>  <br> かなたそ叩いてるのは倶楽部です <br>  <br> 皆さんしっかり倶楽部を見極めてください！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:44.71 ID:c7Use6Dk0<> 男と絡んだ方が面白いよな <br> ユニコーンが五月蠅いけどあいつら無視しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:45.13 ID:KbAJJfx10<> 4人がそっち側で盛り上げようとしてるからな <br> かなたはつらいだろうけど案件としては山田サイドが正解なんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:46.38 ID:P+xK/XS50<> かなたそマイクラ終わったらヘラりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:48.05 ID:Rj1bnGm50<> 配信として何を見どころにするか？ってのを考えることができとらんからカズさんいじるしかできんのよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:48.55 ID:f7sGY0HH0<> <a href="../test/read.cgi/livemegami/1679998891/517" rel="noopener noreferrer" target="_blank">&gt;&gt;517</a> <br> 子持ちやぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:49.76 ID:igaFv3pF0<> エンドラ二匹目 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:49.68 ID:/GFLsC0p0<> お呼ばれした案件でコラボ大会なんだからこれが正解だし普通のムーブなんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:49.92 ID:ZQZmH1A80<> なあルイ姉がクソキモい建築作ってるんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:51.69 ID:JxJZSC9j0<> <a href="../test/read.cgi/livemegami/1679998891/475" rel="noopener noreferrer" target="_blank">&gt;&gt;475</a> <br> アホらしいわw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:51.87 ID:0qqfec2s0<> こんなの出たかなたそが悪いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:52.84 ID:w6rJiR+m0<> 最初は配慮やらしてたストリーマーもどんどん遠慮なくなってくからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:53.15 ID:+Ra3rVbl0<> <a href="../test/read.cgi/livemegami/1679998891/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> 酷すぎだろｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:53.40 ID:KyMvwgyA0<> 山田いてよかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:53.57 ID:aOXdHrgh0<> もう勝てないじゃん・・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:53.82 ID:MUfvaLY00<> なあもうやることないだろ後1時間もあるのか <br> 流石にねねち行くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:54.00 ID:upM9TSi10<> やる気ねえなら辞退して他のホロメンに譲ってやれよ <br> 4人がんばってるのに1人陰キャニートごっこかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:54.89 ID:U2YXylb60<> 直結ライブのせいで <br>  <br>  <br>  <br>  <br> 過去一の盛り下がりである <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:55.57 ID:H46otaaT0<> 確かぺっさんもカズクラ見てるって言ってたよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:55.55 ID:tkAXpUGp0<> <a href="../test/read.cgi/livemegami/1679998891/475" rel="noopener noreferrer" target="_blank">&gt;&gt;475</a> <br> &#129412;カズさんは信じられる&#9829; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:56.46 ID:ex+BjRXE0<> <a href="../test/read.cgi/livemegami/1679998891/432" rel="noopener noreferrer" target="_blank">&gt;&gt;432</a> <br> 仕事と割り切れない奴が悪い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:26:57.31 ID:OWx+xZla0<> 男コラボ連発したら二度とホロなんかみねぇからな <br> そんなんやりだすならぶいすぽとかにじとか変わらんしそっちみてた方がましだわw, <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:58.71 ID:xVY1G9NV0<> 流石にヒカキンだったら喋るよね？たそ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:58.70 ID:GnuVqQSF0<> <a href="../test/read.cgi/livemegami/1679998891/355" rel="noopener noreferrer" target="_blank">&gt;&gt;355</a> <br> カズさんガチでレジェンドyoutuberの1人だからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:26:59.08 ID:L8qtP+pp0<> カズさんのダイエットとかガジェット良く見てたわw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:00.42 ID:32tHdikf0<> <a href="../test/read.cgi/livemegami/1679998891/492" rel="noopener noreferrer" target="_blank">&gt;&gt;492</a> <br> 元カノが男とゲームしてるからやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:02.20 ID:MthzqvD/0<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> 運営が望んでるみたいだし仕方がないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:02.31 ID:HD+cRY7m0<> さすがにRTA日本一はバランスぶっ壊れてんなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:03.18 ID:B3zpbA1x0<> かなたのこういうムーブまじで嫌い <br> ホロメンもいい迷惑だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:03.72 ID:pOAMruay0<> かなたそこれアーカイブ消さないよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:03.48 ID:E9R9PSlw0<> <a href="../test/read.cgi/livemegami/1679998891/530" rel="noopener noreferrer" target="_blank">&gt;&gt;530</a> <br> まあ緑が最強なのは最初からわかってたコトや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:04.07 ID:H5GCsoE60<> 緑つよすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:05.62 ID:pVEJ47iv0<> カズさんへの扱いがYAGOOに近いものを感じる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:07.18 ID:bLU1tT6D0<>  <br> sssp://o.5ch.net/20ryy.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:07.84 ID:+hwuzIrY0<> <a href="../test/read.cgi/livemegami/1679998891/512" rel="noopener noreferrer" target="_blank">&gt;&gt;512</a> <br> かなた枠とかクソ虚無だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:07.94 ID:MUfvaLY00<> ミュートきたああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:08.15 ID:B6x0sa4N0<> <a href="../test/read.cgi/livemegami/1679998891/423" rel="noopener noreferrer" target="_blank">&gt;&gt;423</a> <br> ヒカキンはじめしゃちょーセイキン以外がオワコンすぎるPDSとかまだいたのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:09.27 ID:3jU4hc2U0<> こんなんじゃぶいすぽだとかにじだとかと全く同じじゃん <br> こちとらホロ見に来てるのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:09.49 ID:c/gbyepE0<> 山ちゃん死ぬ&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:10.22 ID:S1/aKdk80<> かなたそ…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:11.44 ID:XzuRciDE0<> 緑ダントツやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:12.55 ID:jJOJmmw60<> <a href="../test/read.cgi/livemegami/1679998891/492" rel="noopener noreferrer" target="_blank">&gt;&gt;492</a> <br> みけさんも行ったぽいし <br> 色々何か聞いたんじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:12.62 ID:+9x8EiS80<> たそ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:12.89 ID:pMdu9Mo70<> えんだーーーーーーーーーーーーーーーーーー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:13.58 ID:OiN/kfje0<> 今回に関しては山田の方がキッチリ案件の仕事してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:13.57 ID:Ya1ogseQ0<> かなたそミュートです… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:14.98 ID:18mfawk80<> オスガキー&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:15.55 ID:qxYrewqm0<> ぺこ　30500 <br> ぼた　10500 <br> かな　　8500 <br> ラプ　　8500 <br> クロ　　4500 <br>  <br> ドズル社　19500 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:15.79 ID:uf4aQmZh0<> <a href="../test/read.cgi/livemegami/1679998891/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> 開会式で言ってたね&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:16.91 ID:VLVSXJr20<> かなたそ、ミュート喋り <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:17.44 ID:KqaGh5Jc0<> <a href="../test/read.cgi/livemegami/1679998891/552" rel="noopener noreferrer" target="_blank">&gt;&gt;552</a> <br> もっとまずいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:18.00 ID:l786icpI0<> ちゃんとポイント制限でチーム組め・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:17.67 ID:ZvsgEQyd0<> 緑さぁ、台本しらねーノォ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:18.57 ID:gFl85S4n0<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> いいじゃん <br> アクセサリーだろうが輝ければ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:20.48 ID:aMJHvTNF0<> 俺はコーン〇ね派だから、山田応援してるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:20.53 ID:8EoHASy50<> <a href="../test/read.cgi/livemegami/1679998891/358" rel="noopener noreferrer" target="_blank">&gt;&gt;358</a> <br> 関係性ガイガイどりゃあああああぁぁぁああああああああぁぁぁ&#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:20.61 ID:4sq+VOVi0<> ラプちゃんが痛がってる&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:21.02 ID:d67yivhj0<> かなたそ…大丈夫か…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:20.98 ID:JZpKQYxO0<> 放流次第ではマリンがねねちに勝ちそうで怖い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:21.21 ID:N4WKtV8w0<> かなたんどうして <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:21.89 ID:MDUyqKOU0<> 悲報 <br>  <br> かなたそついにミュートで一人でしゃべる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:22.89 ID:MUfvaLY00<> たそミュートです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:24.73 ID:xg0FTAqf0<> 運営と話してる！？&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:25.50 ID:dQ+IHmwl0<> ぼっさんメス出してます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:25.59 ID:QUZCGCvM0<> ぺこぼたラプクロに逆レイプされるカズさんのFA待ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:25.50 ID:1ywAVeZB0<> <a href="../test/read.cgi/livemegami/1679998891/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> うぜ～またお気持ちドラゴンかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:26.62 ID:2K+kGtkT0<> かなたそついにミュートで喋り始めて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:26.84 ID:0s+ANYwU0<> 緑強すぎて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:27.67 ID:taSd9G3/0<> ぼっさんが女の子してる・･･ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:28.07 ID:VqZ45W+n0<> これでまだ２時間近くってクソだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:28.64 ID:1/i7oi2u0<> 適度に触れて盛り上げてる感じ出してる沙花叉ってやっぱ空気読めるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:28.40 ID:q195eNrN0<> かなたそミュートして男と喋ってたの！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:28.84 ID:AWPHUvg20<> かなたん納品のトラブルか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:28.56 ID:Ev1whe6o0<> かなたミュートにして喋っててわろたｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:29.09 ID:0rW54QRc0<> これ本来全体VCとか入るの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:29.86 ID:FadIEIUz0<> これって相手の拠点襲ってポイント奪える要素ないと無理ゲーすぎないか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:30.68 ID:JdFqk/J00<> かなたそいつかこれもアモアスコラボで地蔵だったのを振り返ったみたいにいい思い出に出来るんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:31.25 ID:8B/tjMe+0<> <a href="../test/read.cgi/livemegami/1679998891/459" rel="noopener noreferrer" target="_blank">&gt;&gt;459</a> <br> まぁ箱立ち上げようとしてた時点で愛着はないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:32.52 ID:DrOgxQTX0<> <a href="../test/read.cgi/livemegami/1679998891/506" rel="noopener noreferrer" target="_blank">&gt;&gt;506</a> <br> 効いてるのは君 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:33.72 ID:mH1FQBSO0<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> 喋り方も東北弁だし一度見てみたらいい <br> 本当にいい人だから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:33.93 ID:iXuRhISP0<> 山田ゴミだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:34.72 ID:n5zuHvhP0<> たそがいないことに誰も気づかない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:34.71 ID:A/4ZsCgK0<> <a href="../test/read.cgi/livemegami/1679998891/594" rel="noopener noreferrer" target="_blank">&gt;&gt;594</a> <br> つっよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:35.17 ID:0eiGFH9g0<> ずっとホロライブがコンプレックスを抱えていたにじさんじ姉さんと同じ土俵に立てたんだから <br> もっと喜ぼうぜ！ざんぎり頭を叩こう！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:36.00 ID:kweCj9OP0<> 漢かなたそ男遊び連中からミュート <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:36.06 ID:WcDoJ/G60<> マジでたぁとかこよりに入れ替わって貰った方がよかったやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:36.80 ID:+hwuzIrY0<> <a href="../test/read.cgi/livemegami/1679998891/542" rel="noopener noreferrer" target="_blank">&gt;&gt;542</a> <br> ちゃんと配信見てる？ <br> かなたの方が合ってないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:37.65 ID:Ow470arF0<> バグなのかこんな時に <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:37.35 ID:4JGnScfJ0<> これかなたそ後でヘラるだろ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:37.65 ID:aHYyXJeC0<> 正直たまには外の空気入ってくるのもいいよな <br> これくらいなら全然いい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:37.73 ID:tpYv8BeI0<> かなたそ何分喋ってないのかｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:27:38.27 ID:cBmhWIf00<> かなたそ1人で喋ってます… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:38.83 ID:82Rq35bZ0<> 急募 <br>  <br>  <br> こいつらがカズさん以外の名前を出さない理由 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:27:40.06 ID:TX10VBZ/0<> この世の男が全員カズさんくらい謙虚ならよかったんだけどな <>
