名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/09/10(日) 15:01:16.70 ID:By2TBTaT0<> 苗字知らないけど <>奏たそファンスレ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:38.80 ID:NYOGLkvd0<> <a href="../test/read.cgi/livemegami/1694325676/349" rel="noopener noreferrer" target="_blank">&gt;&gt;349</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:39.08 ID:yxHWxuSs0<> あぁ～！奏の音ォ～！！は中々初配信タイトルにつけれんと思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:14:39.32 ID:mYO2pY1u0<> <a href="../test/read.cgi/livemegami/1694325676/466" rel="noopener noreferrer" target="_blank">&gt;&gt;466</a> <br> RUSTの命がもったいない！の方が面白かった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:42.50 ID:sefyTQS70<> <a href="../test/read.cgi/livemegami/1694325676/466" rel="noopener noreferrer" target="_blank">&gt;&gt;466</a> <br> なんなら選ばれた本人たちもこれなのか？って困惑してたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:43.05 ID:EB3zZ/Tv0<> 単発が無限にかたでそという絶対に選ばれない呼び方押し付け続けてるのうぜーわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:14:46.67 ID:sniNqutR0<> <a href="../test/read.cgi/livemegami/1694325676/427" rel="noopener noreferrer" target="_blank">&gt;&gt;427</a> <br> ぺこらとマリンすいせいじゃやりたい分野が別でどちらもホロライブにとって必要な分野なんだから、ぺこらはぺこらでいいんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:48.54 ID:jszFFREX0<> ちょっと待ってくれ&#9995; <br>  <br> 婆さん　→ 好き嫌いで気に入らないやつの捏造に誹謗中傷 <br>  <br> 爺さん　→ 嫌韓、嫌中でアジア人差別のヘイトスピーチ <br>  <br> ばばじじってもしかして界隈に要らないのでは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:49.87 ID:QJMAJg+40<> <a href="../test/read.cgi/livemegami/1694325676/436" rel="noopener noreferrer" target="_blank">&gt;&gt;436</a> <br> マリン意識？ <br> こより意識の間違いでは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:50.68 ID:99ejgJsW0<> 日韓ガイガイやってるのバリウム実況民と同じやつら？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:14:51.40 ID:DoG20qy40<> <a href="../test/read.cgi/livemegami/1694325676/468" rel="noopener noreferrer" target="_blank">&gt;&gt;468</a> <br> 歌ってみたの予約投稿モロダシ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:54.98 ID:enQqXoNV0<> <a href="../test/read.cgi/livemegami/1694325676/491" rel="noopener noreferrer" target="_blank">&gt;&gt;491</a> <br> 生歌怪しそうってレス見た <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:14:56.86 ID:PC0pBJ7G0<> <a href="../test/read.cgi/livemegami/1694325676/408" rel="noopener noreferrer" target="_blank">&gt;&gt;408</a> <br> こう見ると配信一本でここまで来てるぺこらはやばいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:14:57.60 ID:la434wyI0<> 社長と歯茎ってどっちが若いの？ <br> 若い方応援する <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:14:58.63 ID:ITYqBmXj0<> <a href="../test/read.cgi/livemegami/1694325676/167" rel="noopener noreferrer" target="_blank">&gt;&gt;167</a> <br> いろはス強いな <br> てかしゃかまたってグッズ人気ルイ以下なんだなw6期生一番の不人気で草！w <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:01.19 ID:ZHwIRn0F0<> らでんは声がマリンだから、一味は見といたほうがいいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:01.51 ID:u91a/1Rv0<> <a href="../test/read.cgi/livemegami/1694325676/349" rel="noopener noreferrer" target="_blank">&gt;&gt;349</a> <br> ギャハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:01.47 ID:xugZiEaI0<> <a href="../test/read.cgi/livemegami/1694325676/412" rel="noopener noreferrer" target="_blank">&gt;&gt;412</a> <br> Vが同時視聴してくれるまで追い込めとか <br> おまえ、ひどいこというな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:02.53 ID:hY8CoJkf0<> ホロアン民「成金ホロメンを憎め！」 <br>  <br> ホロアン民「弱箱Ｖは大好き！」 <br>  <br>  <br>  <br> ホロアン民「俺達弱男を救わない日本を憎め！」 <br>  <br> ホロアン民「反日韓国大好き！」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:03.96 ID:hT0AHx2/0<> カバー「歌勢5人集めましたｗ」 <br> →初配信で歌ったのかなーでだけ <br>  <br> なにこれ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:05.06 ID:hfTfoWFV0<> <a href="../test/read.cgi/livemegami/1694325676/430" rel="noopener noreferrer" target="_blank">&gt;&gt;430</a> <br> なまえよばれるの好きです←クソ可愛い&#128525;&#10084; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:08.63 ID:AAqYuZOl0<> <a href="../test/read.cgi/livemegami/1694325676/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> ( ^)o(^ ) 強いほう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:10.31 ID:V7iDLKyq0<> なんか婆さんが起きてくる時間になったら青叩き増えたなさっさと仕事行ってひょっとこフェラしとけばいいのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:12.40 ID:ObKezieo0<> <a href="../test/read.cgi/livemegami/1694325676/138" rel="noopener noreferrer" target="_blank">&gt;&gt;138</a> <br> みこちかな <br> 韓国語喋れなさそうだし日本のオタク文化に誇りを持ってる保守派 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:13.51 ID:UPl1Fs3x0<> デバイスってホロメンみたいに毎日ゲーム配信したりするんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:18.02 ID:jGcqLL9z0<> <a href="../test/read.cgi/livemegami/1694325676/512" rel="noopener noreferrer" target="_blank">&gt;&gt;512</a> <br> 日銀が円安対策しないからだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:18.36 ID:q9DcBF890<> <a href="../test/read.cgi/livemegami/1694325676/487" rel="noopener noreferrer" target="_blank">&gt;&gt;487</a> <br> 膝に矢を受けて古傷が痛むみたいだから心配だな・・・&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:21.12 ID:zPQLRLrf0<> <a href="../test/read.cgi/livemegami/1694325676/391" rel="noopener noreferrer" target="_blank">&gt;&gt;391</a> <br> 不知火先輩がいるのに自分のファンに火って単語使うのもちょっと気になるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:21.32 ID:IpZ9dVMV0<> <a href="../test/read.cgi/livemegami/1694325676/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> コラボちょくちょく出てたから神聖性ねーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:22.30 ID:CnJe999u0<> んな超えって難しいん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:22.95 ID:zVcxaLV30<> <a href="../test/read.cgi/livemegami/1694325676/517" rel="noopener noreferrer" target="_blank">&gt;&gt;517</a> <br> オモニの音でよかったよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:23.27 ID:J6jAU/1F0<> <a href="../test/read.cgi/livemegami/1694325676/356" rel="noopener noreferrer" target="_blank">&gt;&gt;356</a> <br> 日本人にもカスみたいな奴いるじゃん <br> 同じように韓国の大部分は普通だぞ当然いい人もいるし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:23.52 ID:6DjSTwRn0<> <a href="../test/read.cgi/livemegami/1694325676/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> マリンでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:24.14 ID:rU+1IK160<> <a href="../test/read.cgi/livemegami/1694325676/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> あくたんの配信少し見ればすぐわかる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:24.81 ID:EXTLZ/FS0<> 青がハードル下げてくれたかららでん落ち着いて配信できるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:25.37 ID:7HZqWf1v0<> <a href="../test/read.cgi/livemegami/1694325676/524" rel="noopener noreferrer" target="_blank">&gt;&gt;524</a> <br> サッカー実況民な <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:30.30 ID:h7C5xLel0<> <a href="../test/read.cgi/livemegami/1694325676/430" rel="noopener noreferrer" target="_blank">&gt;&gt;430</a> <br> よーいちゃん&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:33.87 ID:igumxsGk0<> <a href="../test/read.cgi/livemegami/1694325676/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> マリンとスタテンの2人派なんだと思う <br> 昨日の同時視聴来たの見てそう思った <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:34.33 ID:jd3X4UY10<> <a href="../test/read.cgi/livemegami/1694325676/511" rel="noopener noreferrer" target="_blank">&gt;&gt;511</a> <br> お前らってなんで俺が寝てる間に話進めてんだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:38.05 ID:IwRTuzrE0<> <a href="../test/read.cgi/livemegami/1694325676/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> すいせい派なんでみこ寄り <br> ぺこらには特別って線引きした <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:40.54 ID:8J/Xlvka0<> noteに悪質切り抜きチャンネルの記事あったけど、大手で消えたのってホロライブ切り抜き（元ホロライブの奇跡）とゆにーんくらいかな <br> https://note.com/kirinuki_survey/n/ncfe546438758 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:41.61 ID:EmBAYdWd0<> <a href="../test/read.cgi/livemegami/1694325676/534" rel="noopener noreferrer" target="_blank">&gt;&gt;534</a> <br> 単にハードル上げただけだよな <br> かわいそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:43.14 ID:p3TpnuhT0<> 岸田文雄ゆるせねえよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:44.17 ID:bZTAENDd0<> <a href="../test/read.cgi/livemegami/1694325676/526" rel="noopener noreferrer" target="_blank">&gt;&gt;526</a> <br> 歌みたからは生歌ちょこ先クラスに感じた <br> リズムが下手だと思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:44.47 ID:gmOxAjoE0<> <a href="../test/read.cgi/livemegami/1694325676/511" rel="noopener noreferrer" target="_blank">&gt;&gt;511</a> <br> どういう内容の動画？ <br> それがどう具体的にヤバいのか教えてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:47.30 ID:h81evbuN0<> <a href="../test/read.cgi/livemegami/1694325676/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> デビュー前：デブイズ自体が叩かれてたしガワもダサいと言われてた <br> デビュー直後：ホロに入るのがゴールみたいな言い方して叩かれてた <br> 前世バレ：あまりの悪評の多さにドン引きされてた <br> 今：急に大量の擁護が出現 <br>  <br> 臭すぎるんだよなぁ&#128555; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:48.70 ID:NYOGLkvd0<> <a href="../test/read.cgi/livemegami/1694325676/430" rel="noopener noreferrer" target="_blank">&gt;&gt;430</a> <br> 可愛いね&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:49.45 ID:enQqXoNV0<> らでんなに歌うの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:52.94 ID:mYO2pY1u0<> りりかってレッドカーペットとかしそうなノリだったよな <br> 声といいちょこ先に似てる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:56.03 ID:EGLNE3c/0<> <a href="../test/read.cgi/livemegami/1694325676/534" rel="noopener noreferrer" target="_blank">&gt;&gt;534</a> <br> 歌勢集めたなんて言ってないけど <br> 勝手に勘違いしたのはお前ら <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:15:57.71 ID:K5YdDFvG0<> みーちゃん契約書には抗えません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:15:58.40 ID:Q+kcQnXV0<> <a href="../test/read.cgi/livemegami/1694325676/482" rel="noopener noreferrer" target="_blank">&gt;&gt;482</a> <br> 効いててくさ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:03.25 ID:K4dp1/O80<> グッズ人気のソースなんてここでも不明瞭なのしかないからなあ <br> 簡単にはわりだせないだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:03.05 ID:oIUVgxhX0<> <a href="../test/read.cgi/livemegami/1694325676/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> 3ヶ月ぶりって意味わかんねーよ <br> ラジコン配信が最後の配信っていう扱いか？ <br> 喉に負担のかかる歌枠を進んでやってるのも意味わからん <br> https://i.imgur.com/HppQJzV.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:03.36 ID:VYgUuK0+0<> かなーで山田軍団黒虎なのか？ <br> https://i.imgur.com/5e94gID.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:05.15 ID:2zBS04kt0<> 夜中青叩いてる奴が多かったってそれ待機中の婆さんじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:06.57 ID:UJgBeQGM0<> りりーかはなんでそんなにガツガツしてるんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:07.03 ID:sniNqutR0<> <a href="../test/read.cgi/livemegami/1694325676/527" rel="noopener noreferrer" target="_blank">&gt;&gt;527</a> <br> ぺこらはぺこらで超人だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:06.98 ID:y5HceUqY0<> <a href="../test/read.cgi/livemegami/1694325676/266" rel="noopener noreferrer" target="_blank">&gt;&gt;266</a> <br> 通常配信で1万切りとかガチでオワコンじゃんw <br> ここだとぺこらが3万切っただけでアホみたいにお祭り騒ぎなのにかなり差が付いたなw <br>  <br> 加藤純一がこんなゴミみたいな数字出してんのに一切触れられないのって普段ホロメン対立煽りしてるのがどの層なのかバレバレだよなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:10.60 ID:ITYqBmXj0<> <a href="../test/read.cgi/livemegami/1694325676/562" rel="noopener noreferrer" target="_blank">&gt;&gt;562</a> <br> KING <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:11.09 ID:ObKezieo0<> <a href="../test/read.cgi/livemegami/1694325676/138" rel="noopener noreferrer" target="_blank">&gt;&gt;138</a> <br> みこちってトランプ支持してなかった？ <br> ホロメンの中じゃ一番嫌韓っぽい気配がする <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:13.73 ID:pj3Yg/l30<> <a href="../test/read.cgi/livemegami/1694325676/559" rel="noopener noreferrer" target="_blank">&gt;&gt;559</a> <br> watch?v=Fr1rh4ZDPZI <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:16.59 ID:5bcX6SEs0<> <a href="../test/read.cgi/livemegami/1694325676/539" rel="noopener noreferrer" target="_blank">&gt;&gt;539</a> <br> りりーかはこより並の初動 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:17.70 ID:G5AiLiyu0<> <a href="../test/read.cgi/livemegami/1694325676/546" rel="noopener noreferrer" target="_blank">&gt;&gt;546</a> <br> ？ <br> 韓国は幼少の頃から反日が義務教育として教えられてるんやろ？ <br> 日本はそんな事無いけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:19.35 ID:EEKzs1wK0<> らでんお経ラップ歌ってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:22.00 ID:U6JTeJ0l0<> やっぱ秘密兵器は轟はじめっぽいな <br> 有名なアイドルか声優だと思うわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:23.65 ID:u4+f2/LO0<> 奏は常に笑っててホロに求めてた癒やし担当で成功が約束されてる <br> 昨日の30分幸せしかなかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:25.57 ID:wkMQrAux0<> <a href="../test/read.cgi/livemegami/1694325676/553" rel="noopener noreferrer" target="_blank">&gt;&gt;553</a> <br> お前が「置いていかれた」んだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:33.33 ID:sY/JiLTo0<> <a href="../test/read.cgi/livemegami/1694325676/408" rel="noopener noreferrer" target="_blank">&gt;&gt;408</a> <br> そりゃそうよ。歌無しでバズったアイドルなんて聞いたことないけど逆はいくらでも居る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:36.80 ID:vjJ09MT+0<> 荒れてるから <br> https://www.youtube.com/watch?v=2GaunEcPW94&t=1803s <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:37.35 ID:+EfT2dpo0<> <a href="../test/read.cgi/livemegami/1694325676/349" rel="noopener noreferrer" target="_blank">&gt;&gt;349</a> <br> 大丈夫かこいつ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:40.26 ID:TggGHGq20<> スバル、過去一グダってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:38.23 ID:h7CAZss80<> <a href="../test/read.cgi/livemegami/1694325676/534" rel="noopener noreferrer" target="_blank">&gt;&gt;534</a> <br> 歌勢集めたなんて言ってないからな <br> カバーが無理やり歌中心にやらせたいだけだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:41.91 ID:3UmoH69+0<> 青バトル興味なさすぎるんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:44.79 ID:wkMQrAux0<> スバルもう今日は駄目だな休め <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:16:50.62 ID:ITYqBmXj0<> <a href="../test/read.cgi/livemegami/1694325676/562" rel="noopener noreferrer" target="_blank">&gt;&gt;562</a> <br> If <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:52.24 ID:HJEooMpD0<> <a href="../test/read.cgi/livemegami/1694325676/491" rel="noopener noreferrer" target="_blank">&gt;&gt;491</a> <br> なんならハートビートも聞いたことないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:16:57.09 ID:du+neOEa0<> 闇夜乃モルル?? <br> @_rnrrdark <br> 1年間本当にありゃりゃとうだぁよ?? <br> みんな大好きだぁよ…!! <br> おちゅがぉ～ψ`( ･-･× )´? <br> 午後9:32 ・ 2019年6月27日 <br> https://twitter.com/_rnrrdark/status/1144222049889427457 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:01.41 ID:5bcX6SEs0<> <a href="../test/read.cgi/livemegami/1694325676/482" rel="noopener noreferrer" target="_blank">&gt;&gt;482</a> <br> 婆さん～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:01.54 ID:KexguBBs0<> <a href="../test/read.cgi/livemegami/1694325676/466" rel="noopener noreferrer" target="_blank">&gt;&gt;466</a> <br> それドア突き抜けて入るシーンで <br> 本編ではなかったんやない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:03.88 ID:yi7fzE4G0<> <a href="../test/read.cgi/livemegami/1694325676/580" rel="noopener noreferrer" target="_blank">&gt;&gt;580</a> <br> 間取が転生したとか言われてたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:03.62 ID:ULSoyWNA0<> 中日  <br>  <br> 000 <br> 000000000 <br> 000000000000 <br> 000000000 <br> 00000 <br>  <br> 38イニング連続無得点 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:05.94 ID:/gqjmjOv0<> <a href="../test/read.cgi/livemegami/1694325676/441" rel="noopener noreferrer" target="_blank">&gt;&gt;441</a> <br> ヤバいのはお前の頭で臭いのお前の加齢臭だ婆ぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:07.89 ID:RIFbWMkk0<> <a href="../test/read.cgi/livemegami/1694325676/43" rel="noopener noreferrer" target="_blank">&gt;&gt;43</a> <br> 加害者の１００倍マシだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:10.96 ID:v1i+H2lT0<> <a href="../test/read.cgi/livemegami/1694325676/580" rel="noopener noreferrer" target="_blank">&gt;&gt;580</a> <br> ゆりしーか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:12.02 ID:nrJpsW6l0<> ぺっさんの初マイクラ久しぶりに見たがやっぱ初期から伸びる気しかしないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>　<>2023/09/10(日) 15:17:13.18 ID:bq2JV6S10<> eスポじゃなくてもネット対戦アリのゲームなら強い韓国人多いしゲーマーならあんま抵抗なくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:14.00 ID:y38uSCBp0<> <a href="../test/read.cgi/livemegami/1694325676/546" rel="noopener noreferrer" target="_blank">&gt;&gt;546</a> <br> ホロメンにも広がる韓国汚染 <br> お前らの推しがコリアンに染まってもいいの？ <br> https://i.imgur.com/8o3wAEZ.png <br> https://i.imgur.com/IL1VSr2.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:15.72 ID:zVcxaLV30<> <a href="../test/read.cgi/livemegami/1694325676/581" rel="noopener noreferrer" target="_blank">&gt;&gt;581</a> <br> &#52376;&#47100; &#54620;&#44397;&#51064; <br> &#45796;&#52992;&#49884;&#47560;&#45716; &#50612;&#46356;&#51032; &#50689;&#53664;&#51064;&#44032;? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:19.02 ID:enQqXoNV0<> 初配信の切り抜きより伸びてないってどういう特級呪物だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:19.72 ID:UPl1Fs3x0<> <a href="../test/read.cgi/livemegami/1694325676/577" rel="noopener noreferrer" target="_blank">&gt;&gt;577</a> <br> マジか <br> それなら普通に7期で良かったのにな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:21.61 ID:igumxsGk0<> <a href="../test/read.cgi/livemegami/1694325676/475" rel="noopener noreferrer" target="_blank">&gt;&gt;475</a> <br> 言うほど大人しいか？ <br> むしろ武闘派では？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:26.45 ID:C3xZIf9v0<> <a href="../test/read.cgi/livemegami/1694325676/524" rel="noopener noreferrer" target="_blank">&gt;&gt;524</a> <br> 多分暇なケンモメン <br> 嫌儲はもう恒常的に荒らされてて使い物にならないし人が減り続けてる <br> 5chは今どこもそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:31.82 ID:x8dh2q9t0<> <a href="../test/read.cgi/livemegami/1694325676/534" rel="noopener noreferrer" target="_blank">&gt;&gt;534</a> <br> 設定だから何でもあり！伸び代やねぇ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:32.27 ID:K5YdDFvG0<> <a href="../test/read.cgi/livemegami/1694325676/349" rel="noopener noreferrer" target="_blank">&gt;&gt;349</a> <br> はえーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:33.94 ID:bZTAENDd0<> <a href="../test/read.cgi/livemegami/1694325676/474" rel="noopener noreferrer" target="_blank">&gt;&gt;474</a> <br> 初配信で <br> 夢叶ったので趣味やってく <br> 君らも夢諦めないで <br>  <br> これが1番地雷だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:34.04 ID:wkMQrAux0<> <a href="../test/read.cgi/livemegami/1694325676/482" rel="noopener noreferrer" target="_blank">&gt;&gt;482</a> <br> 効いてる効いてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:31.85 ID:h7CAZss80<> <a href="../test/read.cgi/livemegami/1694325676/596" rel="noopener noreferrer" target="_blank">&gt;&gt;596</a> <br> 記録になる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:35.90 ID:yxHWxuSs0<> <a href="../test/read.cgi/livemegami/1694325676/504" rel="noopener noreferrer" target="_blank">&gt;&gt;504</a> <br> あくたんってみこちのことなんてよんでたっけ？みこちゃん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:37.49 ID:Drgqgt0p0<> <a href="../test/read.cgi/livemegami/1694325676/491" rel="noopener noreferrer" target="_blank">&gt;&gt;491</a> <br> 何も言わないことによる尊重 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:39.63 ID:nue3jTci0<> <a href="../test/read.cgi/livemegami/1694325676/592" rel="noopener noreferrer" target="_blank">&gt;&gt;592</a> <br> リプになめたけいて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:40.99 ID:EXTLZ/FS0<> 先輩に下克上できる新人は貴重 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/10(日) 15:17:41.44 ID:Y9pM/YQz0<> はじめ本命は全然あるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/10(日) 15:17:45.19 ID:oWuzpQCM0<> 奏は俺の中ではセーフティラインにいるから次の配信もみるよ <br> 他はもういいかな <>
