名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/05/22(月) 00:22:43.97 ID:8dxB0eBD0<> (・o・&#127852;)かなルーナしか勝たん <>&#129313;今年はポルーナでいく 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:37.64 ID:7AR0FG7d0<> <a href="../test/read.cgi/livemegami/1684682563/534" rel="noopener noreferrer" target="_blank">&gt;&gt;534</a> <br> 倶楽部と見せかけたこじらせた本物 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:40:42.17 ID:OexNBsfi0<> こよりらしさ出てるよ <br> もっと追い込まれろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:42.54 ID:wd8b9mA20<> みこ5月配信時間36時間 <br> その内ペルソナ4が21時間 <br> 配信の約6割がペルソナ4です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:43.14 ID:guO9pIZA0<> こより絶叫計画 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:43.87 ID:wgBot1RW0<> 金掘るの二度とやりたくねぇのら <br>  <br> これは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:44.93 ID:YFueF6+50<> <a href="../test/read.cgi/livemegami/1684682563/486" rel="noopener noreferrer" target="_blank">&gt;&gt;486</a> <br> ホロップにじさんじを抜かすなよwちゃんと入れろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:40:45.54 ID:IGsdXyzV0<> これじゃあポルーナ見れないじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:45.80 ID:cvu5tL140<> フィリピンからでも配信は出来るんじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:47.76 ID:zFQU1WXz0<> ポルーナ合流なさそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:48.23 ID:1Qb8nZSL0<> <a href="../test/read.cgi/livemegami/1684682563/547" rel="noopener noreferrer" target="_blank">&gt;&gt;547</a> <br> まあ倶楽部だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:48.00 ID:dSr++Nre0<> 金を献上せよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:48.74 ID:I+rvSXHn0<> おばさんはよ寝ろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:40:49.37 ID:ih0PeTpJ0<> <a href="../test/read.cgi/livemegami/1684682563/431" rel="noopener noreferrer" target="_blank">&gt;&gt;431</a> <br> もうおわっどぐ&#128557;←なんも分からんかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:49.95 ID:IUtXgU4i0<> <a href="../test/read.cgi/livemegami/1684682563/488" rel="noopener noreferrer" target="_blank">&gt;&gt;488</a> <br> ルーナも歌の収録あるつってたけど別のやつかね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:40:57.03 ID:a0wPLxL20<> <a href="../test/read.cgi/livemegami/1684682563/505" rel="noopener noreferrer" target="_blank">&gt;&gt;505</a> <br> この他にTwitchでコナンやってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:00.21 ID:ACn4cl2J0<> <a href="../test/read.cgi/livemegami/1684682563/516" rel="noopener noreferrer" target="_blank">&gt;&gt;516</a> <br> 日本人の女は白人大好きだからカモになってるだけだぞ <br> 白人にアジア人ハンターとかいう奴らが横行するくらいだし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:01.29 ID:uumZFMxV0<> 残り二人、誰ですか？ <br> https://i.imgur.com/qHLAxn4.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:03.34 ID:8iE1Xjp+0<> こよりのは何が正解なの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:08.10 ID:uwJoukLf0<> なんか最近安倍晋三さんとかジャニーさんとか亡くなった後に色々死体蹴りする風潮強すぎない？ <br> 両者あれだけ政治、エンタメで日本に貢献してくださった方なのに人間性を疑うわ <br> 文句あるなら直接言えばいいのに言えなくなってからぐちぐち、卑怯者ばっかりだよ今の日本 <br> ココが卒業に追い込まれた時もそうだよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:09.56 ID:GRK5MnsQ0<> ラスボスセキロー感あるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:11.91 ID:qN1ILHao0<> ルーナとんでもねー発言ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:14.41 ID:qcKErWek0<> ポルカ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:15.95 ID:Kmjvx2Jo0<> <a href="../test/read.cgi/livemegami/1684682563/387" rel="noopener noreferrer" target="_blank">&gt;&gt;387</a> <br> 顔出せない奴らがやってるのがいいんや&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:19.61 ID:NWtzMSgn0<> <a href="../test/read.cgi/livemegami/1684682563/387" rel="noopener noreferrer" target="_blank">&gt;&gt;387</a> <br> 3メートル級おるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:20.42 ID:qN1ILHao0<> &#129313;… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:23.02 ID:ONf3SGtw0<> んなたん草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:25.01 ID:5drrlP8c0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:26.53 ID:b/jFeF0w0<> ルーナのロングヘア本当に出来良いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:27.53 ID:QlfmY6Pd0<> にじさんじのイケボの配信でぺこちゃんが登場して笑ってる… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:28.59 ID:cA5UeEdq0<> <a href="../test/read.cgi/livemegami/1684682563/486" rel="noopener noreferrer" target="_blank">&gt;&gt;486</a> <br> 去年の7月からずっと最多勝らしいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:30.64 ID:qnYwqvfj0<> ルーナお前さあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:33.79 ID:qu7igixm0<> 深夜に地下掘り掘りしてるの見るとさ… <br>  <br>  <br> ルーナの話してて急に泣きだしたまつりちゃ先輩を思い出すよな&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:36.26 ID:wtLis9cH0<> &#129313;ﾋﾋﾋ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:36.99 ID:dSr++Nre0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> 俺とお前 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:38.16 ID:NWtzMSgn0<> こより <br> もう寝るべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:40.69 ID:ShNhPZYw0<> ぽぅぽぅ…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:41.22 ID:Dunj4mD00<> こよりのコメ欄イライラで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:44.22 ID:D/U3coTt0<> ポルカ泣いていいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:46.63 ID:AhGbQTCa0<> ポルカ早くしろ <br> 間に合わなくなる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:47.07 <> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> マリンとこより <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:47.34 ID:QjcwMEuK0<> んなあああああああああ&#128514; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:50.63 ID:kvFhlk0J0<> そういえばラミィの家建築は結局どうなってるんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:54.90 ID:8+HTO0OO0<> んな電鉄テロ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:55.74 ID:zR1JxJrb0<> このガノンドロフ人操作かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:57.49 ID:kJ3JNSsd0<> こよりの悲鳴が凄いわｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:41:59.18 ID:CpMBmGuy0<> ティアキンでこよ虐はじまった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:41:58.96 ID:q7vBG0AY0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> るーちゃんココ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:00.72 ID:SeIrDTwp0<> こよりの悲鳴でちんちんたってきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:01.05 ID:ebUr6sig0<> こよりのゲームクリア、毎回深夜 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:01.73 ID:bXH9IHs00<> こより！こよりーーー！！ <br>  <br> あかんわこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:06.95 ID:NWtzMSgn0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> イオフィゼタまた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:10.55 ID:AyUt2TaN0<> ポルカ画質悪いんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:11.33 ID:5DRTkd+00<> ちょこ先は楽しそうに歌うのがいいんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:42:17.83 ID:VkjYMGjL0<> <a href="../test/read.cgi/livemegami/1684682563/578" rel="noopener noreferrer" target="_blank">&gt;&gt;578</a> <br> 最多勝の鬼　ぺこら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:17.89 ID:jAWyL+xO0<> 強風オールバックが何でこんなにバズってるのか全く理解できない&#8226;&#8226;&#8226; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:18.80 ID:+SS6Cnto0<> ポルカ泣いていいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:18.64 ID:Xotbs4120<> こよーり流石にコメ欄もイラつき始める <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:18.82 ID:I2KGUqR30<> こよりラスボス言うから見てみたけどわざとやってるのかこれ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:42:20.86 ID:4b6IDg+x0<> <a href="../test/read.cgi/livemegami/1684682563/580" rel="noopener noreferrer" target="_blank">&gt;&gt;580</a> <br> ルーナに虐められたのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:26.82 ID:KvkNGhJ60<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> たぁとおかゆ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:42:45.75 ID:Eyg0FR6B0<> <a href="../test/read.cgi/livemegami/1684682563/442" rel="noopener noreferrer" target="_blank">&gt;&gt;442</a> <br> 神聖性ミリオンアルランディス！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:47.68 ID:D/U3coTt0<> おい白コメでポルーナ強制しようとするやつやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:42:48.05 ID:OexNBsfi0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> アキロゼルーナ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:42:49.51 ID:Dg02QCDv0<> うるせーなこのおばさんは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:53.68 ID:CudkGfX20<> こよりの脚で抜きたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:54.26 ID:dSr++Nre0<> <a href="../test/read.cgi/livemegami/1684682563/580" rel="noopener noreferrer" target="_blank">&gt;&gt;580</a> <br> あれねちょねちょしてて怖かった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:42:54.42 ID:4b6IDg+x0<> そのトラップもういらないです・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:55.15 ID:vsRnflvD0<> まだやってたのこより <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:42:59.25 ID:uVFbRVAz0<> ぼっさんも歌わないか？ <br> https://youtu.be/aWgRSE3_2-U <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:00.99 ID:cpPByp1v0<> <a href="../test/read.cgi/livemegami/1684682563/603" rel="noopener noreferrer" target="_blank">&gt;&gt;603</a> <br> shorts効果じゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:02.50 ID:CPXD/Ke20<> 誰も聞いてないのにルーナのためじゃないアピールか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:09.18 ID:cVK9kEgv0<> <a href="../test/read.cgi/livemegami/1684682563/603" rel="noopener noreferrer" target="_blank">&gt;&gt;603</a> <br> 結構スルメ曲だし変な中毒性がある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:10.30 ID:u3gZMWR20<> <a href="../test/read.cgi/livemegami/1684682563/592" rel="noopener noreferrer" target="_blank">&gt;&gt;592</a> <br> NPCでジャスト回避取って来るの結構メンタルにきそう <br> 攻撃の振り方が悪いってことなのか問答無用で取って来るAIなのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:10.37 ID:C1raAxe40<> ぽるぽるっていいやつだよな <>
(&#5153; o&#820;&#822; &#65228; o&#820;&#822; &#5153;)<>sage<>2023/05/22(月) 00:43:14.82 ID:DGagIMYs0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)モルル <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:15.94 ID:nEXy0QFc0<> 全ての道は不知火建設に続く <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:18.41 ID:cvu5tL140<> あの金ってすいちゃんの為に貯めてたんじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:22.43 ID:m/DzlDri0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> 左クロエ、右トワ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:40.33 ID:Q6u7MNy40<> <a href="../test/read.cgi/livemegami/1684682563/625" rel="noopener noreferrer" target="_blank">&gt;&gt;625</a> <br> せやで <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:40.48 ID:FdxE1BDV0<> <a href="../test/read.cgi/livemegami/1684682563/578" rel="noopener noreferrer" target="_blank">&gt;&gt;578</a> <br> 逆に6月誰だったんだよと思ったけどこの時期か <br>  <br> https://i.imgur.com/W5eLgEH.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:40.71 ID:qu7igixm0<> ポルカしらけん用やんけ！心配して損した <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:41.24 ID:S8ItCyxh0<> <a href="../test/read.cgi/livemegami/1684682563/595" rel="noopener noreferrer" target="_blank">&gt;&gt;595</a> <br> お前めっちゃ面白いから結婚したい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:40.70 ID:qX2dT5jg0<> <a href="../test/read.cgi/livemegami/1684682563/486" rel="noopener noreferrer" target="_blank">&gt;&gt;486</a> <br> やっぱソロはぺこらが一番強いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:42.55 ID:ceQH69Bl0<> ポルカ見てて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:45.23 ID:UslysCiZ0<> ポルカ泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:47.22 ID:ZCtSA3Dm0<> ポルカは聖人すぎて金玉に響く <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:50.29 ID:rWxHsEEZ0<> ポルカ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:50.90 ID:sAnfGCFW0<> ポルポルんなたんの配信見てました… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:52.44 ID:8+HTO0OO0<> やっぱり脳破壊されてたんじゃないか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:53.33 ID:m/DzlDri0<> ポルカ、ルーナの配信見てました・・・まさにイチャイチャしてた部分です・・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:54.35 ID:VkjYMGjL0<> <a href="../test/read.cgi/livemegami/1684682563/617" rel="noopener noreferrer" target="_blank">&gt;&gt;617</a> <br> この動画強いし歌出せばみこ超えそうじゃね？ <br> 結局オールバックが強いだけという話だったよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:55.27 ID:nEXy0QFc0<> ポルカかなルーナ見てました… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:55.32 ID:kEmAiXEq0<> 昨日のぺこらの監視カメラはペーパーズプリーズに近い面白さがあったな <br> 相変わらず指示の扱い上手いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:56.11 ID:qcKErWek0<> ポルカ涙拭けよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:57.16 ID:D/U3coTt0<> ポルカいい奴だな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:43:58.73 ID:NWtzMSgn0<> https://i.imgur.com/j9RBJOz.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:43:59.87 ID:qu7igixm0<> ポルカかなルーナばっちり見てました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:44:00.27 ID:CPXD/Ke20<> やっぱ脳破壊済じゃねーか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:44:07.59 ID:CpMBmGuy0<> これがこよりだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:44:10.28 ID:ZCtSA3Dm0<> &#129412;うわああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:11.27 ID:IUtXgU4i0<> ポルカの脳破壊されてるじゃん… <br> たそひどいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:12.11 ID:K/Q0wf5y0<> ポルカ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:12.81 ID:2psyzG9A0<> 座員も大概共依存だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:16.80 ID:OJwlTTge0<> <a href="../test/read.cgi/livemegami/1684682563/625" rel="noopener noreferrer" target="_blank">&gt;&gt;625</a> <br> だよな、直接チャットで金欲しがってるの知ってるし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:18.93 ID:NWtzMSgn0<> <a href="../test/read.cgi/livemegami/1684682563/628" rel="noopener noreferrer" target="_blank">&gt;&gt;628</a> <br> 強すぎて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:19.90 ID:K/YFPqkC0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> こよりとかなたとかルイのこのフットワークの軽さはすげーわ <br> ロボ子のなんて出てもメリットないしな <br> 自分のときは呼ばないだろうし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:20.88 ID:4rLIdgmh0<> 開始遅かったのってやっぱ泣いてただろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:40.79 ID:5LQ+p6QU0<> 「三澤紗千香」でTwitter検索したけどなかなか凄いことになってるな <br> https://twitter.com/seiyu_kyoto/status/1660303718024384512?s=21 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:43.95 ID:3dA9GqnW0<> 白人から見た日本の女の印象 <br>  <br> 子供っぽい <br> 自立してない <br> ちょろい <br> 大人しい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:44:45.13 ID:Eyg0FR6B0<> やっぱ脳破壊されてたんじゃねーか！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:45.74 ID:kbfYzHXG0<> 抹茶 @tlie_ilt_ (2023/05/20 22:09:59) <br> マリン with ジェイド & ジーニアス rkgk <br> #マリンのお宝 <br> https://pbs.twimg.com/media/FwkursVaIAAUfJF.jpg <br> https://pbs.twimg.com/media/FwkursTaQAE1_OX.jpg <br> http://twitter.com/tlie_ilt_/status/1659909334216867840 <br>  <br> 宝鐘マリン&#127988;&#8205;&#9760;＠マリ箱きいてね@ホロライブ3期生 @houshoumarine (2023/05/22 00:43:27) <br> @tlie_ilt_ 絵がうますぎる…教材にしたいです <br> http://twitter.com/houshoumarine/status/1660310341178499072 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:46.42 <> かなたそのグラグラな感じみると察するところはあるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:54.37 ID:9KnUDVtn0<> ポルカ、リスナーに受験生なので応援して欲しいと言われ「生きろ」連呼… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:55.85 ID:5okm9WSO0<> 沙花叉とロボ子さんって初期はかなり接近してたよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:44:57.77 ID:VkjYMGjL0<> <a href="../test/read.cgi/livemegami/1684682563/628" rel="noopener noreferrer" target="_blank">&gt;&gt;628</a> <br> これでも最多デイリー記録保持はぺこらなんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:44:58.40 ID:VyXfWksW0<> にじの女がにゃんこ大戦争やってんじゃん <br> ぺこらもやるべ <br> かっさんもやってたし <br> クソどりゃれるそあのゲーム <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:44:59.10 ID:m/DzlDri0<> なあポルカのベストパートナー誰か現れてくれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:00.15 ID:2PxOjdRO0<> &#128052;マリン…ジェイドはやめてくれ <br> https://i.imgur.com/r47ELJM.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:01.92 ID:D/U3coTt0<> ポルカ泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:16.90 ID:IUtXgU4i0<> ポルカ…&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:17.91 ID:QlfmY6Pd0<> <a href="../test/read.cgi/livemegami/1684682563/664" rel="noopener noreferrer" target="_blank">&gt;&gt;664</a> <br> もうやったぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:18.30 ID:Z796lIpv0<> みこっていつのまに中華の姫になってたんだ？ <br> ななかぐら配信でもビリビリでは普通に受け入れられてたしホロなのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:22.85 ID:wh6Bp3RR0<> &#129313;&#129327; <br>  <br> &#129313;&#128298; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:25.09 ID:vTrroUxR0<> <a href="../test/read.cgi/livemegami/1684682563/665" rel="noopener noreferrer" target="_blank">&gt;&gt;665</a> <br> 俺かなやっぱ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:26.15 ID:m/DzlDri0<> <a href="../test/read.cgi/livemegami/1684682563/625" rel="noopener noreferrer" target="_blank">&gt;&gt;625</a> <br> そうだけどそれを直でルーナに言わない優しさよ <br> ルーナはただのツンデレと勘違いしてる <br> 誰もが幸せになる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:28.70 ID:a0wPLxL20<> <a href="../test/read.cgi/livemegami/1684682563/644" rel="noopener noreferrer" target="_blank">&gt;&gt;644</a> <br> 胸ナーフされてね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:32.14 ID:wgBot1RW0<> 金掘りたくない発言聞いた直後に金掘り配信するやつがこの世に存在するという <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:36.61 ID:a2FX2L8I0<> ポルカの乾いた笑いが染み渡る <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:45:37.76 ID:pxIfOTtJ0<> <a href="../test/read.cgi/livemegami/1684682563/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> パコ余 マリン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:45:39.50 ID:NWtzMSgn0<> <a href="../test/read.cgi/livemegami/1684682563/665" rel="noopener noreferrer" target="_blank">&gt;&gt;665</a> <br> &#128293; <>
