名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/24(月) 21:12:10.06 ID:uPG/jH1I0<> 最強 <>兎田ぺこら 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:10.55 ID:soiM11gm0<> フルオ2分はキャラも武器も足りる分けねえだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:10.70 ID:O46iQB930<> ガンマ連投埋もれてきたけど　　どしたー？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:11.11 ID:rwV2jt680<> ガンマの同接見てYAGOOニヤニヤしてそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:12.50 ID:1i1r+YqI0<> ころさんが訛りで大人気になってロアが勝手に追い込まれた説もあったよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:12.94 ID:0ZWrsu9R0<> ぺこらの所に誰か来たら教えて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:13.27 ID:PtDepfVM0<> <a href="../test/read.cgi/livemegami/1682338330/459" rel="noopener noreferrer" target="_blank">&gt;&gt;459</a> <br> 猿を躾けたんだろうなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:13.27 ID:6k4CtLI/0<> <a href="../test/read.cgi/livemegami/1682338330/377" rel="noopener noreferrer" target="_blank">&gt;&gt;377</a> <br> (&#3665;&#9593;&#4538;&#9593;)俺が間に挟まっていいか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:16.19 ID:tKDxmqwF0<> フブフレセックスが見たい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:17.75 ID:iZw7FcUU0<> バリウム今日でデビュー半年か <br> まだ舞えるか？ <br> https://i.imgur.com/g1OEw3o.jpeg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:18.09 ID:tSaXfN080<> ぺこらは配信に還元されるから <br> 本当に才能あるのはなんの見返りもないのに回してるグラブルガイジだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:20.73 ID:gKvkXVz20<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> アルおじ並みに感性が終わっているわカバー&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:23.45 ID:QLqg3anx0<> バカタレが２万とかどうなってんだよいつも１万とかだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:23.81 ID:AYnl3/J70<> ラプラスの声はなんかアニメキャラ感あるのに <br> 他の女の声が妙に一般人に聞こえるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:24.55 ID:NNW9O+VS0<> ソシャゲは大金持ちの暇つぶしだからな <br> ぺこらみたいな億万長者が暇つぶしに課金してぽちぽちやるゲーム <br> 貧乏人が働きながらやるようなゲームじゃない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:26.75 ID:yib/Hlkk0<> ニウたそ、アステルの正妻気取りです&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:28.85 ID:RLTiSELr0<> <a href="../test/read.cgi/livemegami/1682338330/453" rel="noopener noreferrer" target="_blank">&gt;&gt;453</a> <br> 尻尾出しすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:30.89 ID:fzAc+Rh30<> ぺこらグラブルの才能ありすぎやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:32.69 ID:KcPgP4nn0<> 凸無しって分かったから下山始まったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:33.16 ID:xwwThpyF0<> <a href="../test/read.cgi/livemegami/1682338330/443" rel="noopener noreferrer" target="_blank">&gt;&gt;443</a> <br> 終わりだよもう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:33.87 ID:1aysj2ZX0<> <a href="../test/read.cgi/livemegami/1682338330/453" rel="noopener noreferrer" target="_blank">&gt;&gt;453</a> <br> これにはJINも苦笑い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:35.25 ID:xwzyuFwx0<> 自閉症のみこアンはぺこら見るのに忙しくてみこ叩き止めたかｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:36.40 ID:7ugJXU/M0<> ぺこちゃん今日の喉ガサガサだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:44.98 ID:wj0ZDURV0<> アズレンホロコラボ第二弾ないから一番シナジー高いマリンが実装されてないんだよなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:48.31 ID:1i1r+YqI0<> <a href="../test/read.cgi/livemegami/1682338330/396" rel="noopener noreferrer" target="_blank">&gt;&gt;396</a> <br> まあみこち岩手女だからな <br> まんずとか言い出してもおかしくないはず <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:48.53 ID:MXKqEnq90<> 有名映画監督「今のディズニーはポリコレだらけでクソ、俺だったらいい脚本を書ける」←2万いいね  <br> https://nova.5ch.net/test/read.cgi/livegalileo/1682337955/ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:48.60 ID:3N0sneqR0<> ガンマの数字どっから来てんだって思ったら山田の数字盗ってんじゃねえか草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:51.96 ID:WbQWLvlu0<> <a href="../test/read.cgi/livemegami/1682338330/481" rel="noopener noreferrer" target="_blank">&gt;&gt;481</a> <br> どういうことですか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:20:52.37 ID:OUnCsrfa0<> ルーナは幽霊部員なの隠してないからロボ子さんも何か言えばいいのにとは思うぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:52.44 ID:tJEqGezY0<> <a href="../test/read.cgi/livemegami/1682338330/457" rel="noopener noreferrer" target="_blank">&gt;&gt;457</a> <br> フブキが持ってくるゲーム大抵質なしだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:52.87 ID:bmQq8M7y0<> <a href="../test/read.cgi/livemegami/1682338330/447" rel="noopener noreferrer" target="_blank">&gt;&gt;447</a> <br> 心が綺麗な人にしか見えんのだ&#128548; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:57.94 ID:X/LeKrKP0<> ぺこらまじで頭を使わないよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:59.23 ID:5HRxrkj70<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> カバー頭アルランディスか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:59.22 ID:vVQNN/B40<> <a href="../test/read.cgi/livemegami/1682338330/453" rel="noopener noreferrer" target="_blank">&gt;&gt;453</a> <br> 怖すぎんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:20:59.59 ID:hjp3fwYg0<> グラブルわからんわ <br> 95ってむずいんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:01.10 ID:LQaRivQ30<> きっしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:00.85 ID:ee6WHkMS0<> ぺこらこらぼでもなんでもないぼんやりした枠で数字出るんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:00.87 ID:/enU2q4k0<> なんか今日ぺっさんすげえぶりっ子だけどどした？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:01.62 ID:iIbTNoN60<> ガンマまだ伸びてます <br> 7000見えてきました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:02.40 ID:6JQy2q6n0<> まじでグラブルの才能あるわ <br> よく虚無にならんなこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:02.22 ID:1SmhdXZf0<> 今日凸ないの？&#128562; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:02.31 ID:drQa07jy0<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> 去年一年金も時間も無駄にしたな&#128552; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:03.07 ID:UbYQpV5J0<> ホロリスがグラブルにNOをたたきつけたんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:03.11 ID:JUHJWcwQ0<> アルランは行ってもホロスタぐらいしか関係性無いしロベルみたいに積極的に行ってもウザがられるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:03.43 ID:rzD5FUhS0<> <a href="../test/read.cgi/livemegami/1682338330/464" rel="noopener noreferrer" target="_blank">&gt;&gt;464</a> <br> 金コイで例えると親方の推しである中村悠一も見てたからかなりのプラスだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:04.30 ID:Rd2yR2kW0<> サウナなのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:04.32 ID:c+eA5ACp0<> 凸来なくても誰か来そうだから同接出るシステム天才だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:04.55 ID:NWBpHicp0<> <a href="../test/read.cgi/livemegami/1682338330/472" rel="noopener noreferrer" target="_blank">&gt;&gt;472</a> <br> 希が箱にみるきすのメンバー全員加入させてみるきすから山田を解放してくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:07.08 ID:bkdN461I0<> ガンマ6500 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:08.75 ID:J2yqHhaZ0<> ぺっさん全然登山しません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:09.40 ID:bzdhoFA00<> <a href="../test/read.cgi/livemegami/1682338330/493" rel="noopener noreferrer" target="_blank">&gt;&gt;493</a> <br> うめるしあ最強！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:10.28 ID:F1VYEsPu0<> <a href="../test/read.cgi/livemegami/1682338330/493" rel="noopener noreferrer" target="_blank">&gt;&gt;493</a> <br> 1年で1万行かないのほとんどだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:10.43 ID:7AY3GoOa0<> ぺこーら可愛いです&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:11.41 ID:umyn5jko0<> ぺこらがグラブルでやってるのってFGOでいうところの高難易度90＋＋をひたすら金りんご使って周回してるようなもん？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:12.77 ID:GzUY+gck0<> ガンマ6500どりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:13.12 ID:jbpU7mTj0<> <a href="../test/read.cgi/livemegami/1682338330/429" rel="noopener noreferrer" target="_blank">&gt;&gt;429</a> <br> 同接200が一瞬でも伸びてる事に嫉妬してる方がやばいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:13.64 ID:9KYLIFLZ0<> グラブルの才能あるって言葉は普通に誹謗中傷になるのでお前ら表ではやめとけよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:15.51 ID:Q9uiWX5S0<> ガンマ6500きたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:16.49 ID:hyc1incc0<> ガンマの３分＝アルおじの１時間アーカイブ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:17.16 ID:ciq5Rj//0<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> センスが無かったのはホロアンな <br> 通常配信で6000は手のひら返すわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:17.19 ID:mwwfnFaT0<> バカタレのやってるゲームルールが全然理解できない(´・ω・｀) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:18.12 ID:7ugJXU/M0<> <a href="../test/read.cgi/livemegami/1682338330/490" rel="noopener noreferrer" target="_blank">&gt;&gt;490</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:21.33 ID:wIiiVO4e0<> ぺこちゃんさあ…真面目にグラブルやってどうすんの <br> そんなもん誰も求めてないからにじと絡めよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:21.46 ID:U35XEZxx0<> <a href="../test/read.cgi/livemegami/1682338330/524" rel="noopener noreferrer" target="_blank">&gt;&gt;524</a> <br> 人望ないからね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:21.65 ID:8Q/XjHig0<> わため渾身のボケ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:22.72 ID:0kmfqkGd0<> ぺこーらトレンド狙ってんのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:23.19 ID:Rg6SgSkj0<> <a href="../test/read.cgi/livemegami/1682338330/490" rel="noopener noreferrer" target="_blank">&gt;&gt;490</a> <br> ポケカも買いに並ぶし俺より優秀やん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:24.47 ID:TUrcskGm0<> ロベルが伸びたのは神楽めあとコラボしたときからだからな <br> そのあとしばらく箱内コラボしまくってたけどアホだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:24.68 ID:kZ6GUoh+0<> ぺっさん髪の毛に剣刺さったままで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:25.24 ID:rxt/soPE0<> 濁点カードマンはちょっと面白い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:25.40 ID:gKvkXVz20<> <a href="../test/read.cgi/livemegami/1682338330/493" rel="noopener noreferrer" target="_blank">&gt;&gt;493</a> <br> パセリのガワって最強なんだなってなる&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:25.99 ID:Tyb7Oo2/0<> ガンマ気になってバカタレ集中して見れない&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:26.33 ID:Cj0TBUDG0<> なんじゃこの地味な画面は… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:26.61 ID:HwGzr9zg0<> <a href="../test/read.cgi/livemegami/1682338330/493" rel="noopener noreferrer" target="_blank">&gt;&gt;493</a> <br> 初動こそ新興にしては破格の同接と登録の伸びだったけどその後全然ってことは伸びしろはない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:31.99 ID:nxB3Bpzf0<> まだ上がるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:35.44 ID:n2s6P5ss0<> <a href="../test/read.cgi/livemegami/1682338330/459" rel="noopener noreferrer" target="_blank">&gt;&gt;459</a> <br> マミーにやってもらってたのかも <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:36.15 ID:sHBu2avo0<> そりゃ宮助は全く訛ってないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:37.52 ID:V3GrVOyn0<> O型って重いの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:37.65 ID:zm7Xt+Ma0<> <a href="../test/read.cgi/livemegami/1682338330/493" rel="noopener noreferrer" target="_blank">&gt;&gt;493</a> <br> 登録はホロバフで盛ってるからなぁ <br> 同接はギリ3桁だからかなり微妙なライン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:37.89 ID:jXa2Hph10<> ガンマ7000見えてきたねぇ伸びしろ～！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:39.99 ID:ZYawxn+n0<> ニウちゃんRUSTやってるやん <br> 今からでも招待されるのに何でアルオジは駄目なんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:43.81 ID:G0a+cNHD0<> <a href="../test/read.cgi/livemegami/1682338330/515" rel="noopener noreferrer" target="_blank">&gt;&gt;515</a> <br> マジで編成とかアビ使う順番とか考えるの難しいんだよ <br> そこ組み立て終わったらポチポチゲーになる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:44.20 ID:vVQNN/B40<> <a href="../test/read.cgi/livemegami/1682338330/518" rel="noopener noreferrer" target="_blank">&gt;&gt;518</a> <br> 人による <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:44.40 ID:I6hV7tf/0<> <a href="../test/read.cgi/livemegami/1682338330/459" rel="noopener noreferrer" target="_blank">&gt;&gt;459</a> <br> みこち疲れて休んじゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:45.73 ID:iVnU8WxT0<> <a href="../test/read.cgi/livemegami/1682338330/555" rel="noopener noreferrer" target="_blank">&gt;&gt;555</a> <br> バカタレは閉じろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:46.32 ID:bkdN461I0<> ガンマ6600 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:48.14 ID:rk/oCkJO0<> 150なんて殆どHPと攻撃力がちょっと増えた100だしな <br> 構成も何も100を1分台で倒せるなら150も余裕だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:48.29 ID:YbgcoGgZ0<> 猿に躾したらグラブルって代わりにやらせることできる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:48.93 ID:7ugJXU/M0<> <a href="../test/read.cgi/livemegami/1682338330/543" rel="noopener noreferrer" target="_blank">&gt;&gt;543</a> <br> 返さねぇよスタ婆死ね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:49.81 ID:drQa07jy0<> <a href="../test/read.cgi/livemegami/1682338330/453" rel="noopener noreferrer" target="_blank">&gt;&gt;453</a> <br> &#129412; <br>  <br>  <br>  <br>  <br> &#129412;いいね！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:50.86 ID:IrreRHaj0<> <a href="../test/read.cgi/livemegami/1682338330/502" rel="noopener noreferrer" target="_blank">&gt;&gt;502</a> <br> すまん <br> グラブル分からんときつい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:52.37 ID:fzAc+Rh30<> ガ、ンマ6600どりゃあああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:52.61 ID:+2hWhzOQ0<> ホロライブの二次創作格闘ゲーム『Idol Showdown』5月5日Steam無料配信へ。ロールバック方式オンライン対戦に対応する気合のファン作品 <br> https://automaton-media.com/articles/newsjp/20230424-245051/ <br> プレイアブルキャラクターとしては卒業生も含め、白上フブキさん、ときのそらさん、戌神ころねさん、百鬼あやめさん、獅白ぼたんさん、星街すいせいさん、アキ・ローゼンタールさん、桐生ココさんの8名の参戦が明かされている。 <br>  <br> 戦闘スタイルの一例としては、獅白ぼたんさんには銃火器を使った技が用意されているほか、桐生ココさんの戦闘中には天音かなたさんも登場。 <br> 星街すいせいさんは斧を振り回し、アキ・ローゼンタールさんは筋骨隆々のムキロゼをスタンドのように召喚している。 <br> 本作を手がけているのは、ホロライブのファンたちによる制作チームBesto Game Teamだ。 <br> 公式のリストによると、50名以上のメンバーが参加。約2年間にわたって開発が続けられてきた。 <br> 非公式のファンメイドプロジェクトとして、ホロライブプロダクションの二次創作ガイドラインに従い制作がおこなわれているそうだ。 <br>  <br> 配信日が決まったらしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:54.71 ID:rwV2jt680<> ガンマ7000ある？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:54.83 ID:UtdQ0bVz0<> 今日はにじさんじ来ないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:58.99 ID:Cno9q2u00<> もうこれホロスタ下位勢恥ずかしくて配信できないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:21:59.69 ID:umyn5jko0<> みんなが喜んでくれたら僕はホモです！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:00.38 ID:yGlBDWmd0<> ラミィグラブル得意そうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:22:00.56 ID:p+fvA+JN0<> ガンマ6500ってにじさんじ男でも中堅レベルじゃねぇか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:04.39 ID:WbQWLvlu0<> <a href="../test/read.cgi/livemegami/1682338330/459" rel="noopener noreferrer" target="_blank">&gt;&gt;459</a> <br> 才能 <br>  <br>  <br>  <br>  <br> 才能 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:08.25 ID:bkdN461I0<> ガンマ6700 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:08.51 ID:TpN1mlL70<> あの、団長の配信なのに誰も来ないんですが… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:09.11 ID:tJEqGezY0<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> 散々広告やら地上波やら衣装やらに金使ったよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:14.71 ID:CNr4qV1h0<> こんだけやってもランク200にもなってないの怖過ぎるよなグラブル <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:15.91 ID:2KEYJjk80<> <a href="../test/read.cgi/livemegami/1682338330/567" rel="noopener noreferrer" target="_blank">&gt;&gt;567</a> <br> ﾄﾞｩﾙ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:15.98 ID:uzwqpAra0<> ボロクソ言ってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:18.78 ID:wkez26HO0<> ホロスタでも通常配信で1万出すなら登録するわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:20.12 ID:QeG7CtJ90<> <a href="../test/read.cgi/livemegami/1682338330/460" rel="noopener noreferrer" target="_blank">&gt;&gt;460</a> <br> 枠取らないからね… <br> 数字か最下位のどっちかは気にしてるんだろうな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:22:20.36 ID:OUnCsrfa0<> <a href="../test/read.cgi/livemegami/1682338330/581" rel="noopener noreferrer" target="_blank">&gt;&gt;581</a> <br> ラミィ、ちょこ先は絶対グラブルの才能ある <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:22:21.32 ID:LQaRivQ30<> <a href="../test/read.cgi/livemegami/1682338330/564" rel="noopener noreferrer" target="_blank">&gt;&gt;564</a> <br> 元からじゃねーの？参加するのが遅かっただけじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:23.06 ID:CCv9ZfYK0<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> お前エアプじゃん <br> 最協でホロスタと固まろうとしたのをNGして他の人と組めってアドバイスしたの運営だぞ <br> そもそもカバーがRUSTに招待貰いに行ったんだし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:22:23.52 ID:69RpwCzF0<> ガンマだれかが宣伝してんのか？なんだよこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:24.14 ID:1ZDH8L080<> <a href="../test/read.cgi/livemegami/1682338330/546" rel="noopener noreferrer" target="_blank">&gt;&gt;546</a> <br> 需要あんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:21:59.14 ID:zDhVufgT0<> <a href="../test/read.cgi/livemegami/1682338330/435" rel="noopener noreferrer" target="_blank">&gt;&gt;435</a> <br> はいスタ婆の捏造 <br> アルゴミの居酒屋とかメンバーによっては1万近く出てたしカウントダウンライブでホロスタ来て10万近い数字出てたじゃん <br>  <br> こういうのを無視して同様にスト鯖バフがあるのをホロスタの成功というイメージにしてこっからゴリ押そうとしてるだけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:26.21 ID:Mrtw6MeS0<> 仲間は他の配信やってるし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:27.27 ID:Rg6SgSkj0<> <a href="../test/read.cgi/livemegami/1682338330/493" rel="noopener noreferrer" target="_blank">&gt;&gt;493</a> <br> &#129412;の最後の砦か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:28.47 ID:TNvzjnVG0<> ぺこら草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:22:29.63 ID:mbWUOV1t0<> ガンマがちで強くて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/24(月) 21:22:29.72 ID:goStDgb30<> ？はちこみんます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:30.14 ID:bkdN461I0<> ガンマ6800 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:33.21 ID:bmQq8M7y0<> いや、ガンマどこから人きてんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:34.48 ID:nX1eYCVL0<> ガンマ成長すごい <br> 俺成長すごい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/24(月) 21:22:35.28 ID:6JQy2q6n0<> グラブルには委任攻略みたいのを無いの？ <br> 時間の無駄じゃねこれ <>
