名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/07/09(日) 22:40:45.95 ID:Wnd9ol/H0<> https://i.imgur.com/dws4khR.png <>あっちぃ余～～ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:26.10 ID:YYVRex5e0<> <a href="../test/read.cgi/livemegami/1688910045/422" rel="noopener noreferrer" target="_blank">&gt;&gt;422</a> <br> 男なのに不和なんとか見てんのかこいつ・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:28.43 ID:W/CWmhNA0<> にこまき厨かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:28.72 ID:0fuguMcK0<> 余許した余&#12316;&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:29.35 ID:Jy0UFqs50<> <a href="../test/read.cgi/livemegami/1688910045/355" rel="noopener noreferrer" target="_blank">&gt;&gt;355</a> <br> 三重だっけ？行ってくりゃいいのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:29.88 ID:5cWQktEX0<> ござる好きなカップリングがガチです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:30.05 ID:hcmOUsZc0<> kさんが去年台湾でイベント <br> 今年ホロライブもイベント？ <br>  <br> kさんが去年GIGOコラボ <br> 今年ホロライブ3期生もコラボ <br>  <br>  <br> どう言うこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:30.28 ID:UmDVTeeK0<> <a href="../test/read.cgi/livemegami/1688910045/355" rel="noopener noreferrer" target="_blank">&gt;&gt;355</a> <br> 片道2時間ぐらいで行けるし日帰りで食いに行くべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:31.69 ID:4doYa1UX0<> まずいのがきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:33.07 ID:lJpJrA1n0<> ラミィ今後は忙しいアピールしませんポジティブな発言します <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:33.75 ID:gxBzbDYv0<> うめるしあ質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:34.07 ID:5MfXw+CG0<> <a href="../test/read.cgi/livemegami/1688910045/383" rel="noopener noreferrer" target="_blank">&gt;&gt;383</a> <br> おかゆがどうだったかは忘れたけどコメントから最適解拾わずやると割とこんなもんじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:35.29 ID:C8xUG78f0<> セルフモザイクええな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:35.32 ID:QIjVVQU30<> 余の配信みたら <br> 許せるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:35.71 ID:alpm5YL60<> まずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:37.35 ID:2HPQ6ZbM0<> <a href="../test/read.cgi/livemegami/1688910045/334" rel="noopener noreferrer" target="_blank">&gt;&gt;334</a> <br> こよりすげえよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:38.56 ID:20L+rJ5D0<> ラミィ、気づく <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:38.82 ID:QMRz2+nE0<> マリンってすげーよな <br> 挨拶きっちりしてるってだけで優遇ガイガイ始めるアンチが出てくるんだぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:40.90 <> ぺこら24時間やるらしいが <br> 時間持つのか？ゲスト呼び続けて企画も多数用意しないとスカスカになるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:41.17 ID:hgmdobPG0<> どうせワッカ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:41.90 ID:hG/oDl1K0<> <a href="../test/read.cgi/livemegami/1688910045/466" rel="noopener noreferrer" target="_blank">&gt;&gt;466</a> <br> 余はもうちょい小さい方が好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:42.06 ID:KlF4Ejzj0<> パトラASMR専用コンテンツやりたいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:43.79 ID:ztdOIA440<> みこ４８０００どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:45.46 ID:WuTiHs630<> ポルカが一回ブチ切れて全ての活動をライブ前に停止したからな <br> それで気付いたか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:45.45 ID:XFwLN5Uj0<> 茶葉 <br> https://i.imgur.com/Rp7SRu4.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:45.32 ID:WvMIvSfj0<> 余っさんまたルイおばの話してます…誰か止めてください <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:46.57 ID:RTsxIkeG0<> まずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:46.92 ID:iptGD0Qb0<> モザイク来た <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:47.39 ID:9bVPvfFh0<> 〇ッキーはマズイ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:49.35 ID:o8eSkYxT0<> <a href="../test/read.cgi/livemegami/1688910045/167" rel="noopener noreferrer" target="_blank">&gt;&gt;167</a> <br> こいつら令和の妖怪みたいなもんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:51.41 ID:vHSd3NHl0<> アステル、リスナーから来日してるコボをディズニーに誘えと言われお気持ちしてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:51.21 ID:6ffvs0uP0<> ラミィ <br> 「”ライブで忙しい”って言うのやめようって思った。」 <br> 「忙しいのはラミィの都合で、雪民さんは関係ないから。」 <br> 「ネガティブなこと言うのやめようと思った。雪民さんと新しい世界を一緒に見たいから。」 <br>  <br>  <br> やっぱラミィよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:51.76 ID:3lhdnqvT0<> あひるしあ「たはは…」←これかわいすぎる&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:53.66 ID:LNR++V5v0<> 余っさん.... <br> 好きだ... <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:53.68 ID:iWCSBooY0<> こんな少しの裏話でガチでガイガイしようとするやついるの面白いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:48:53.85 ID:6C6xYP/F0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:55.41 ID:j3O8ktwt0<> ござるの沼深そうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:55.18 ID:7RPFszGJ0<> ｗｗぺこちゃんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:56.86 ID:CpdyAOfh0<> みこーら配信BANです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:48:57.72 ID:9og16oFn0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:01.57 ID:JNVQjVGx0<> くそわろた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:03.09 ID:odg6b5eD0<> 余さんルイ姉とお泊まりディズニー行ってきました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:03.85 ID:9k0S4T0Z0<> <a href="../test/read.cgi/livemegami/1688910045/271" rel="noopener noreferrer" target="_blank">&gt;&gt;271</a> <br> 誰だぼかしたヤツ <br> こあい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:03.92 ID:JY/oWkRe0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:04.05 ID:MBN+djUZ0<> 偽ござるとあひーるは伸びなさそうだね&#128549; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:04.46 ID:4doYa1UX0<> この展開は草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:04.67 ID:XMHzyaKs0<> 忙しい以外にも怪我したり喉大事にしたりあるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:05.08 ID:XsgQXoYC0<> みこち草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:05.54 ID:SfwQ5AYf0<> ござるパクるくらいならぺこをパクって欲しかったな&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:09.25 ID:gfdd8jk30<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:09.58 ID:oNjX+Wcg0<> ラミィの雑談より余の方が数字でるんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:09.73 ID:zHgMZRvE0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 行動で示してくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:11.27 ID:dbb8Yddz0<> <a href="../test/read.cgi/livemegami/1688910045/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> スプラの弊害 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:12.62 ID:HxRfHEEQ0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> ねねち <br> 見習え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:12.32 ID:A3JNd3xV0<> うめるしあとあひーらとちゆっさん3窓してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:12.68 ID:7I9BDZL10<> くそ、ちょっとおもろいやんけ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:13.06 ID:K2Pw++kH0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> ドラクエは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:14.22 ID:TaLB5m7d0<> 余の雑談可愛すぎるわ… <br> やっぱ天才なんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:16.08 ID:YYVRex5e0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 気づくのおせえけど気づけただけえらいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:16.54 ID:YFEwYp5J0<> ∩∩ 　 <br> ( ' ω')ｳｯ…キンハーの記憶が… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:16.90 ID:DpGsda260<> ぺこみこ24時 <br>  <br> 2人はずっと一緒 <br> お風呂配信もする <br> ASMRもする <br>  <br> この未来が見たかった&#128557; <br> 同接いくら出てたんだろうな&#129401; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:17.54 ID:WrkNyf8g0<> <a href="../test/read.cgi/livemegami/1688910045/487" rel="noopener noreferrer" target="_blank">&gt;&gt;487</a> <br> ガイジがすげーんだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:18.30 ID:cLaZyPPH0<> 今日のラミィは良いラミィだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:19.57 ID:ayi8SFeM0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 行動で示してね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:19.30 ID:7OFP98Jx0<> 真ござるガイガイ防ぐために推しVの名前は出しません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:20.93 ID:0xFEDD7D0<> <a href="../test/read.cgi/livemegami/1688910045/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> <a href="../test/read.cgi/livemegami/1688910045/334" rel="noopener noreferrer" target="_blank">&gt;&gt;334</a> <br> マリンが社員に媚びてるって言ってる奴とリスペクトを忘れてないって奴がいるけど <br> どっちが嘘つき？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:21.46 ID:XFwLN5Uj0<> ( ^)o(^ )？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:23.25 ID:FUY3296R0<> <a href="../test/read.cgi/livemegami/1688910045/383" rel="noopener noreferrer" target="_blank">&gt;&gt;383</a> <br> ころねって別にゲームうまい訳では無い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:23.36 ID:L8uouA0t0<> ブルジャニのコンセプトクソすぎない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:23.83 ID:hG/oDl1K0<> ( ^)o(^ )！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:26.31 ID:w4Fb6ba+0<> みこちおもんなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:28.30 ID:87PubrvQ0<> キンハーみたいにアーカイブが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:29.85 ID:Jy0UFqs50<> <a href="../test/read.cgi/livemegami/1688910045/419" rel="noopener noreferrer" target="_blank">&gt;&gt;419</a> <br> あー確かに百貨店とか東京とか上野とか普通にありそう <br> 地方のアンテナショップも都内ならあるだろうし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:30.89 ID:JY/oWkRe0<> これは35P面白い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:32.83 ID:yr9pfuuI0<> ラミィ、オフレコ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:33.45 ID:aj59LViL0<> そもそもぺこらは喉は弱いのに24は普通に無理だろ運営はそういう所を止めろよ何してんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:33.92 ID:wnCK1ibO0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 去年も似たようなこと言ってたやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:35.57 ID:3NYPyFdl0<> メン限かよ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:36.89 ID:87PubrvQ0<> ワッカで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:37.14 ID:alpm5YL60<> ワッカじゃねーか！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:38.37 ID:PVPT0R3s0<> <a href="../test/read.cgi/livemegami/1688910045/487" rel="noopener noreferrer" target="_blank">&gt;&gt;487</a> <br> やっぱり改行ってガイジだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:38.95 ID:9og16oFn0<> ワッカじゃねえか！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:38.90 ID:9bVPvfFh0<> ワッカでした <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:38.72 ID:97uvYnwt0<> 割られるき満々で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:38.90 ID:gN4sJBmE0<> ラミィオフレコです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:39.99 ID:iptGD0Qb0<> ワッカだった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:40.53 ID:3NWOScuX0<> <a href="../test/read.cgi/livemegami/1688910045/530" rel="noopener noreferrer" target="_blank">&gt;&gt;530</a> <br> 15万 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:41.00 ID:3lhdnqvT0<> ( ^)o(^ )！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:41.27 ID:5cWQktEX0<> ござる配慮で表では好きなVの名前出しません・・・ <br> 認知されるのが怖いみたいです・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:40.82 ID:H1QeguUA0<> <a href="../test/read.cgi/livemegami/1688910045/420" rel="noopener noreferrer" target="_blank">&gt;&gt;420</a> <br> 変わったのはlive2Dだけで3Dは今のままでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:42.13 ID:HXy7sqdT0<> ラミィ酔ってる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:43.72 ID:vSOq/amS0<> <a href="../test/read.cgi/livemegami/1688910045/71" rel="noopener noreferrer" target="_blank">&gt;&gt;71</a> <br> 手当たり次第やな淫乱すぎて最高だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:45.08 ID:mEZW4x730<> やっと面白いのきたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:46.40 ID:b2FL4SlS0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 昨日のねねち見た後だからな <br> 最強の後出しジャンケンよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:46.92 ID:XaRs0ZJH0<> ルイ余ディズニーお泊まりデートとかさぁ、、、 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:47.23 ID:RTsxIkeG0<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:48.10 <> <a href="../test/read.cgi/livemegami/1688910045/77" rel="noopener noreferrer" target="_blank">&gt;&gt;77</a> <br> 会社によるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:48.59 ID:gfdd8jk30<> 心配して損したわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:49.16 ID:YK1oDP1R0<> ワッカもうつまんねーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:49.50 ID:ztdOIA440<> <a href="../test/read.cgi/livemegami/1688910045/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> ぺこらが続いたけど26000まで落としたんや&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:49.29 ID:XCckUj0l0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> でも配信しないんでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:49.67 ID:Kq6HiE350<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> じゃあASMRやって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:51.52 ID:K0/njRB80<> ござる意外とわかってるって思ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:52.88 ID:vJuMVQ8d0<> もう様式美やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:49:55.50 ID:gcAIqo2+0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 大好きって意味深ツイートするのやめよう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:56.82 ID:n5yLFZPr0<> 虐げられている地球人と <br> 富を独占している宇宙の民 <br> 第三勢力として宇宙に適応？した果てのデータ人間 <br>  <br> よく知らんので突っ込まれそうだけど <br> 攻殻機動隊みたいなネタだよなって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:57.13 ID:A6FvFTgT0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> ようやく気付いたか？ <br> 俺らだって無職以外日々忙しいんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:57.55 ID:rAqLKFs40<> ラミィ同じ活動してねねは毎日配信してたのによく自分が一番頑張ったって言えたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:57.85 ID:KWL69SG/0<> <a href="../test/read.cgi/livemegami/1688910045/71" rel="noopener noreferrer" target="_blank">&gt;&gt;71</a> <br> ふたなりもすきそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:49:59.31 ID:9bL+pj9e0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 言うだけならタダだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:00.21 ID:JNVQjVGx0<> いや、上手すぎるだろコイツｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:00.50 ID:LUPanXmb0<> 余とルイ完全にアレだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:00.76 ID:xmgunE7x0<> みこすげえ <br> 5串いきそうだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:02.13 ID:aSQ2yEWO0<> <a href="../test/read.cgi/livemegami/1688910045/502" rel="noopener noreferrer" target="_blank">&gt;&gt;502</a> <br> あわーわのふははより可愛いの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:05.49 ID:6C6xYP/F0<> 確定演出で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:05.66 ID:gN4sJBmE0<> ラミィ何をおもらしするんや… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:05.76 ID:j3O8ktwt0<> にこまきとかPixivの民か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:08.92 ID:lY16Fplk0<> ラミィ半分人間で半分ハーフエルフです <br> 4分の1どっかいきました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:10.49 ID:9e+D5ZKy0<> <a href="../test/read.cgi/livemegami/1688910045/487" rel="noopener noreferrer" target="_blank">&gt;&gt;487</a> <br> 改行に言ってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:11.19 ID:SgEgFttH0<> <a href="../test/read.cgi/livemegami/1688910045/501" rel="noopener noreferrer" target="_blank">&gt;&gt;501</a> <br> 明日には忙しいって言うのをやめるんじゃなくて”ライブで”忙しいって言うのをやめるだけなん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:13.15 ID:97uvYnwt0<> みこちのワッカじゃねぇか！ほんま好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:13.64 ID:LNR++V5v0<> 余っさん毎回夢の国いってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:13.86 ID:RD7rMbj00<> ねねちどこ&#128557; <br> ねねちに会いたい&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:17.96 ID:7OFP98Jx0<> <a href="../test/read.cgi/livemegami/1688910045/563" rel="noopener noreferrer" target="_blank">&gt;&gt;563</a> <br> あれ見たらそりゃあな <br> 明日は我が身みたいなもんだし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:17.74 ID:c/L4m1oU0<> ワッカ強くて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:20.06 ID:y2+YpL7g0<> ライダーはTwitterでバズったの良くなかったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:20.65 ID:7OFP98Jx0<> <a href="../test/read.cgi/livemegami/1688910045/391" rel="noopener noreferrer" target="_blank">&gt;&gt;391</a> <br> 質ないけど伸びてるからみんな理解できないんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:20.91 ID:WDit6Dhz0<> ころさんまだやってて戦慄したわ <br> 今のホロライブでここまで体張るのすげぇよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:22.41 ID:AfC651Eq0<> <a href="../test/read.cgi/livemegami/1688910045/545" rel="noopener noreferrer" target="_blank">&gt;&gt;545</a> <br> ホロメンのやりたい事を尊重し見守って応援した結果 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:22.91 ID:lCmQ4/Bb0<> <a href="../test/read.cgi/livemegami/1688910045/514" rel="noopener noreferrer" target="_blank">&gt;&gt;514</a> <br> まぁコラボでワンチャン・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:24.87 ID:CR6mqeX70<> ワッカってなんでこんなに人気なん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:24.89 ID:mU1aYiMP0<> 真ござる頼むからおじのやめてくれないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:25.14 ID:26ntNNd70<> ころさん数字半減してるやん <br> 1.3万人はどこ行ったんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:25.29 ID:pVnpkP6Z0<> ころさんもおかゆのASMR聴きながらJKやれば <br> 心が落ち着いてクリア出来るんじゃないか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/09(日) 22:50:25.78 ID:ayi8SFeM0<> カメラ配信したいってことか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/09(日) 22:50:26.00 ID:iofRcwDt0<> <a href="../test/read.cgi/livemegami/1688910045/365" rel="noopener noreferrer" target="_blank">&gt;&gt;365</a> <br> みこみたいに持続させるのは難しいわ <>
