名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/23(日) 18:10:16.15 ID:ABS8FUKR0<> です <>デスぺこらvsデスピサロ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:42.80 ID:rSA6MfBA0<> さよならぺこーら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:44.33 ID:WpBwKX6y0<> メガザルゆけーい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:48.04 ID:I3V8RKck0<> <a href="../test/read.cgi/livemegami/1682241016/383" rel="noopener noreferrer" target="_blank">&gt;&gt;383</a> <br> 可愛くて性格がいいなら別に気にしない <br> 婿入りしろって言われたら断るが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:48.43 ID:PpEQZzum0<> 勝てる気がしない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:50.11 ID:aerjsmqi0<> オツカレシタ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:53.39 ID:qa12qRvF0<> はい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:54.02 ID:/BmbhwPw0<> オワタああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:54.00 ID:yuH1tw2j0<> ぺこらwwwwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:54.40 ID:tkC0il7z0<> 偽りの王 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:56.32 ID:ft89VNKu0<> 終わりです・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:56.37 ID:ta8tMAqi0<> ぺこちゃんメガザルの腕輪で質残してます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:57.26 ID:o94sJz8z0<> AI前提バランスでクソ雑魚だったFC版よりえらい強化されてんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:58.23 ID:5uC5GA720<> デスぺこらざっこｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:21:59.35 ID:4YVgPAb10<> マーニャ守備紙だし、HP少なくて <br> とても前線に出せなかったような <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:21:59.80 ID:Q47mGon10<> やっぱデスピサロつええよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:00.65 ID:ezfu3sOj0<> ぺっさんせかいじゅといのりのゆびわ使えるのすげーわ <br> 俺無理 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:01.24 ID:HfiJalgB0<> まずいまずいまずいまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:04.28 ID:fb6kfilR0<> メガザルは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:06.08 ID:SyXQjfIg0<> <a href="../test/read.cgi/livemegami/1682241016/466" rel="noopener noreferrer" target="_blank">&gt;&gt;466</a> <br> あれのイメージつよすぎてムーアが小物化した <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:07.39 ID:WpBwKX6y0<> あひんべひん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:07.86 ID:rFOS4UfC0<> 終わった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:08.73 ID:k8rleT550<> ぺこら終わったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:09.53 ID:pPiLb/mj0<> 8回逃げろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:10.46 ID:/BmbhwPw0<> アリーナに賢者の石を保たせなければ余裕だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:10.98 ID:9G7hAcx30<> ブライを出すことにこだわったデスぺコーラの敗北 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:11.13 ID:KB9gTwG/0<> みーちゃんキレてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:13.40 ID:F/9vX6vu0<> ここからでも入れる保険ありますか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:13.46 ID:PpEQZzum0<> メガザルで行けるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:13.36 ID:KcOnA1qP0<> ｲﾔﾁｶﾞｯ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:15.89 ID:ATq9Mq/C0<> ぺこーら逝く <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:16.41 ID:mFkncgfi0<> デスぺこらになるしかない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:17.04 ID:kPchGstb0<> これマリン <br> https://i.imgur.com/yBs0Kv8.jpg <br> https://i.imgur.com/8bsRICH.jpg <br> https://i.imgur.com/etzLkiM.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:18.59 ID:ZLWgxG6o0<> 最終回は来週だな <br> おつぺこでしたーバイバーイ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:18.38 ID:eJD4IZIV0<> 終わった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:19.20 ID:uzezaRBq0<> <a href="../test/read.cgi/livemegami/1682241016/383" rel="noopener noreferrer" target="_blank">&gt;&gt;383</a> <br> 3世なんか日本人と変わらん <br> ソースは俺 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:19.22 ID:dHKjTSUK0<> デスぺこらの負け <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:19.37 ID:wEcIKSWm0<> こーれもう無理です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:20.24 ID:tkC0il7z0<> また来週やるわ！ <br> オツペコシタ笑 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:20.42 ID:fpWfaQsi0<> ぺっさんこれ何版？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:20.41 ID:+8HCo7cN0<> 全然攻撃できてない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:21.35 ID:a9upxI2T0<> 【ヴァロ】 <br> ヴァロはにじさんじの物となりました <br> https://i.imgur.com/bwwSzau.jpg <br>  <br> https://pbs.twimg.com/media/FuY3LQQaQAEhHFz.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:21.71 ID:Xfrd/V++0<> ぺこらRPG下手すぎだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:23.07 ID:mP7oc2970<> デスぺこらさんはよ枠閉じてもろて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:26.56 ID:5Ypo1Rjn0<> レベルが足りないんだよ裏で50まであげとけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:29.60 ID:fb6kfilR0<> こっから奇跡のメガザルよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:29.83 ID:YDzIlK360<> ぺこら負けです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:30.64 ID:T07CQ3QE0<> よく見るのはボロボロにされて最後に残ったブライ、トルネコ、ドランあたりが決めるパターン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:34.83 ID:e8sH8U5L0<> ぺっさん負け確 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:40.13 ID:YDzIlK360<> デスぺこらの負け？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:40.52 ID:opV9LqI30<> <a href="../test/read.cgi/livemegami/1682241016/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br> ビックリしてお前の方に倒れるぞいやマジで <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:43.35 ID:91lMDAPe0<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> うわw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:45.47 ID:WpBwKX6y0<> あらｗメガザルないがｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:47.10 ID:JoeX2Kc50<> メルさんこれお客さんはどうやって2階まで上がるの…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:47.67 ID:hNiE7UTi0<> これ「浮気なの？」の後なんて言ってるか聞き取れる奴いる？ <br> マジで何言ってるかわかんなかった <br> ttps://youtu.be/q_nOhoFeCCU?t=1066 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:49.10 ID:8rf/JLhm0<> メラゾーマもないメガザルもない <br> ざこーら… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:52.80 ID:Ao5PbmRw0<> もう無理だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:53.04 ID:OymWJbUx0<> ぺこちゃん魅せるねぇ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:22:53.36 ID:iUtZuo2K0<> ガンマ質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:22:57.61 ID:4YVgPAb10<> いっぱい死んでて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:02.82 ID:7VNdQ2fy0<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> 普通にタイミング悪いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:03.43 ID:ATq9Mq/C0<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> いやぶいすぽのだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:05.62 ID:fYPb+CjB0<> 時の砂使えってガイジコメあるがレベルあげたり賢者石持たせるの変えたりとかだろまずは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:06.11 ID:YclV7xZt0<> <a href="../test/read.cgi/livemegami/1682241016/536" rel="noopener noreferrer" target="_blank">&gt;&gt;536</a> <br> ラミィかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:11.22 ID:HF5EbYAT0<> オワオワリでーす <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:11.92 ID:3XuFNu7I0<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:14.74 ID:rW60Ej5Y0<> 夜見るものなさすぎね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:23:14.89 ID:iWlOSwSJ0<> マリンのメン限いっつもエロの話しかしてねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:23:16.05 ID:a9upxI2T0<> 【ルイ友】 <br> ルイ友は心の準備をしておいてください <br> だそうです <br>  <br> https://i.imgur.com/qLAEVv0.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:15.84 ID:TL7AS9vS0<> 死屍累々 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:16.23 ID:ezfu3sOj0<> メガザルの腕輪発動しねえじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:22.09 ID:rSA6MfBA0<> 全滅確定だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:23:23.80 ID:Z36I36FZ0<> 逝きすぎぃ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:23:23.85 ID:h5KObl4e0<> マリンは今日2回行動しなきゃ普通にダメじゃね？ <br> こんな直前でメン限って普通に考えてリスナー騙してるみたいなもんじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:23:24.35 ID:Z36I36FZ0<> 逝きすぎぃ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:25.47 ID:/bFwyE3Q0<> ぺっさん全滅あるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:26.06 ID:ytkNxt9i0<> <a href="../test/read.cgi/livemegami/1682241016/469" rel="noopener noreferrer" target="_blank">&gt;&gt;469</a> <br> すぎやまこういちは死んだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:28.61 ID:mFkncgfi0<> デスぺこらをだせ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:29.19 ID:KqUo6tDt0<> レベル35～38くらいないときつい <br> 40あれば余裕だけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:29.82 ID:w20/kgsK0<> デスピサロの適正レベルは極限曰く36です&#128526; <br> ぺっさんが下手なだけです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:33.62 ID:Ol7vvaTh0<> なちょの声、ぎりぎりかわいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:34.32 ID:NIIKJQRz0<> ホロライブの王に立ちはだかる角の化け物… <br> これラプラスダークネスだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:35.12 ID:UZfJcgqw0<> <a href="../test/read.cgi/livemegami/1682241016/536" rel="noopener noreferrer" target="_blank">&gt;&gt;536</a> <br> ここで言われても知らんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:35.72 ID:gAU1hg420<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> 彼氏も参加するんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:41.60 ID:fb6kfilR0<> 詰んだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:41.78 ID:iSEvsHWU0<> <a href="../test/read.cgi/livemegami/1682241016/559" rel="noopener noreferrer" target="_blank">&gt;&gt;559</a> <br> 意外と引き出し少ないんだなマリンって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:45.43 ID:uzezaRBq0<> すげーいいとこでグルッてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:46.38 ID:wEcIKSWm0<> YouTubeドクターストップです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:47.64 ID:+2UNbJwt0<> つべおわってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:23:48.22 ID:/1ZmnNn/0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> え <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:51.15 ID:64vj15700<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> ルイ何かお披露目あるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:54.14 ID:qa12qRvF0<> たまきん！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:23:54.53 ID:e7ttpQjU0<> <a href="../test/read.cgi/livemegami/1682241016/438" rel="noopener noreferrer" target="_blank">&gt;&gt;438</a> <br> メタカード&#127924;&#129295;&#128513; <br> https://i.imgur.com/pBkhFve.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:55.61 ID:aerjsmqi0<> ラミィでさえレベル40必要だったからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:56.27 ID:PpEQZzum0<> タロットは無理やろ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:23:59.95 ID:pPiLb/mj0<> タロットはねぇよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:06.80 ID:y5+kVqNW0<> <a href="../test/read.cgi/livemegami/1682241016/524" rel="noopener noreferrer" target="_blank">&gt;&gt;524</a> <br> 土日の俺じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:07.24 ID:MfW+aFuG0<> いま <br> せいじゃくのたまきん <br> って言った？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:08.63 ID:OymWJbUx0<> ここでグルグルやめて&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:24:10.49 ID:dh5m4xUB0<> <a href="../test/read.cgi/livemegami/1682241016/488" rel="noopener noreferrer" target="_blank">&gt;&gt;488</a> <br> でもエスタークよりダークドレアムの方が強くね？ <br> テリワンだとドレアム最強だったぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:24:11.63 ID:SyXQjfIg0<> デスピサロとff10のラスボス（父親）はどっちが強いの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:12.51 ID:WpBwKX6y0<> もろてちゃんはレベル40やったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:12.33 ID:kiFVpfAQ0<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> このタイミングでやったら掘られまくられそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:18.33 ID:uzezaRBq0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> さよなら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:18.06 ID:fb6kfilR0<> 奇跡のN字どりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:22.23 ID:ctjbs3UZ0<> 流石にニズゼルファを51レベルで倒した加藤純一は凄いよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:22.68 ID:lcguQPT70<> N字どりゃああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:26.82 ID:bkSYR9mW0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> まーたこいつ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:31.22 ID:oqOwB0Dc0<> 2chでニート勇者あったのおもいだしたけど、あれって4か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:24:32.60 ID:iUtZuo2K0<> <a href="../test/read.cgi/livemegami/1682241016/592" rel="noopener noreferrer" target="_blank">&gt;&gt;592</a> <br> 流石にジェクト <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:33.29 ID:DFDOjRfr0<> レベル99まであげろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:36.27 ID:qa12qRvF0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> &#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:37.17 ID:L3J51X070<> <a href="../test/read.cgi/livemegami/1682241016/546" rel="noopener noreferrer" target="_blank">&gt;&gt;546</a> <br> GPS付けるんですけど、じゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:38.66 ID:cUDxaWM00<> <a href="../test/read.cgi/livemegami/1682241016/571" rel="noopener noreferrer" target="_blank">&gt;&gt;571</a> <br> 勇者以外のレベルみてみ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:38.84 ID:DOXk4Vg60<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> ヴァロさんじ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:39.24 ID:qAkIGKIV0<> もうアリーナメガザルしか無理だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:39.98 ID:pcLXyxIO0<> <a href="../test/read.cgi/livemegami/1682241016/546" rel="noopener noreferrer" target="_blank">&gt;&gt;546</a> <br> GPS着けるんですけどみたいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:41.78 ID:QJ9d+hXI0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> holox新衣装来るか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:43.39 ID:L74jjxrt0<> ホロぐらでクソガキが急にちんちんちーんとか言い出してビビったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:44.98 ID:aerjsmqi0<> メルさん1万いきそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:45.17 ID:pGQbm5cT0<> https://pbs.twimg.com/media/FuY0XoPaIAERz8r.jpg <br> https://pbs.twimg.com/media/FuY0X-caEAA9CXk.jpg <br> https://pbs.twimg.com/media/FuY02IsaAAAZgz3.jpg <br> https://pbs.twimg.com/media/FuY1IwDaAAAoege.jpg <br>  <br> グエルくん1期から変わりすぎだろ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:24:45.73 ID:a9upxI2T0<> たむたむ&#12316;&#128557; <br> https://i.imgur.com/xkcjn3L.jpg <br> https://i.imgur.com/fFJEYJy.jpg <br> https://i.imgur.com/KzM0JTm.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:48.44 ID:N9CIDI/50<> N字ったか <br> まあ3万は行ったからええけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:49.07 ID:fb6kfilR0<> なんか急にぐるぐるひでえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:51.88 ID:7VNdQ2fy0<> 半端に蘇生してもブレスで焼かれるのこっわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:24:53.05 ID:mP7oc2970<> グルグルやめーや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:54.06 ID:F/9vX6vu0<> <a href="../test/read.cgi/livemegami/1682241016/571" rel="noopener noreferrer" target="_blank">&gt;&gt;571</a> <br> じゃあ今のレベルだとぺっさん無理じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:54.04 ID:OkeqcwhT0<> <a href="../test/read.cgi/livemegami/1682241016/590" rel="noopener noreferrer" target="_blank">&gt;&gt;590</a> <br> ここで言われても知らんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:56.65 ID:y5+kVqNW0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> ルイ友開示か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:57.53 ID:/bFwyE3Q0<> ぐるぐるやべーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:24:58.01 ID:ZLWgxG6o0<> <a href="../test/read.cgi/livemegami/1682241016/591" rel="noopener noreferrer" target="_blank">&gt;&gt;591</a> <br> テリーが弱いからじゃない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:25:02.80 ID:fgmiX8In0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> ある意味絵師ガチャ失敗だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:25:03.35 ID:45SLVLMt0<> <a href="../test/read.cgi/livemegami/1682241016/571" rel="noopener noreferrer" target="_blank">&gt;&gt;571</a> <br> 30台は数レベル差でメラゾーマとか覚えるから無茶苦茶変わる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:25:03.29 ID:OzAXXbgy0<> YouTubeももう諦めろと言ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:25:04.12 ID:dh5m4xUB0<> <a href="../test/read.cgi/livemegami/1682241016/546" rel="noopener noreferrer" target="_blank">&gt;&gt;546</a> <br> GPSつけるんですけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:25:08.53 ID:+2UNbJwt0<> ぺっさんってドラクエいっぱいやってんのに全然わかってねえのな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:25:08.82 ID:KbMi83sI0<> <a href="../test/read.cgi/livemegami/1682241016/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> あの、明日のその時間ZETA戦あります <br> こいつらvaloアンチかる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:25:10.94 ID:CgPazQoD0<> これぺこらのPCオンボロだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:25:11.08 ID:ta8tMAqi0<> <a href="../test/read.cgi/livemegami/1682241016/592" rel="noopener noreferrer" target="_blank">&gt;&gt;592</a> <br> 今日デスピサロ倒せればジェクトのが強いな <br> あっちは３日かけたし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:25:12.12 ID:qAkIGKIV0<> <a href="../test/read.cgi/livemegami/1682241016/560" rel="noopener noreferrer" target="_blank">&gt;&gt;560</a> <br> こいつほんま… <>
