名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/11/29(火) 21:18:55.14 ID:8WUE78S10<> えっちすぎる <>6期のエロライブ王 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:01.21 ID:khd7p0pN0<> ６期生単位 <br> １山田（８万） <br> １ルイ（１１万） <br> １コヨ（９万） <br> １さかまた（１０万） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:02.25 ID:N+506SUX0<> 歌枠では可愛い系の曲が多いけどライブではこのセトリってことは本人はこういう曲を歌いたいんだろうな本当は <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:02.53 ID:Fxf2sRNf0<> マスクする→マスク派登山 <br> マスク外す→素顔派登山 <br> 永久機関やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:02.96 ID:e73nFuYT0<> 直前で下山w <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:03.39 ID:hOAsc03b0<> 寸止めやめて&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:03.29 ID:SJMhytJj0<> 下山は草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:03.72 ID:lqte+5Ir0<> 下山すなー！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:03.49 ID:yvIKZ/3L0<> 10万こねええええええええええええええええええ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:03.91 ID:U68UD0ss0<> 沙花叉そのうちすいちゃんと同じ声になりそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:04.55 ID:xOKt+ioM0<> 歌うたびに下山するのやめなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:05.08 ID:oH2DYWx40<> <a href="../test/read.cgi/livemegami/1669724335/462" rel="noopener noreferrer" target="_blank">&gt;&gt;462</a> <br> これ最後に10万いって楽しかったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:05.17 ID:Dr9hDh7E0<> <a href="../test/read.cgi/livemegami/1669724335/462" rel="noopener noreferrer" target="_blank">&gt;&gt;462</a> <br> あっこりゃあああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:05.33 ID:1ywDR73b0<> あまりに記念ライブっぽさなくないか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:06.17 ID:LfRCxsfP0<> もしかして俺が中身でも結構見てくれる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:06.65 ID:GaSb1ttc0<> そろそろ「ちゃんと歌上手い人」JPに入れてほしいわ <br> すいちゃんが代表みたいな状態になってるのちょっと物足りない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:08.20 ID:8CxXOg1A0<> 選曲ミスったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:08.73 ID:/DaxraH60<> 下山どりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:08.42 ID:2+pLLtP50<> 黒沢みたいな歌い方やめろ&#128544; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:08.30 ID:QHrXQ6fx0<> 99800どりゃああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:09.23 ID:O7ePnjj60<> 10万どりゃああああああああああああああああああああああああ・・・・あ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:10.45 ID:v/noL/PE0<> 届かねぇw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:10.76 ID:eLQJWwA70<> <a href="../test/read.cgi/livemegami/1669724335/500" rel="noopener noreferrer" target="_blank">&gt;&gt;500</a> <br> 本物に寄せるとBANされる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:11.16 ID:dTtkWauy0<> ファンさ歌えば10万行きそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:11.83 ID:yX/LBCNM0<> しゃかまた早くいかせてくれ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:12.15 ID:9hFmmDwL0<> <a href="../test/read.cgi/livemegami/1669724335/490" rel="noopener noreferrer" target="_blank">&gt;&gt;490</a> <br> 見てないし&#128535; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:12.53 ID:TBeuplEX0<> 10万焦らしライブ <br> エッチなんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:13.40 ID:FwTXDEVd0<> 素人目では声量いりそうなんばっかだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:13.59 ID:q44xj4yq0<> やっぱ茶番ないほうがええな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:13.58 ID:2hvqhxZz0<> 10万行かず <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:14.05 ID:yg/u8YW10<> なんだろうこの気持ち <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:14.41 ID:9WDaqMT70<> <a href="../test/read.cgi/livemegami/1669724335/490" rel="noopener noreferrer" target="_blank">&gt;&gt;490</a> <br> 見てないし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:15.21 ID:IKW6b/Pk0<> 10万寸止め半端ないなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:15.58 ID:A7U7iXEK0<> 6期生周年ライブ <br> さかまた <br> ルイ <br> ー10万の壁ー <br> こより <br> 山田 <br>  <br> これどうすんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:16.21 ID:pi+qcbOb0<> <a href="../test/read.cgi/livemegami/1669724335/295" rel="noopener noreferrer" target="_blank">&gt;&gt;295</a> <br> 配信歴がないとホロライブには入れません <br> だから入ってくるのは個人勢か底辺箱出身のアイドル才能のない奴らばかり <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:16.04 ID:IgmdMW7g0<> イケそうでイケない&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:17.38 ID:AueJYEQO0<> 10万いけー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:17.42 ID:dHbc46yX0<> 皮がかわいいなぁしか感想がない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:18.04 ID:rVEmtSMc0<> なんで１０万手前でじらすんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:19.13 ID:3zYkAvh90<> おっさん向きよりは女性向きの曲ばっかやな <br> 女飼育員いるんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:19.78 ID:dAMMMs5P0<> ぺこらが言ってたのまんまになったな <br> エロに頼るとそればっかになるって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:20.03 ID:PeOENv1V0<> さかまた～イカせてくれ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:20.14 ID:/CV6z7vH0<> まあまあ微妙なライブなのに持ち前の華だけで戦ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:21.97 ID:Dr9hDh7E0<> 静かな演奏)  <br> (長瀬ソロ)ふーん エッチじゃーん 我が友よ 冒険者よ ふーん エッチじゃーん 旅立つ人よ 勇者であれ  <br> (トキオコーラス)ハー ハー ハー(高音)  <br> (城島茂)アガナトゥーラブ(超高音)  <br> (演奏盛り上がり)  <br> (ここからＴＯＫＩＯ&肩を組んだなんj民大合唱)  <br> ふーん！！！！！！！！！！エッチじゃーん！！！！！！！！！！！！！！！！！！！！  <br> 我～が友よ！！！！！！！！！！！！！！！！！！！！冒険者よ！！！！！！！！！！！！！！！！！！！！  <br> ふーん！！！！！！！！！！！！！！！！！！！！エッチじゃーん！！！！！！！！！！  <br> 旅立つー！！！！！！！！！！人よ！！！！！！！！！！  <br> 勇者であれ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！  <br> (ﾁｬﾁｬﾁｬ!!!!!!!!!!!!!!!!!!!!!!!)  <br> ふんエッチじゃーん！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:22.81 ID:UOwwd/K00<> なにこの焦らしプレイ <br> はよいけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:22.86 ID:F//ZJOxW0<> ゲスト無し10万はちょっと異次元すぎてやばい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:23.12 ID:GXMkh5fd0<> 歌で下山は褒められないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:23.80 ID:vLSY/myH0<> <a href="../test/read.cgi/livemegami/1669724335/232" rel="noopener noreferrer" target="_blank">&gt;&gt;232</a> <br> こよりなんか再生数トップクラスだし6期は切り抜き人口も強いしな <br> 同接なんか古い指標だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:24.62 ID:qH/81NYL0<> まあでもこれがしゃかまたのやりたかった事なんだろう <br> その辺は山田と同じよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:25.38 ID:XuiBc1wU0<> <a href="../test/read.cgi/livemegami/1669724335/418" rel="noopener noreferrer" target="_blank">&gt;&gt;418</a> <br> 外套でっか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:25.73 ID:yyVTrj9h0<> ボカロP曲は軒並みクソダサいし質あるバンド曲やるとオケしょぼいし悲しいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:27.77 ID:l1sDzlwc0<> ソロ10万どりゃああああああああああああああああああああああああああああああああ　てやりたいから歌で下山するのやめて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:27.78 ID:CIPMFtbv0<> さかまたは焦らすよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:27.88 ID:ZUZTPIBj0<> しゃかまたの10万焦らしプレイ&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:28.16 ID:yyHO0wOF0<> 助手イライラで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:29.09 ID:E2OEgPHk0<> しゃかまたの寸止めプレイ&#127812;&#128166; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:29.78 ID:8S3TP2Vk0<> <a href="../test/read.cgi/livemegami/1669724335/408" rel="noopener noreferrer" target="_blank">&gt;&gt;408</a> <br> かなたそも多分こんな感じで自己満足の塊になりそうだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:30.03 ID:bWLTNixs0<> よし、側転すべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:29.64 ID:+lPVpx1I0<> そんなよくわかんねえ曲じゃなくてホロのオリ曲歌っときゃいいんだよ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:30.08 ID:AWyjM4LE0<> エロ求めて下山と登山繰り返すのやめろｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:30.08 ID:uu0G1jEY0<> 10万いかねええええええええええええ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:31.12 ID:Ic4468T90<> 沙花叉もあれか自分が歌いたい曲と求められている曲にギャップがあるやつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:31.96 ID:AN6heZ7m0<> 乗馬マシン乗るだけで勝ち確定の容易い戦いやったろ... <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:32.65 ID:y/x/fPRQ0<> ガワと歌が相殺しあっている <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:32.69 ID:tq33APvi0<> いや <br> 鳥の詩歌えよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:33.09 ID:B52o8VbD0<> 圧倒的カラオケ感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:32.85 ID:wFudIGD/0<> 茶番部分で毎回3000ぐらい積んで歌で1000下山してるから次の曲で10万いくだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:33.47 ID:FLZCRaYu0<> その声は誰やねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:33.13 ID:Ia/slV4q0<> 生にこだわるさかまたいいぞぉ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:34.30 ID:N+7ojBZq0<> 選曲なんてミュートしとけよアホか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:35.02 ID:JLIcWE7+0<> 正直歌唱力が足りてない <br>  <br> もっと簡単な歌にしろｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:35.28 ID:il77QJh60<> <a href="../test/read.cgi/livemegami/1669724335/537" rel="noopener noreferrer" target="_blank">&gt;&gt;537</a> <br> もうそうとしか聞こえないんだが&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:35.31 ID:JF90OSlV0<> クロエに合ってる曲ってどういうのだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:38.13 ID:9pcEHG3i0<> さかまたのおっぱいって服が揺れてるだけだよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:37.67 ID:dadERBqh0<> 10万はよ！ <br> 服脱いだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:39.36 ID:H3o0v5Ma0<> <a href="../test/read.cgi/livemegami/1669724335/441" rel="noopener noreferrer" target="_blank">&gt;&gt;441</a> <br> ござるはケロケロ系じゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:40.96 ID:siF0kS+B0<> 歌じゃなくてパンツで盛り上がるからな <br> 何とも言いがたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:41.67 ID:PLT0g4hq0<> しゃかまたはマジでかわいく歌ったほうがいいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:41.48 ID:KMBCxqB10<> <a href="../test/read.cgi/livemegami/1669724335/519" rel="noopener noreferrer" target="_blank">&gt;&gt;519</a> <br> 歌うとスタンプ連打で重くなるから <br> 下山する <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:43.95 ID:qwRnYsEs0<> いっそすいちゃんの曲でも歌ってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:45.34 ID:xR+lXrDa0<> 下山したり登山したり安定しないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:45.73 ID:1mTdESvj0<> スンドメやめちくり～&#127812;&#128162; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:46.21 ID:TGSu70cF0<> <a href="../test/read.cgi/livemegami/1669724335/480" rel="noopener noreferrer" target="_blank">&gt;&gt;480</a> <br> でも星街はアイドルソングっぽくないじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:46.81 ID:D01Ga3v30<> スローテンポで感情乗せまくって歌うような曲が好きなのかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:47.11 ID:USOaYQ030<> 絶望的に歌いたい曲と歌える曲が合致しないんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:47.55 ID:h3WJDJ8C0<> <a href="../test/read.cgi/livemegami/1669724335/490" rel="noopener noreferrer" target="_blank">&gt;&gt;490</a> <br> 誰？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:49.17 ID:lqte+5Ir0<> 早くどりゃあああさせてくれ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:50.16 ID:s61tQZHB0<> 選曲どうにかしろ、ルイは知らない曲でも初見でノれる選曲してきたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:49.97 ID:XIa3lsbm0<> まじで歌と連動して下山すんのな、ギャグみてぇw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:50.53 ID:xm1EU/fR0<> ねぇ… <br>  <br>  <br>  <br> なにこの乗れない曲？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:50.88 ID:NZ6ncg510<> 98,768 人が視聴中  27 分前にライブ配信開始  <br>  <br> 下山止まりません！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:51.08 ID:hcOgACDm0<> <a href="../test/read.cgi/livemegami/1669724335/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> 脱いでくれるなら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:51.48 ID:g1O2KekT0<> いや有名なのばっかだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:51.74 ID:Tjpy6LiJ0<> <a href="../test/read.cgi/livemegami/1669724335/415" rel="noopener noreferrer" target="_blank">&gt;&gt;415</a> <br> 初動でコケた人が盛り返すのは難しいからなぁ・・・ <br> アイリスはプロデュース次第でもっと上に上がれたけど、ここから這い上がるほどの才能はないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:52.05 ID:idXqmZX00<> でも知らん曲多いのに良くやってるほうだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:52.09 ID:vA8u0wl10<> こう言う曲はルイ姐に任せとけばいいの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:52.69 ID:5h4HjEKr0<> るーちゃあああああああああああん <br>  <br> 99,849 【#沙花叉クロヱ1周年記念ライブ】シャチ出没中【沙花叉クロヱ/ホロライブ】 <br> 98,486 【#潤羽るしあ生誕祭】祝３DLIVE！！with３期生☆【潤羽るしあ/ホロライブ】 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:53.86 ID:N+506SUX0<> さっきのみこちも３万行きそうでなっかなか行かなかったし何なんだろうなこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:55.12 ID:Dr9hDh7E0<> えっちだ…ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:55.56 ID:TJo+rqJM0<> 今のとこホロアンで実況するには微妙だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:56.73 ID:mSuB/V6C0<> ダメだ下山してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:57.23 ID:OswPw72L0<> <a href="../test/read.cgi/livemegami/1669724335/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> スバルはゲスト一曲だし序盤だったけど一曲入るだけでソロじゃないからなあ <br> まあよく登山し続けた方 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:58.21 ID:CHsgnMtb0<> 10万行ったら都合悪い人がブラバしてるんだろうなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:58.66 ID:QHrXQ6fx0<> やはり華の壁が分厚いな <br> だがさかまたお前なら超えられる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:59.06 ID:CpxO+zhY0<> 反応に困る曲ばっかやってたらそら下山するよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:24:59.04 ID:sun9xDLF0<> こんな数字の稼ぎ方しか出来ないならFC2に誘導すれば？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:00.12 ID:UMt9Q2cd0<> 下山かぁマジかぁ <br> お前ら収録のほうがいいの？？ <br> あんなん偽物やで？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:24:59.81 ID:JcOgkbRR0<> <a href="../test/read.cgi/livemegami/1669724335/463" rel="noopener noreferrer" target="_blank">&gt;&gt;463</a> <br> 俺みたいにそろそろ歌パート終わったか？って確認しては視聴やめるやついるんだと思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:00.67 ID:mL6JZSf20<> <a href="../test/read.cgi/livemegami/1669724335/522" rel="noopener noreferrer" target="_blank">&gt;&gt;522</a> <br> 半分だけのバージョンがいるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:02.21 ID:yX/LBCNM0<> しゃかまた早くおっぱい出せ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:03.12 ID:ooMdYMvM0<> 10万どりゃ… <br>  <br> 10万どりゃ… <br>  <br> 10万どりゃ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:03.41 ID:1RyC7lVD0<> サブカル方面にいきたいのは分かるけど練習しようよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:03.46 ID:uVycpjyl0<> 曲選微妙すぎん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:03.57 ID:Ngry/11/0<> また側転しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:03.72 ID:xQ8h3Zug0<> 9.8から微動だにしないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:04.18 ID:Ih7Q45l70<> 焦らしプレイされてるわ <br> エロパートどうせあるやろ発射はまだはやい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:05.23 ID:K9SZpi0k0<> <a href="../test/read.cgi/livemegami/1669724335/558" rel="noopener noreferrer" target="_blank">&gt;&gt;558</a> <br> コスプレしてる奴はめちゃくちゃ多いが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:06.12 ID:hOAsc03b0<> どりゃ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:06.46 ID:x66Jz6aB0<> ライブの選曲ではないな趣味カラオケ <br> そこらへんはルイの方が流石にわかってるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:07.78 ID:3nh5wbrv0<> さかまたさぁ、、、 <br>  <br>  <br>  <br> お前マリンに選曲してもらえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:08.02 ID:ESa2N8a20<> クルーそういうことか…？ <br> あくあを抜かれそうだからってひどいぞ？&#128517;&#128400; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:09.50 ID:IKW6b/Pk0<> <a href="../test/read.cgi/livemegami/1669724335/519" rel="noopener noreferrer" target="_blank">&gt;&gt;519</a> <br> 知らん曲だとどうしても下山する <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:10.12 ID:4n7eD5lk0<> <a href="../test/read.cgi/livemegami/1669724335/615" rel="noopener noreferrer" target="_blank">&gt;&gt;615</a> <br> あっこりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:10.76 ID:ARlhLeSA0<> <a href="../test/read.cgi/livemegami/1669724335/575" rel="noopener noreferrer" target="_blank">&gt;&gt;575</a> <br> それでいいよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:10.87 ID:mWucDMNj0<> <a href="../test/read.cgi/livemegami/1669724335/232" rel="noopener noreferrer" target="_blank">&gt;&gt;232</a> <br> holoX叩いてるのこことか好き嫌いとかそういうとこだけでグッズも売れてる方だし… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:10.90 ID:kleUkgXN0<> 上手い下手の前に本職飼育員ってこのセトリについていけるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:11.28 ID:jqvOvihG0<> 好きな曲と合ってる曲が一致してない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:10.97 ID:qbOsr7SK0<> もっと幼稚園児が喜ぶような曲やろう&#129311; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:11.73 ID:rVEmtSMc0<> <a href="../test/read.cgi/livemegami/1669724335/232" rel="noopener noreferrer" target="_blank">&gt;&gt;232</a> <br> だから雪民が必死に6期の対立煽りやってんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:25:11.73 ID:oH2DYWx40<> <a href="../test/read.cgi/livemegami/1669724335/582" rel="noopener noreferrer" target="_blank">&gt;&gt;582</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:14.11 ID:ly09oqGm0<> 10万直前で停滞してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:16.25 ID:Vn/LHBCV0<> 歌終わりに10万くっぞ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:17.29 ID:yY89yXeS0<> 歌下山どりゃあああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:18.43 ID:eLQJWwA70<> もう歌いながら側転しろｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:18.76 ID:4HqKSU+H0<> <a href="../test/read.cgi/livemegami/1669724335/534" rel="noopener noreferrer" target="_blank">&gt;&gt;534</a> <br> ほかのV見てみなよ <br> だいたい変わらんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:25:20.41 ID:kRHDJzHv0<> 10万ど <>
