名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/27(金) 22:42:20.87 ID:yy5GyaAj0<> みてください <>んなクラ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:53:03.50 ID:QIqPmX/H0<> <a href="../test/read.cgi/livemegami/1674826940/497" rel="noopener noreferrer" target="_blank">&gt;&gt;497</a> <br> 好きなもの以外で腹を満たしたくないから絶対やらないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:04.54 ID:6nwlgEJg0<> マスボまでなんて俺でも無敗で到達できたし <br> 何時間もかかってたこよりやぺこらが異常なレベル <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:05.41 ID:VJ8dCabX0<> <a href="../test/read.cgi/livemegami/1674826940/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> お前あくたん叩いてるけど&#129315;&#129315;&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:06.23 ID:JUzy34LO0<> ファーストテイクに青春のサウンドGO!!!来たああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:07.02 ID:v5FpeVrd0<> <a href="../test/read.cgi/livemegami/1674826940/538" rel="noopener noreferrer" target="_blank">&gt;&gt;538</a> <br> FEおじさんも怖いぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:08.52 ID:g2ypVrkN0<> んーなのマイクラrustの配信にしか見えん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:11.99 ID:SgUOIqtj0<> あくたんも余も配信してる！ <br> 2023年のホロライブはちょっと違うぞ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:12.46 ID:cIx8nAGj0<> あくたんすげえ勝率100%かよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:12.87 ID:aofidXi50<> <a href="../test/read.cgi/livemegami/1674826940/517" rel="noopener noreferrer" target="_blank">&gt;&gt;517</a> <br> ロリ体型だしそんなもんだろ <br> わためは変だけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:15.44 ID:R19iMb000<> 実力差のあるチームでも勝てる問題ばらばらがいいのか揃えたほうがいいのか分からねーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:15.89 ID:bxfu7JbT0<> 厨パやん <br> あくたんらしくていいけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:53:16.61 ID:VOzhb1UB0<> <a href="../test/read.cgi/livemegami/1674826940/503" rel="noopener noreferrer" target="_blank">&gt;&gt;503</a> <br> 多少フォトリアルに近づいたから気に入って続いてくれるといいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:17.19 ID:jm41a+JF0<> あじソード見るべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:16.95 ID:LhWOdSIa0<> 山田復帰きたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:19.42 ID:rMlTjoDa0<> <a href="../test/read.cgi/livemegami/1674826940/542" rel="noopener noreferrer" target="_blank">&gt;&gt;542</a> <br> なんで？頑張ってるやん&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:53:23.04 ID:hiFcQv3X0<> みこち帰宅です <br> 居残りエッチ終わりました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:25.27 ID:e12zVDVq0<> <a href="../test/read.cgi/livemegami/1674826940/492" rel="noopener noreferrer" target="_blank">&gt;&gt;492</a> <br> クルーは時代に取り残されてるからしょうがない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:28.74 ID:+bKufCOk0<> <a href="../test/read.cgi/livemegami/1674826940/540" rel="noopener noreferrer" target="_blank">&gt;&gt;540</a> <br> ARKとおんなじくらいじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:53:28.61 ID:f8N2KHzo0<> あくあがリスナーのラジコンになっててびっくりした <br> 人って変わるもんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:28.82 ID:K8pGTk1r0<> 山田まじじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:53:32.66 ID:x0u4I3K+0<> みこちがしらけん加入した場所じゃん懐かしいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:38.61 ID:/T6CJtpk0<> 2万超えないとマジ？2軍じゃん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:44.07 ID:PpxwwjIn0<> あくたんのパーチーもかなり古いね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:44.89 ID:5BPVbvw60<> チームデュエルなら早さが大事だから1対複数でも予測ゲスでいい勝負になる <br> 相手がいるから時間無制限シングルとは別ゲー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:53:45.58 ID:lt6bhJXT0<> いやぺこらがタイマンコラボしてつまんなかったことないだろ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> ないよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:46.11 ID:K++Txybb0<> あくたんのパーティガチモンで崩壊しないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:47.74 ID:9sudUK3Z0<> エムブレマーってドラクエよりやばいイメージがある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:47.85 ID:YDsi7Jnx0<> 山ちゃん戻ってくんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:48.13 ID:87LvzQOe0<> <a href="../test/read.cgi/livemegami/1674826940/553" rel="noopener noreferrer" target="_blank">&gt;&gt;553</a> <br> 今のFEってぬるいんじゃなかったっけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:49.71 ID:3049ibqI0<> ロトムいらんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:50.19 ID:Q6EpoEwf0<> (  ･&#7620;&#7109;･&#7621; )せんたくたんとあくたんざんって <br> (  ･&#7620;&#7109;･&#7621; )ネーミングセンスいいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:51.70 ID:WelViFAa0<> フレアおうち作んないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:55.91 ID:aonpdnGF0<> <a href="../test/read.cgi/livemegami/1674826940/523" rel="noopener noreferrer" target="_blank">&gt;&gt;523</a> <br> 今度やってくれるといいな <br> ペコねねスバのえで結構質出せてたし他のホロメンもやってくれたらいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:56.25 ID:rSkP26HQ0<> <a href="../test/read.cgi/livemegami/1674826940/521" rel="noopener noreferrer" target="_blank">&gt;&gt;521</a> <br> ソロ配信ならともかくコラボとかは自分のペースで配信終われないんだから同じ日にしなけりゃいいのにな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:57.66 ID:ZYLoYnC40<> これはなんの差なの？ <br> https://i.imgur.com/jRVtLPZ.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:53:58.00 ID:Pkr5sRvB0<> ラプたんおかえり <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:01.54 ID:pDmvXe3+0<> <a href="../test/read.cgi/livemegami/1674826940/391" rel="noopener noreferrer" target="_blank">&gt;&gt;391</a> <br> キチガイしか買わんやん <br> ライトの事見えてないんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:04.23 ID:+bKufCOk0<> <a href="../test/read.cgi/livemegami/1674826940/567" rel="noopener noreferrer" target="_blank">&gt;&gt;567</a> <br> 剣盾もこんなんだったぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:04.41 ID:ilSdjV720<> 山ちゃん復帰マジ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:05.81 ID:YysPrkDz0<> 海外ランダムのジオゲッサーは地理、歴史、言語もろもろ教養全部いるからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:06.53 ID:oFriuem90<> ぺこら軍団　ぼっさん、ポルカ、ねねち <br> マリン軍団　ラミィ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:10.99 ID:tYrdVbca0<> さくらみこ&#127800;2/13~鳴門鯛焼本舗コラボ開始&#127881; <br> @sakuramiko35 <br> ・ <br> 49秒 <br> #りっちしょこら　 <br> 最高すぎた…( &#3665; &#9592;&#9653;&#9594; )&#10024;&#127869;&#127800; <br> 全部おいしすぎてお腹いっぱいやぁぁ！ <br> ちょこてんてー、るいるい <br> ごちそうさまでした…&#128519;&#10024;&#10024;&#10024; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:12.56 ID:aofidXi50<> <a href="../test/read.cgi/livemegami/1674826940/538" rel="noopener noreferrer" target="_blank">&gt;&gt;538</a> <br> FEおじさん侮ってる？やべぇぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:16.09 ID:YzLmAM/n0<> <a href="../test/read.cgi/livemegami/1674826940/552" rel="noopener noreferrer" target="_blank">&gt;&gt;552</a> <br> FLOW昔もっとイキってる見た目だったのにその辺のおじさんになってて悲しくなった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:16.92 ID:+NGdc8fy0<> いまだにポケモン配信なんてやってる事に驚くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:19.95 ID:L1RIemDk0<> <a href="../test/read.cgi/livemegami/1674826940/488" rel="noopener noreferrer" target="_blank">&gt;&gt;488</a> <br> 交尾 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/27(金) 22:54:20.90 ID:XrZye0b10<> FEって超絶デバフゲーじゃなかった？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:22.16 ID:OlVmggDb0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> 三期リレー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:23.41 ID:zr0oBGC20<> <a href="../test/read.cgi/livemegami/1674826940/432" rel="noopener noreferrer" target="_blank">&gt;&gt;432</a> <br> ホロアン限界集落じゃん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:23.66 ID:DP/IhAJq0<> <a href="../test/read.cgi/livemegami/1674826940/577" rel="noopener noreferrer" target="_blank">&gt;&gt;577</a> <br> 死んでもターン戻せるからぬるいとかいうレベルじゃ無いぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:25.96 ID:RzmigHFy0<> 山ちゃん復帰どりゃあああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:27.20 ID:TuiL5lX10<> 画面操作ひとりでチーム戦だと、効率が悪いまであるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:28.40 ID:SLxZVIy40<> <a href="../test/read.cgi/livemegami/1674826940/553" rel="noopener noreferrer" target="_blank">&gt;&gt;553</a> <br> エンゲージおじさんは怖いの？シコってそうなイメージしかないが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:29.06 ID:GLCOtEUD0<> スバルーナどりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:29.06 ID:DV8sqKpF0<> <a href="../test/read.cgi/livemegami/1674826940/335" rel="noopener noreferrer" target="_blank">&gt;&gt;335</a> <br> FFのラスボスにこんなのいなかった？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:28.86 ID:9cv970HV0<> むしろあずきちは誰かとやる方が確実にハンデになるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:29.11 ID:/XaqKUEe0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> 社長と無職の差 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:30.74 ID:QDqJtpaE0<> 山ちゃん復帰ってマジ？ <br> どこ情報よ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:31.57 ID:Zw4+Q0+40<> ラミィパズルは普通にできるのになんで普段のゲームは理解度致命的なん？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:33.64 ID:/MNWnGQ90<> あくたんが10秒で作ったクソみたいなキャラクリと違ってかわいいキャラ来たな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:33.86 ID:B1OCEuxo0<> <a href="../test/read.cgi/livemegami/1674826940/590" rel="noopener noreferrer" target="_blank">&gt;&gt;590</a> <br> はよ同時視聴しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:34.72 ID:PpxwwjIn0<> <a href="../test/read.cgi/livemegami/1674826940/551" rel="noopener noreferrer" target="_blank">&gt;&gt;551</a> <br> 35pはそういうやつなんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:34.84 ID:QIqPmX/H0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> 3期と4期 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:35.55 ID:93RmCRxE0<> スバルルーナからもらった菓子食ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:36.72 ID:0IqO9I2W0<> ぺこらのコラボ最近全部当たりだからまじで誰とやってもいい状態になってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:40.11 ID:L2DpIAvu0<> 山田マジ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:43.41 ID:wnS12FE/0<> <a href="../test/read.cgi/livemegami/1674826940/516" rel="noopener noreferrer" target="_blank">&gt;&gt;516</a> <br> 大放流あってそれはヤバいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:44.24 ID:w2uIlIDc0<> ジオゲの話引っ張ってて始まらねーわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:45.20 ID:pDmvXe3+0<> クソガキ関連のグッズ買うやつってもれなく死んだ方がいいキチガイだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:45.68 ID:jm41a+JF0<> 因みにDアニメのガンソードって水着回はアルパカなん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:45.80 ID:aonpdnGF0<> <a href="../test/read.cgi/livemegami/1674826940/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> 叩いてるやつおるのか？寧ろ褒めてね？ <br> 叩いてるやつはセンスないだけだからほっとけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:45.89 ID:JUzy34LO0<> <a href="../test/read.cgi/livemegami/1674826940/575" rel="noopener noreferrer" target="_blank">&gt;&gt;575</a> <br> ゲーム性的にどう考えてもそうだよな <br> むしろドラクエおじにやられるってのがおかしい気がする <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:47.30 ID:87LvzQOe0<> <a href="../test/read.cgi/livemegami/1674826940/598" rel="noopener noreferrer" target="_blank">&gt;&gt;598</a> <br> 過去作はうるさそうだけどやっぱそうだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:48.38 ID:aofidXi50<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> 普通フレア見るだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:48.51 ID:rsjSsR2K0<> 山田どりゃああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:49.25 ID:RzmigHFy0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> 一軍と三軍の差 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:49.13 ID:++0b56d+0<> 予定もないはずなのに何故か急に時間を気にしだすノエル正直面白い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:50.00 ID:GU7U0b7j0<> 山田復帰はツイないし <br> どこ情報だ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:52.04 ID:v5FpeVrd0<> <a href="../test/read.cgi/livemegami/1674826940/577" rel="noopener noreferrer" target="_blank">&gt;&gt;577</a> <br> 難易度による、最初のガイガイは難易度設定 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:52.30 ID:HSxM93WR0<> 身代わり悪巧み持ってるサーフゴーにチョッキ土下座で不意打ちしろって指示してる知的障害者全員ブロックしたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:54.88 ID:9sudUK3Z0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> 黄金の3期生と普通の4期生の差 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:54.56 ID:S3mQEGWD0<> にちなん厄介ファン連れて来るなよ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:55.22 ID:4MS6+fKM0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> ほんとハズレ世代だな4期 <br> かなたそ以外ろくなの居ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:56.10 ID:wtd+YgTj0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> ルーナで万超えなんて5回くらいしか無いんだけど <br> 9100でも快挙よ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:54:57.27 ID:dZ33xu3E0<> ノエルのオナニーよりバブ美のほうが引く <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:58.28 ID:Pkr5sRvB0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> フレアはマイクラだとバフがかかる <br> しらけんやら３期生やらの関係性によるものかわからないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:54:58.97 ID:KVJaLOZ60<> <a href="../test/read.cgi/livemegami/1674826940/626" rel="noopener noreferrer" target="_blank">&gt;&gt;626</a> <br> ホロアン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:01.64 ID:3049ibqI0<> あくたん負けます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:01.82 ID:V8FjSRzI0<> <a href="../test/read.cgi/livemegami/1674826940/533" rel="noopener noreferrer" target="_blank">&gt;&gt;533</a> <br> ホロメン叩いてんなら死んどけよおまえ&#9995;&#128562; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:02.07 ID:N5wZx3aG0<> <a href="../test/read.cgi/livemegami/1674826940/589" rel="noopener noreferrer" target="_blank">&gt;&gt;589</a> <br> ござる軍団勝ったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:02.61 ID:H2sFRgxV0<> こよりの方が上手いとか言ってるやつはエアプなのか配信見てないのかどっちだ？？？ <br> こよりは最後までとんぼがえりとボルチェンの仕様理解してなかったけどあくたんは二戦目から交代読みボルチェンで有利対面作ったんだが？？？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:03.29 ID:gGNh7ifq0<> みこち同時市長やんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:03.32 ID:l5yLM2TG0<> 今日みこ同時視聴やんの？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:55:03.96 ID:TuiL5lX10<> 手洗い！？！？！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:03.96 ID:YysPrkDz0<> そらマイクラはフレア見るわな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:08.88 ID:lt55pEDn0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> そりゃ3期と4期なら3期見るだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:08.94 ID:lzBNWp+m0<> <a href="../test/read.cgi/livemegami/1674826940/553" rel="noopener noreferrer" target="_blank">&gt;&gt;553</a> <br> 基本FEの方が地獄だけど新作ならまだセーフ <br> 過去作やると本気で地獄 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:09.67 ID:DP/IhAJq0<> <a href="../test/read.cgi/livemegami/1674826940/595" rel="noopener noreferrer" target="_blank">&gt;&gt;595</a> <br> キアラしかやってないからな <br> まあデバフだよ最近のは無駄に会話パートなげえし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:13.30 ID:12308TrZ0<> <a href="../test/read.cgi/livemegami/1674826940/391" rel="noopener noreferrer" target="_blank">&gt;&gt;391</a> <br> 普通に表情含めてイマイチだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:15.01 ID:a9gGVhiF0<> <a href="../test/read.cgi/livemegami/1674826940/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> そもそもマイクラやる予定はないって言ってたのに結局やってるって意味不明なんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:15.38 ID:bhMPmVqx0<> <a href="../test/read.cgi/livemegami/1674826940/565" rel="noopener noreferrer" target="_blank">&gt;&gt;565</a> <br> 久しぶりにクルーの実況見たけど <br> 同接にめっちゃ拘ってるノリがなんか昔のホロアンぽい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:18.19 ID:dmyhDDUf0<> <a href="../test/read.cgi/livemegami/1674826940/590" rel="noopener noreferrer" target="_blank">&gt;&gt;590</a> <br> みこちかわいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:27.43 ID:vIZ7a2+R0<> らぷーらに会いたすぎる&#129318;&#127996;&#8205;♂ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:30.68 ID:5BPVbvw60<> <a href="../test/read.cgi/livemegami/1674826940/600" rel="noopener noreferrer" target="_blank">&gt;&gt;600</a> <br> やったことあるやつなら当たり前にチームデュエルでやるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:30.38 ID:ZukSxUkm0<> <a href="../test/read.cgi/livemegami/1674826940/583" rel="noopener noreferrer" target="_blank">&gt;&gt;583</a> <br> マイクラおじさんが集結するかどうか <br> フレアはマイクラおじさんたくさん飼ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:31.50 ID:oH1SNy9M0<> スバル洗濯物手洗いとか大盛やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:33.18 ID:254lWGjB0<> つーかスバル明日何すんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:35.32 ID:+rwVqkCL0<> <a href="../test/read.cgi/livemegami/1674826940/540" rel="noopener noreferrer" target="_blank">&gt;&gt;540</a> <br> これエアプ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:37.17 ID:0sEUPqmR0<> 喜んでるIRyS可愛い&#128525; <br>  <br> IRyS&#128142;holoEN&#10024;@KimonoRyS aha @irys_en (2023/01/27 22:51:23) <br> I don't know if you guys are ready to see some IdolRyS?!&#10024;&#128142;I'll do my best to shine for this bright parade!!&#10084; <br>  <br> うおおおおおお輝け！IRyS!&#128588; <br>  <br> SPWN - https://virtual.spwn.jp/_events/23031801-jphololive4thfes <br>  <br> #ひろがるホロライブ <br> https://ohayua.cyou/twimg/Fne7AWYaEAQiEEP.jpg <br> https://ohayua.cyou/tweet/1618969921874182147/irys_en <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:55:38.44 ID:OPy28/GR0<> ルーナのマイクラの思い出が前世とまつりちゃがほとんどだから <br> 毎回記憶なくして初心者RPしないといけないのが悲しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:41.52 ID:v3ol6kD40<> トラキア776クリアまでやってくれるホロメンおるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:55:42.37 ID:DNtDTvjK0<> あくあって努力型だからうまいゲームと全然そうでないゲームはっきりしてるんだよな <br> ある意味すいせいとシナジーあるよあいつも似たタイプだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:44.06 ID:/MNWnGQ90<> <a href="../test/read.cgi/livemegami/1674826940/617" rel="noopener noreferrer" target="_blank">&gt;&gt;617</a> <br> えーっと、ぱんくんかな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:55:44.81 ID:OfxmF1eZ0<> <a href="../test/read.cgi/livemegami/1674826940/122" rel="noopener noreferrer" target="_blank">&gt;&gt;122</a> <br> ギャハハハハハ <>
